_id,l_ID,r_ID,l_title,r_title,_sim_score
23978,b247840,a17173,Rain,Rain,1.0
23979,b28449,a17173,Rain,Rain,1.0
23980,b182050,a17173,Rain,Rain,1.0
23981,b272932,a17173,Rain,Rain,1.0
23982,b297765,a17173,Rain,Rain,1.0
23983,b297772,a17173,Rain,Rain,1.0
23984,b26803,a17173,Rain,Rain,1.0
23985,b226610,a17173,Rain,Rain,1.0
23986,b206649,a17173,Rain,Rain,1.0
23987,b275258,a17173,Rain,Rain,1.0
23988,b113473,a17173,Rain,Rain,1.0
23989,b197443,a17173,Rain,Rain,1.0
23990,b325452,a17173,Rain,Rain,1.0
23991,b233550,a17173,Rain,Rain,1.0
23992,b199311,a17173,Rain,Rain,1.0
23993,b95836,a17173,Rain,Rain,1.0
23994,b326243,a17173,Rain,Rain,1.0
23995,b259388,a17173,Rain,Rain,1.0
23996,b66670,a17173,Rain,Rain,1.0
23997,b168568,a17173,Rain,Rain,1.0
23998,b62841,a17173,Rain,Rain,1.0
23999,b344698,a17173,Rain,Rain,1.0
24000,b147640,a17173,Rain,Rain,1.0
24001,b238981,a17173,Rain,Rain,1.0
24002,b77446,a17173,Rain,Rain,1.0
24003,b50056,a17173,Rain,Rain,1.0
24004,b5258,a17173,Rain,Rain,1.0
24005,b258328,a17173,Rain,Rain,1.0
24006,b108177,a17173,Rain,Rain,1.0
24007,b317465,a17173,Rain,Rain,1.0
24008,b16533,a17173,Rain,Rain,1.0
24009,b83862,a17173,Rain,Rain,1.0
24010,b281495,a17173,Rain,Rain,1.0
24011,b102041,a17173,Rain,Rain,1.0
24012,b114330,a17173,Rain,Rain,1.0
24013,b261535,a17173,Rain,Rain,1.0
24014,b314272,a17173,Rain,Rain,1.0
24015,b34721,a17173,Rain,Rain,1.0
24016,b140713,a17173,Rain,Rain,1.0
24017,b942,a17173,Rain,Rain,1.0
24018,b323503,a17173,Rain,Rain,1.0
24019,b197399,a17173,Rain,Rain,1.0
24020,b338871,a17173,Rain,Rain,1.0
24021,b46520,a17173,Rain,Rain,1.0
24022,b220859,a17173,Rain,Rain,1.0
24023,b280254,a17173,Rain,Rain,1.0
24024,b145090,a17173,Rain,Rain,1.0
24025,b9420,a17173,Rain,Rain,1.0
24026,b212430,a17173,Rain,Rain,1.0
24027,b148177,a17173,Rain,Rain,1.0
24028,b90589,a17173,Rain,Rain,1.0
24029,b85727,a17173,Rain,Rain,1.0
24030,b127985,a17173,Rain,Rain,1.0
24031,b63224,a17173,Rain,Rain,1.0
24032,b104957,a17173,Rain,Rain,1.0
24033,b275198,a17173,Rain,Rain,1.0
24034,b87570,a17180,The Big Heat,The Big Heat,1.0
24035,b315956,a17188,Dreams,Dreams,1.0
24036,b78452,a17188,Dreams,Dreams,1.0
24037,b71530,a17188,Dreams,Dreams,1.0
24038,b105621,a17188,Dreams,Dreams,1.0
24039,b283805,a17188,Dreams,Dreams,1.0
24040,b124069,a17188,Dreams,Dreams,1.0
24041,b299724,a17188,Dreams,Dreams,1.0
24042,b189653,a17188,Dreams,Dreams,1.0
24043,b210655,a17188,Dreams,Dreams,1.0
24044,b346340,a17188,Dreams,Dreams,1.0
24045,b228226,a17188,Dreams,Dreams,1.0
24046,b158984,a17188,Dreams,Dreams,1.0
24047,b303894,a17188,Dreams,Dreams,1.0
24048,b326437,a17188,Dreams,Dreams,1.0
24049,b6451,a17188,Dreams,Dreams,1.0
24050,b182095,a17188,Dreams,Dreams,1.0
24051,b273746,a17188,Dreams,Dreams,1.0
24052,b328024,a17188,Dreams,Dreams,1.0
24053,b24426,a17188,Dreams,Dreams,1.0
24054,b138656,a17188,Dreams,Dreams,1.0
24055,b65486,a17188,Dreams,Dreams,1.0
24056,b121826,a17188,Dreams,Dreams,1.0
24057,b80360,a17188,Dreams,Dreams,1.0
24058,b80128,a17188,Dreams,Dreams,1.0
24059,b192339,a17193,Holding On,Holding On,1.0
24060,b344479,a17193,Holding On,Holding On,1.0
24061,b80583,a17193,Holding On,Holding On,1.0
24062,b17158,a17193,Holding On,Holding On,1.0
24063,b123683,a17193,Holding On,Holding On,1.0
24064,b156487,a17193,Holding On,Holding On,1.0
24065,b60578,a17193,Holding On,Holding On,1.0
24066,b62663,a17193,Holding On,Holding On,1.0
24067,b296542,a17193,Holding On,Holding On,1.0
24068,b55936,a17193,Holding On,Holding On,1.0
24069,b79705,a17193,Holding On,Holding On,1.0
24070,b32844,a17194,I Will Be Here,I Will Be Here,1.0
24071,b191903,a17194,I Will Be Here,I Will Be Here,1.0
24072,b149192,a17194,I Will Be Here,I Will Be Here,1.0
24073,b13437,a17194,I Will Be Here,I Will Be Here,1.0
24074,b275022,a17198,Shoot Me Down,Shot Me Down,0.8125
24075,b133550,a17198,Shoot Me Down,Shot Me Down,0.8125
24076,b11913,a17200,Addicted Love,Addicted to Love,0.7368421052631579
24077,b59084,a17200,Addicted To Love,Addicted to Love,0.7142857142857143
24078,b308260,a17201,Words,Words,1.0
24079,b120371,a17201,Words,Words,1.0
24080,b232888,a17201,Words,Words,1.0
24081,b66318,a17201,Words,Words,1.0
24082,b161873,a17201,Words,Words,1.0
24083,b12384,a17201,Words,Words,1.0
24084,b273429,a17201,Words,Words,1.0
24085,b215701,a17201,Words,Words,1.0
24086,b272036,a17201,Words,Words,1.0
24087,b9898,a17201,Words,Words,1.0
24088,b185517,a17201,Words,Words,1.0
24089,b133619,a17201,Words,Words,1.0
24090,b218301,a17201,Words,Words,1.0
24091,b178040,a17201,Words,Words,1.0
24092,b287455,a17201,Words,Words,1.0
24093,b198921,a17201,Words,Words,1.0
24094,b326873,a17201,Words,Words,1.0
24095,b88340,a17201,Words,Words,1.0
24096,b129313,a17201,Words,Words,1.0
24097,b166189,a17201,Words,Words,1.0
24098,b52528,a17201,Words,Words,1.0
24099,b165169,a17201,Words,Words,1.0
24100,b153915,a17201,Words,Words,1.0
24101,b226110,a17201,Words,Words,1.0
24102,b181059,a17201,Words,Words,1.0
24103,b82756,a17201,Words,Words,1.0
24104,b153424,a17201,Words,Words,1.0
24105,b83824,a17201,Words,Words,1.0
24106,b91512,a17201,Words,Words,1.0
24107,b240558,a17201,Words,Words,1.0
24108,b233549,a17201,Words,Words,1.0
24109,b9197,a17201,Words,Words,1.0
24110,b341999,a17201,Words,Words,1.0
24111,b258730,a17201,Words,Words,1.0
24112,b4016,a17202,Moving Mountains,Moving Mountains,1.0
24113,b161409,a17202,Moving Mountain,Moving Mountains,0.75
24114,b21524,a17202,Moving Mountains,Moving Mountains,1.0
24115,b248219,a17202,Moving Mountains,Moving Mountains,1.0
24116,b303252,a17210,The Emperors New Clothes,The Emperor's New Clothes,0.8275862068965517
24117,b286748,a17213,Silent Night,Silent Night,1.0
24118,b94237,a17213,Silent Night,Silent Night,1.0
24119,b81974,a17213,Silent Night,Silent Night,1.0
24120,b102559,a17213,Silent Nights,Silent Night,0.7058823529411765
24121,b118950,a17213,Silent Night,Silent Night,1.0
24122,b110810,a17213,Silent Night,Silent Night,1.0
24123,b86342,a17213,Silent Night,Silent Night,1.0
24124,b86410,a17213,Silent Night,Silent Night,1.0
24125,b184717,a17213,Silent Night,Silent Night,1.0
24126,b250359,a17213,Silent Night,Silent Night,1.0
24127,b115200,a17213,Silent Night,Silent Night,1.0
24128,b169691,a17213,Silent Night,Silent Night,1.0
24129,b36298,a17213,Silent Night,Silent Night,1.0
24130,b238329,a17213,Silent Night,Silent Night,1.0
24131,b300510,a17213,Silent Night,Silent Night,1.0
24132,b173537,a17213,Silent Night,Silent Night,1.0
24133,b25413,a17213,Silent Night,Silent Night,1.0
24134,b189424,a17213,Silent Night,Silent Night,1.0
24135,b320656,a17213,Silent Night,Silent Night,1.0
24136,b234649,a17213,Silent Night,Silent Night,1.0
24137,b259866,a17213,Silent Night,Silent Night,1.0
24138,b9448,a17213,Silent Night,Silent Night,1.0
24139,b304427,a17213,Silent Night,Silent Night,1.0
24140,b107925,a17213,Silent Night,Silent Night,1.0
24141,b75610,a17213,Silent Night,Silent Night,1.0
24142,b296878,a17213,Silent Night,Silent Night,1.0
24143,b218642,a17213,Silent Night,Silent Night,1.0
24144,b169515,a17213,Silent Night,Silent Night,1.0
24145,b181818,a17213,Silent Night,Silent Night,1.0
24146,b202300,a17213,Silent Night,Silent Night,1.0
24147,b31545,a17213,Silent Night,Silent Night,1.0
24148,b194143,a17213,Silent Night,Silent Night,1.0
24149,b140899,a17213,Silent Night,Silent Night,1.0
24150,b157294,a17213,Silent Night,Silent Night,1.0
24151,b124570,a17213,Silent Night,Silent Night,1.0
24152,b59071,a17213,Silent Night,Silent Night,1.0
24153,b284359,a17213,Silent Night,Silent Night,1.0
24154,b149286,a17213,Silent Night,Silent Night,1.0
24155,b79701,a17213,Silent Night,Silent Night,1.0
24156,b132964,a17213,Silent Night,Silent Night,1.0
24157,b124782,a17213,Silent Night,Silent Night,1.0
24158,b104304,a17213,Silent Night,Silent Night,1.0
24159,b83867,a17213,Silent Night,Silent Night,1.0
24160,b2050,a17213,Silent Night,Silent Night,1.0
24161,b26645,a17213,Silent Night,Silent Night,1.0
24162,b231490,a17213,Silent Night,Silent Night,1.0
24163,b47183,a17213,Silent Night,Silent Night,1.0
24164,b161893,a17213,Silent Night,Silent Night,1.0
24165,b141418,a17213,Silent Night,Silent Night,1.0
24166,b202903,a17213,Silent Night,Silent Night,1.0
24167,b219295,a17213,Silent Night,Silent Night,1.0
24168,b198940,a17213,Silent Night,Silent Night,1.0
24169,b272725,a17213,Silent Night,Silent Night,1.0
24170,b342425,a17213,Silent Night,Silent Night,1.0
24171,b338327,a17213,Silent Night,Silent Night,1.0
24172,b133552,a17213,Silent Night,Silent Night,1.0
24173,b260643,a17213,Silent Night,Silent Night,1.0
24174,b150141,a17213,Silent Night,Silent Night,1.0
24175,b178950,a17213,Silent Night,Silent Night,1.0
24176,b346939,a17213,Silent Night,Silent Night,1.0
24177,b301920,a17213,Silent Night,Silent Night,1.0
24178,b23407,a17213,Silent Night,Silent Night,1.0
24179,b309245,a17213,Silent Night,Silent Night,1.0
24180,b165271,a17213,Silent Night,Silent Night,1.0
24181,b142337,a17213,Silent Night,Silent Night,1.0
24182,b232454,a17213,Silent Night,Silent Night,1.0
24183,b248858,a17213,Silent Night,Silent Night,1.0
24184,b175150,a17213,Silent Night,Silent Night,1.0
24185,b44171,a17213,Silent Night,Silent Night,1.0
24186,b15689,a17213,Silent Night,Silent Night,1.0
24187,b310609,a17213,Silent Night,Silent Night,1.0
24188,b314749,a17213,Silent Night,Silent Night,1.0
24189,b122249,a17213,Silent Night,Silent Night,1.0
24190,b290200,a17213,Silent Night,Silent Night,1.0
24191,b56740,a17213,Silent Night,Silent Night,1.0
24192,b343512,a17213,Silent Night,Silent Night,1.0
24193,b15902,a17213,Silent Night,Silent Night,1.0
24194,b335439,a17213,Silent Night,Silent Night,1.0
24195,b278237,a17213,Silent Night,Silent Night,1.0
24196,b77640,a17213,Silent Night,Silent Night,1.0
24197,b196515,a17213,Silent Night,Silent Night,1.0
24198,b199758,a17215,Dont Cry for Me Argentina,Don't Cry for Me Argentina,0.8333333333333334
24199,b198299,a17215,Dont Cry for Me Argentina,Don't Cry for Me Argentina,0.8333333333333334
24200,b18701,a17216,You Made Me The Thief Of Your Heart,You Made Me the Thief of Your Heart,0.75
24201,b207626,a17217,The Boxer,The Boxer,1.0
24202,b333342,a17217,The Boxer,The Boxer,1.0
24203,b56445,a17217,The Boxer,The Boxer,1.0
24204,b23428,a17217,The Boxer,The Boxer,1.0
24205,b318787,a17221,Bull In the Heather,Bull in the Heather,0.7391304347826086
24206,b126124,a17229,California,California,1.0
24207,b32921,a17229,California,California,1.0
24208,b247102,a17229,California,California,1.0
24209,b213322,a17229,California,California,1.0
24210,b259483,a17229,California,California,1.0
24211,b267722,a17229,California,California,1.0
24212,b214481,a17229,California,California,1.0
24213,b122365,a17229,California,California,1.0
24214,b166418,a17229,California,California,1.0
24215,b255562,a17229,California,California,1.0
24216,b56592,a17229,California,California,1.0
24217,b122525,a17229,California,California,1.0
24218,b339618,a17229,California,California,1.0
24219,b50908,a17229,California,California,1.0
24220,b93924,a17229,California,California,1.0
24221,b265512,a17229,California,California,1.0
24222,b228101,a17229,California,California,1.0
24223,b82733,a17229,California,California,1.0
24224,b253584,a17229,California,California,1.0
24225,b315879,a17229,California,California,1.0
24226,b93176,a17229,California,California,1.0
24227,b345066,a17229,California,California,1.0
24228,b251591,a17230,You Know Me,You Know Me,1.0
24229,b288208,a17230,You Know Me,You Know Me,1.0
24230,b262272,a17231,Morning Sun,Morning Sun,1.0
24231,b252448,a17231,Morning Sun,Morning Sun,1.0
24232,b334046,a17231,Morning Sun,Morning Sun,1.0
24233,b15091,a17231,Morning Sun,Morning Sun,1.0
24234,b183576,a17231,Morning Sun,Morning Sun,1.0
24235,b52554,a17231,Morning Sun,Morning Sun,1.0
24236,b268004,a17231,Morning Sun,Morning Sun,1.0
24237,b249812,a17231,Morning Sun,Morning Sun,1.0
24238,b148509,a17232,Shame Shame,Shame,0.7
24239,b197692,a17232,Shame Shame Shame,Shame,0.7
24240,b294478,a17232,Shame,Shame,1.0
24241,b76917,a17232,Shame,Shame,1.0
24242,b167546,a17232,Shame,Shame,1.0
24243,b247443,a17232,Shame,Shame,1.0
24244,b107702,a17232,Shame,Shame,1.0
24245,b155857,a17232,Shame,Shame,1.0
24246,b326913,a17232,Shame_Shame_Shame,Shame,0.7
24247,b30479,a17232,Shame,Shame,1.0
24248,b332564,a17232,Shame,Shame,1.0
24249,b288989,a17232,Shame,Shame,1.0
24250,b259915,a17232,Shame,Shame,1.0
24251,b72608,a17232,Shame,Shame,1.0
24252,b204216,a17232,Shame,Shame,1.0
24253,b202703,a17232,Shame,Shame,1.0
24254,b167380,a17232,Shame,Shame,1.0
24255,b218613,a17232,Shame,Shame,1.0
24256,b167415,a17232,Shame,Shame,1.0
24257,b112152,a17234,Candy,Candy,1.0
24258,b66152,a17234,Candy Candy,Candy,0.7
24259,b331898,a17234,Candy,Candy,1.0
24260,b331439,a17234,Candy,Candy,1.0
24261,b271042,a17234,Candy,Candy,1.0
24262,b221140,a17234,Candy,Candy,1.0
24263,b344022,a17234,Candy,Candy,1.0
24264,b264964,a17234,Candy,Candy,1.0
24265,b63777,a17234,Candy,Candy,1.0
24266,b333612,a17234,Candy,Candy,1.0
24267,b197483,a17234,Candy,Candy,1.0
24268,b196480,a17234,Candy,Candy,1.0
24269,b305551,a17234,Candy,Candy,1.0
24270,b87510,a17234,Candy,Candy,1.0
24271,b306098,a17234,Candy,Candy,1.0
24272,b90037,a17234,Candy,Candy,1.0
24273,b256438,a17234,Candy,Candy,1.0
24274,b233936,a17234,Candy,Candy,1.0
24275,b113392,a17272,Quietly,Quietly,1.0
24276,b326102,a17272,Quietly,Quietly,1.0
24277,b24315,a17273,Pretty In Scarlet,Pretty in Scarlet,0.7272727272727273
24278,b97023,a17275,Oh What A Night,Oh What a Night,0.7
24279,b140286,a17275,Oh What A Night,Oh What a Night,0.7
24280,b304748,a17275,Oh What A Night,Oh What a Night,0.7
24281,b53667,a17276,Closer to the Sun,Close to the Sun,0.7619047619047619
24282,b43026,a17277,Camouflage,Camouflage,1.0
24283,b173343,a17277,Camouflage,Camouflage,1.0
24284,b88423,a17277,Camouflage,Camouflage,1.0
24285,b217170,a17277,Camouflage,Camouflage,1.0
24286,b22887,a17277,Camouflage,Camouflage,1.0
24287,b165620,a17277,Camouflage,Camouflage,1.0
24288,b244219,a17277,Camouflage,Camouflage,1.0
24289,b335000,a17300,Haunted,Haunted,1.0
24290,b23221,a17300,Haunted,Haunted,1.0
24291,b343480,a17300,Haunted,Haunted,1.0
24292,b327951,a17302,Jealous,Jealous,1.0
24293,b294969,a17304,Sunday,Sunday,1.0
24294,b47674,a17304,Sunday,Sunday,1.0
24295,b93282,a17304,Sunday,Sunday,1.0
24296,b154190,a17304,Sunday,Sunday,1.0
24297,b6750,a17304,Sunday,Sunday,1.0
24298,b49247,a17304,Sunday,Sunday,1.0
24299,b87484,a17304,Sunday,Sunday,1.0
24300,b258158,a17304,Sunday,Sunday,1.0
24301,b137871,a17304,Sunday,Sunday,1.0
24302,b289967,a17304,Sunday,Sunday,1.0
24303,b342393,a17304,Sunday,Sunday,1.0
24304,b312614,a17304,Sunday,Sunday,1.0
24305,b34027,a17304,Sunday,Sunday,1.0
24306,b200944,a17304,Sunday,Sunday,1.0
24307,b269553,a17304,Sunday,Sunday,1.0
24308,b4393,a17304,Sunday,Sunday,1.0
24309,b70879,a17304,Sunday,Sunday,1.0
24310,b64314,a17304,Sunday,Sunday,1.0
24311,b304971,a17304,Sunday,Sunday,1.0
24312,b211336,a17304,Sunday,Sunday,1.0
24313,b1478,a17304,Sunday,Sunday,1.0
24314,b109675,a17304,Sunday,Sunday,1.0
24315,b18900,a17312,Psycho Killer,Psycho Killer,1.0
24316,b4896,a17360,Cardiac Arrest,Cardiac Arrest,1.0
24317,b279783,a17361,Zero Gravity,Zero Gravity,1.0
24318,b77998,a17361,Zero Gravity,Zero Gravity,1.0
24319,b273970,a17361,Zero Gravity,Zero Gravity,1.0
24320,b151595,a17379,Tears From The Moon,Tears From the Moon,0.75
24321,b208555,a17381,Throw Down Your Arms,Throw Down Your Arms,1.0
24322,b284633,a17384,The Good Thing,The Good Thing,1.0
24323,b264416,a17385,Life During Wartime,Life During Wartime,1.0
24324,b49651,a17386,Cities,Cities,1.0
24325,b213779,a17387,Once in a lifetime,Once in a Lifetime,0.7391304347826086
24326,b134966,a17387,Once in a Lifetime,Once in a Lifetime,1.0
24327,b111124,a17388,Houses In Motion,Houses in Motion,0.7142857142857143
24328,b254516,a17396,All The Things She Said,All the Things She Said,0.8076923076923077
24329,b74515,a17396,All The Things She Said,All the Things She Said,0.8076923076923077
24330,b157958,a17396,All The Things She Said,All the Things She Said,0.8076923076923077
24331,b147235,a17396,All The Things She Said,All the Things She Said,0.8076923076923077
24332,b118711,a17396,All The Things She Said,All the Things She Said,0.8076923076923077
24333,b324640,a17433,Duel,Duel,1.0
24334,b301129,a17433,Duel,Duel,1.0
24335,b165750,a17433,Duel,Duel,1.0
24336,b69529,a17435,Last Day On Earth,Last Day on Earth,0.7272727272727273
24337,b9221,a17447,Yesterday,Yesterday,1.0
24338,b256049,a17447,Yesterday,Yesterday,1.0
24339,b196668,a17447,Yesterday,Yesterday,1.0
24340,b156795,a17447,Yesterday,Yesterday,1.0
24341,b176272,a17447,Yesterday,Yesterday,1.0
24342,b235677,a17447,Yesterday,Yesterday,1.0
24343,b173223,a17447,Yesterday,Yesterday,1.0
24344,b242919,a17447,Yesterday,Yesterday,1.0
24345,b195833,a17447,Yesterday,Yesterday,1.0
24346,b226577,a17447,Yesterday,Yesterday,1.0
24347,b279854,a17447,Yesterday,Yesterday,1.0
24348,b16696,a17447,Yesterday,Yesterday,1.0
24349,b240961,a17447,Yesterday,Yesterday,1.0
24350,b155979,a17447,Yesterday,Yesterday,1.0
24351,b173433,a17447,Yesterday,Yesterday,1.0
24352,b43429,a17447,Yesterday,Yesterday,1.0
24353,b284111,a17447,Yesterday,Yesterday,1.0
24354,b202350,a17447,Yesterday,Yesterday,1.0
24355,b240240,a17447,Yesterday,Yesterday,1.0
24356,b34500,a17447,Yesterday,Yesterday,1.0
24357,b187515,a17447,Yesterday,Yesterday,1.0
24358,b196387,a17447,Yesterday,Yesterday,1.0
24359,b252745,a17447,Yesterday,Yesterday,1.0
24360,b286185,a17447,Yesterday,Yesterday,1.0
24361,b19348,a17447,Yesterday,Yesterday,1.0
24362,b232388,a17447,Yesterday,Yesterday,1.0
24363,b184271,a17447,Yesterday,Yesterday,1.0
24364,b178144,a17447,Yesterday,Yesterday,1.0
24365,b33625,a17448,My Life,My Life,1.0
24366,b235889,a17448,My Life,My Life,1.0
24367,b212347,a17448,My Life,My Life,1.0
24368,b321930,a17448,My Life,My Life,1.0
24369,b272798,a17448,My Life,My Life,1.0
24370,b9655,a17448,My Life,My Life,1.0
24371,b69170,a17448,My Life,My Life,1.0
24372,b197924,a17448,My Life,My Life,1.0
24373,b336655,a17448,My Life,My Life,1.0
24374,b282237,a17448,My Life,My Life,1.0
24375,b183942,a17448,My Life,My Life,1.0
24376,b323244,a17448,My Life,My Life,1.0
24377,b242404,a17448,My Life,My Life,1.0
24378,b185080,a17448,My Life,My Life,1.0
24379,b66005,a17448,My Life,My Life,1.0
24380,b206672,a17448,My Life,My Life,1.0
24381,b155549,a17448,My Life,My Life,1.0
24382,b211957,a17448,My Life,My Life,1.0
24383,b32253,a17448,My Life,My Life,1.0
24384,b194821,a17465,Lose It,Lose It,1.0
24385,b333087,a17465,Lose It,Lose It,1.0
24386,b104695,a17466,Lenny,Lenny,1.0
24387,b208513,a17468,Alright,Alright,1.0
24388,b188434,a17468,Alright,Alright,1.0
24389,b129522,a17468,Alright,Alright,1.0
24390,b164889,a17468,Alright,Alright,1.0
24391,b151324,a17468,Alright,Alright,1.0
24392,b286112,a17468,Allright,Alright,0.7272727272727273
24393,b293921,a17468,Alright Alright,Alright,0.75
24394,b281125,a17468,Alright,Alright,1.0
24395,b19622,a17468,Alright,Alright,1.0
24396,b254890,a17468,Allright,Alright,0.7272727272727273
24397,b89777,a17468,Alright,Alright,1.0
24398,b82358,a17468,Alright,Alright,1.0
24399,b111799,a17468,Alright,Alright,1.0
24400,b20664,a17468,Alright,Alright,1.0
24401,b3148,a17468,Alright,Alright,1.0
24402,b337105,a17468,Alright,Alright,1.0
24403,b134483,a17468,Alright,Alright,1.0
24404,b86053,a17468,Alright,Alright,1.0
24405,b290145,a17468,Allright,Alright,0.7272727272727273
24406,b127844,a17468,Alright,Alright,1.0
24407,b221181,a17468,Alright,Alright,1.0
24408,b77550,a17468,Alright,Alright,1.0
24409,b286194,a17468,Alright,Alright,1.0
24410,b142196,a17468,Alright,Alright,1.0
24411,b188804,a17469,Going Out,Going Out,1.0
24412,b108937,a17469,Going Out,Going Out,1.0
24413,b131744,a17469,Going Out,Going Out,1.0
24414,b66711,a17469,Going Out,Going Out,1.0
24415,b210198,a17469,Going Out,Going Out,1.0
24416,b243133,a17469,Going Out,Going Out,1.0
24417,b165392,a17469,Going Out,Going Out,1.0
24418,b86055,a17512,When A Child Is Born,When a Child Is Born,0.76
24419,b129821,a17512,When A Child Is Born,When a Child Is Born,0.76
24420,b298785,a17512,When A Child Is Born,When a Child Is Born,0.76
24421,b22810,a17532,Rise & Shine,Rise & Shine,1.0
24422,b225621,a17532,Rise & Shine,Rise & Shine,1.0
24423,b208885,a17532,Rise & Shine,Rise & Shine,1.0
24424,b217575,a17537,Burning Down The House,Burning Down the House,0.7777777777777778
24425,b38082,a17537,Burning Down The House,Burning Down the House,0.7777777777777778
24426,b101283,a17539,This Must Be The Place (Naive Melody),This Must Be the Place (Naive Melody),0.8571428571428571
24427,b256411,a17541,Road To Nowhere,Road to Nowhere,0.7
24428,b128348,a17541,Road To Nowhere,Road to Nowhere,0.7
24429,b83560,a17541,Road To Nowhere,Road to Nowhere,0.7
24430,b108371,a17541,Road To Nowhere,Road to Nowhere,0.7
24431,b313982,a17544,Rock This Town,Rock This Town,1.0
24432,b134288,a17544,Rock This Town,Rock This Town,1.0
24433,b134631,a17544,Rock This Town,Rock This Town,1.0
24434,b94333,a17561,Dirty Water,Dirty Water,1.0
24435,b65011,a17561,Dirty Water,Dirty Water,1.0
24436,b105291,a17561,Dirty Water,Dirty Water,1.0
24437,b344001,a17561,Dirty Water,Dirty Water,1.0
24438,b211432,a17569,Colours (Radio Edit),Colors (Radio Edit),0.7916666666666666
24439,b74066,a17590,What I Got,What I Got,1.0
24440,b31080,a17590,What I Got,What I Got,1.0
24441,b57894,a17592,Chasing Pavements,Chasing Pavements,1.0
24442,b64410,a17593,Cold Shoulder,Cold Shoulder,1.0
24443,b190633,a17594,Make You Feel My Love,Make You Feel My Love,1.0
24444,b232391,a17594,Make You Feel My Love,Make You Feel My Love,1.0
24445,b224487,a17594,Make You Feel My Love,Make You Feel My Love,1.0
24446,b139328,a17597,Someone Like You,Someone Like You,1.0
24447,b197473,a17597,Someone Like You,Someone Like You,1.0
24448,b62365,a17597,Someone Like You,Someone Like You,1.0
24449,b140683,a17597,Someone Like You,Someone Like You,1.0
24450,b182779,a17597,Someone Like You,Someone Like You,1.0
24451,b23000,a17597,Someone Like You,Someone Like You,1.0
24452,b318150,a17600,The Hitcher,The Hitcher,1.0
24453,b170732,a17601,Deep Wound,Deep Wound,1.0
24454,b110806,a17602,Setting Sun,Setting Sun,1.0
24455,b119107,a17602,Setting Sun,Setting Sun,1.0
24456,b244155,a17602,Setting Sun,Setting Sun,1.0
24457,b215736,a17602,Setting Sun,Setting Sun,1.0
24458,b252966,a17602,Setting Sun,Setting Sun,1.0
24459,b3522,a17602,Setting Sun,Setting Sun,1.0
24460,b36001,a17609,Locked Away,Locked Away,1.0
24461,b48403,a17609,Locked Away,Locked Away,1.0
24462,b44537,a17633,Sun Hits The Sky,Sun Hits the Sky,0.7142857142857143
24463,b192458,a17634,Late in the Day,Late in the Day,1.0
24464,b35461,a17636,Moving,Moving,1.0
24465,b110214,a17636,Moving,Moving,1.0
24466,b179376,a17636,Moving,Moving,1.0
24467,b199867,a17636,Moving,Moving,1.0
24468,b81614,a17636,Moving,Moving,1.0
24469,b81717,a17636,Moving,Moving,1.0
24470,b12872,a17636,Moving,Moving,1.0
24471,b324611,a17637,Mary,Mary,1.0
24472,b117383,a17637,Mary,Mary,1.0
24473,b194977,a17637,Mary,Mary,1.0
24474,b161585,a17637,Mary,Mary,1.0
24475,b112562,a17637,Mary,Mary,1.0
24476,b171062,a17637,Mary,Mary,1.0
24477,b100170,a17637,Mary,Mary,1.0
24478,b303315,a17637,Mary,Mary,1.0
24479,b276313,a17637,Mary,Mary,1.0
24480,b132069,a17637,Mary,Mary,1.0
24481,b108003,a17637,Mary,Mary,1.0
24482,b236094,a17637,Mary,Mary,1.0
24483,b153868,a17638,Grace,Grace,1.0
24484,b68376,a17638,Grace,Grace,1.0
24485,b324956,a17638,Grace,Grace,1.0
24486,b291630,a17638,Grace,Grace,1.0
24487,b293426,a17638,Grace,Grace,1.0
24488,b154696,a17638,Grace,Grace,1.0
24489,b40521,a17638,Grace,Grace,1.0
24490,b252237,a17638,Grace,Grace,1.0
24491,b78425,a17638,Grace,Grace,1.0
24492,b36960,a17638,Grace,Grace,1.0
24493,b32869,a17638,Grace,Grace,1.0
24494,b20881,a17638,Grace,Grace,1.0
24495,b335258,a17638,Grace,Grace,1.0
24496,b273851,a17638,Grace,Grace,1.0
24497,b105944,a17638,Grace,Grace,1.0
24498,b197096,a17638,Grace,Grace,1.0
24499,b117494,a17638,Grace,Grace,1.0
24500,b160741,a17639,See the Light,Seen the Light,0.7222222222222222
24501,b199015,a17639,Seen the Light,Seen the Light,1.0
24502,b302541,a17699,Sick & Tired,Sick & Tired,1.0
24503,b94723,a17700,Carnival,Carnival,1.0
24504,b218663,a17700,Carnival,Carnival,1.0
24505,b111691,a17700,Carnival,Carnival,1.0
24506,b219313,a17700,Carnival,Carnival,1.0
24507,b224121,a17700,Carnival,Carnival,1.0
24508,b17616,a17700,Carnival,Carnival,1.0
24509,b168167,a17700,Carnival,Carnival,1.0
24510,b264939,a17700,Carnival,Carnival,1.0
24511,b90359,a17700,Carnival,Carnival,1.0
24512,b116032,a17700,Carnival,Carnival,1.0
24513,b235339,a17700,Carnival,Carnival,1.0
24514,b271780,a17700,Carnival,Carnival,1.0
24515,b273451,a17702,Lovefool,Lovefool,1.0
24516,b5752,a17702,Lovefool,Lovefool,1.0
24517,b77071,a17702,Lovefool,Lovefool,1.0
24518,b315666,a17702,Lovefool,Lovefool,1.0
