ID, Artist, Song, Genre, Tempo, Duration
988,Popmuschi,Miami,hip-hop,126.975,458.78812
989,Tinchy Stryder ,Take Me Back,hip-hop,125.222,195.36934
990,Los Loos,Someday,indie,161.061,223.18975
991,Jacuzzi Boys,Move On,electronic,82.659,363.80689
992,Howard Hewett,Imagine,folk,168.003,333.60934
993,Little Willie John,All Around the World,hip-hop,45.36,176.03873
994,Bon Jovi,Hallelujah,hip-hop,87.564,361.19465
995,Atta,Love Song,pop,90.029,233.482
996,Morifade,Judas,electronic,155.942,289.12281
997,Dead To Me,Something New,jazz,194.309,161.61914
998,Janis Joplin,Mercedes Benz,pop,86.723,106.03057
999,Parachute Band,Amazing,hip-hop,97.979,273.84118
1000,Spare Lead,Right Now,electronic,206.266,223.242
1001,Zucchero ,Imagine,folk,130.959,381.09995
1002,Xmilk,Confusion,alternative,153.133,136.46322
1003,Colour Revolt,Swamp,indie,112.093,291.29098
1004,Super Collider,Take Me Home,pop,116.767,362.31791
1005,Eoghan Heaslip,Faithful,pop,103.967,291.73506
1006,The Never,The Witch,rock,100.435,246.83057
1007,Brass Construction,Watch Out,electronic,111.728,390.13832
1008,Bernard Butler,Precious,rock,221.173,234.57914
1009,Rick Braun,Dance With My Father,pop,205.199,290.14159
1010,The Oh Sees,Untitled,alternative,138.05,99.05587
1011,Max Tundra,Lights, Please,79.719,99.60444
1012,Groove Armada,Get Down,electronic,126.94,336.92689
1013,Leonard Cohen,First We Take Manhattan,rock,123.32,375.95383
1014,The Mystics,Happy,electronic,106.067,266.97098
1015,Thee Fine Lines,Take It Away,folk,130.669,107.17995
1016,Lena Philipsson,Why,rock,116.164,299.15383
1017,Sunscreem,White Skies,electronic,103.029,207.12444
1018,Performance,Surrender,electronic,132.301,332.61669
1019,Nathan Haines,Today,electronic,133.284,218.38322
1020,Topmodelz,Take On Me,pop,127.99,310.25587
1021,Howie Beck,Alice,rock,115.05,140.14649
1022,Diamond Rexx,Hypnotized,electronic,111.045,184.55465
1023,Adele,Chasing Pavements,jazz,80.07,209.71057
1024,Tune Roers,Stars,alternative,106.857,238.05342
1025,Throw That Beat In The Garagecan!,Pretty Vacant,rock,93.353,164.57098
1026,Name Taken,Control,pop,110.06,168.51546
1027,Pearly Gates,Action,hip-hop,130.004,311.14404
1028,Ralph Myerz,Think Twice,electronic,111.009,374.90893
1029,Glenda Collins,I Feel So Good,rock,159.521,113.31873
1030,GROVER WASHINGTON_ JR.,Overjoyed,rock,76.042,451.86567
1031,Karen Peck And New River,I Am,pop,130.026,206.00118
1032,Texas,Say What You Want,rock,64.001,231.23546
1033,Philippe Rochard,Freak,hip-hop,140.007,257.77587
1034,A.R.E. Weapons,Changes,rock,149.761,187.81995
1035,Thin White Rope,Come Around,folk,107.459,141.06077
1036,Julie Roerts,Smile,jazz,107.179,243.66975
1037,The Beautiful South,36D,rock,96.516,314.09587
1038,Scooter,Hysteria,rock,150.035,318.69342
1039,Capn Jazz,Tokyo,indie,93.859,238.86322
1040,Factums,When,electronic,145.157,124.76036
1041,Haris C,Without You,rock,140.022,576.20853
1042,Los Umrellos,Running,electronic,85.944,226.21995
1043,Gavin DeGraw,We Belong Together,pop,103.564,306.33751
1044,Gojira,Love,folk,115.356,260.20526
1045,The House Of Love,Blind,electronic,119.166,161.802
1046,Damita,Why,rock,131.927,266.60526
1047,Jars Of Clay,Blind,electronic,94.996,308.16608
1048,The Working Title,Glorious,electronic,108.006,248.92036
1049,Steve Hill,Slave,rock,109.003,348.682
1050,Mike Candy & Jack Holiday,Insomnia,pop,129.97,209.71057
1051,The Black Velvet Band,Domino,pop,110.47,186.30485
1052,Theatres Des Vampires,Dust,electronic,150.085,288.23465
1053,Kari Tapio,Pistolero,electronic,122.218,184.78975
1054,Hollywood Holt,Hollywood,alternative,124.982,155.19302
1055,Cold Blue,Paradise,electronic,137.962,220.05506
1056,Dylan Rhymes and Jono Fernandez Feat. Seany B,Breathe,folk,129.998,401.44934
1057,Kylie Minogue,Breathe,folk,125.954,284.70812
1058,Natty King,The Truth,hip-hop,143.972,254.40608
1059,Dunoodles,Coming Home,classical,219.969,413.88363
1060,Yngwie Malmsteen,Crystal Ball,rock,130.695,295.54893
1061,Down Low,Good Times,rock,109.997,232.6722
1062,Vickie Winans,When,electronic,85.036,207.09832
1063,Venom,Poison,rock,104.723,270.62812
1064,Warne Marsh,Sunshine,hip-hop,84.635,246.62159
1065,The Creeping Noodies,Wings,folk,135.04,301.47873
1066,Boy Hits Car,Tonight, Tonight,91.968,267.10159
1067,Dave McCullen & Aston Coles,Upside Down,jazz,128.014,445.36118
1068,Shipwreck ad,Beached,electronic,163.906,137.7171
1069,Girls Aloud,Jump,folk,134.433,218.67057
1070,Coolio,Do It,folk,163.968,259.29098
1071,Gravity Kills,Never,electronic,167.259,190.11873
1072,Christophe Beck,Homecoming,hip-hop,115.697,114.38975
1073,The Business,Always,alternative,108.296,157.85751
1074,Course Of Nature,Gone, Gone,124.982,280.21506
1075,Gary D.,Halo,rock,141.99,415.08526
1076,Latin Playoys,If,pop,113.839,101.27628
1077,Charlotte Gainsourg,Voyage,electronic,159.333,241.08363
1078,3 Is A Crowd,Take It Back,rock,129.032,327.44444
1079,Sean Kingston,Beautiful Girls,pop,86.752,241.03138
1080,James Galway;Mike Mower,My Heart Will Go On (Love Theme From Titanic),jazz,103.875,288.91383
1081,Thievery Corporation,Interlude,rock,100.977,145.18812
1082,David Holmes presents The Free Association,La Dolce Vita,rock,187.394,224.15628
1083,Behrouz,Coming Home,classical,126.056,184.76363
1084,Big Tuck,Rush,electronic,87.257,251.37587
1085,Louise Mandrell,Silent Night,alternative,97.916,200.61995
1086,Natural,Paradise,electronic,112.053,239.3073
1087,Bang Bang,Broken,rock,125.515,356.07465
1088,Extreme,Star,rock,139.857,342.43873
1089,Charlotte Perrelli,Hero,jazz,126.968,175.64689
1090,Band of the U.S. Air Force Reserve,Ride,electronic,84.745,243.25179
1091,Tension Grace,Red,electronic,120.102,197.17179
1092,Jim Hall,Purple Haze,rock,94.428,442.56608
1093,Katie Noonan and the Captains,Golden,pop,127.822,278.07302
1094,Von Der Lippe_ J\xc3\xcrgen,Clint Eastwood,hip-hop,65.427,58.30485
1095,Trance Control,Heaven,electronic,140.002,434.59873
1096,From Safety To Where,Static,rock,174.806,186.80118
1097,Rammstein,Sonne,classical,150.245,272.40444
1098,45 Grave,Boy, Boy,235.351,262.71302
1099,Love Affair,Please Stay,electronic,159.077,257.56689
1100,Fiona,Rise Up,electronic,129.16,235.31057
1101,The Jon Spencer Blues Explosion,Get With It,rock,97.964,95.63383
1102,Dracma,Hope,electronic,118.206,474.61832
1103,Lisa Lisa & Cult Jam;Full Force,Private Property,pop,104.603,336.92689
1104,Tony Orlando & Dawn,The Good Life,rock,122.067,130.79465
1105,Bill Lloyd,Trampoline,hip-hop,117.609,184.55465
1106,Xotox,Guardian Angel,electronic,0.0,233.84771
1107,Idle Sons,The Good Life,rock,141.917,262.60853
1108,Anti-Nowhere League,So What,pop,112.624,173.322
1109,Gino Vannelli,The Great Divide,pop,117.247,272.37832
1110,The Dogs DAmour,Never Give Up,electronic,123.02,282.01751
1111,Eighteen Visions,This Time,rock,173.82,185.88689
1112,Danny Breaks,Volume 2,electronic,154.878,474.33098
1113,El Pino & the Volunteers,Wake Up,alternative,140.072,249.73016
1114,Omar And The Howlers,I Told You So,country,137.311,171.88526
1115,Tree63,Paradise,electronic,120.044,198.00771
1116,Cecil Taylor,Air,indie,67.733,525.26975
1117,Woleshop,Again,pop,157.778,139.33669
1118,Tora Tora,Serious,hip-hop,88.89,213.57669
1119,The Panics,Do You Wanna Dance,pop,91.554,93.33506
1120,Nero,Machine,folk,109.999,354.55955
1121,Paul James ft. Ms M.,Runaway,folk,130.0,394.65751
1122,Coldplay,For You,jazz,148.126,343.32689
1123,Jaco Young,Aftermath,electronic,77.726,346.25261
1124,Tony Bennett,The Good Life,rock,93.228,134.89587
1125,Poems For Laila,Egal,rock,140.235,230.922
1126,Scooter,Awakening,folk,190.014,266.39628
1127,The Rolling Stones,Hot Stuff,rock,109.455,274.23302
1128,Rene Froger,Girl Talk,pop,120.058,231.02649
1129,Migraine,Sweet Nothing,electronic,95.494,270.39302
1130,Imagination Movers,Big,electronic,91.889,161.27955
1131,Sugaaes,Get Sexy,pop,87.955,296.22812
1132,The Chicharones,Fiesta,folk,80.149,272.50893
1133,Wayne Wonder,Last Night,hip-hop,187.96,221.59628
1134,Aerosmith,Dream On,rock,78.867,271.69914
1135,Will Downing,She,folk,122.355,243.35628
1136,Anane,Mon amour,alternative,128.001,233.11628
1137,Lalah Hathaway,Smile,jazz,100.484,293.92934
1138,Nightfall,Regret,alternative,226.07,240.09098
1139,Rocky Burnette,You Never Know,folk,107.011,158.82404
1140,Namnamulu,Zeit, dass sich was dreht,121.943,306.6771
1141,The Universal Indicator,Masterplan,blues,111.873,225.14893
1142,Electric Eels,Girl,alternative,137.757,250.06975
1143,Margaret Whiting,Anytime,pop,70.186,137.82159
1144,The Pasadenas,Love Thing,rock,108.386,226.63791
1145,Pelle Buys,Monday, Monday,125.005,409.02485
1146,Vieke Saugestad,Stupid,pop,142.012,226.01098
1147,JLS,Keep You,jazz,127.941,180.32281
1148,Anna Nalick,In My Head,rock,86.924,247.562
1149,Miguel Migs,Shake It Up,rock,125.014,266.84036
1150,Mike Mikhjian,Another Day,electronic,128.01,457.9522
1151,Roert Plant,Red Dress,pop,95.851,321.43628
1152,D. Black,Jump,folk,122.146,225.27955
1153,John Mayer,No Such Thing,jazz,131.969,233.22077
1154,Deorah Conway,Someday,indie,129.66,223.55546
1155,Franky Kurick,My Way,electronic,98.889,223.242
1156,Art Garfunkel,The Sound of Silence,folk,105.321,185.67791
1157,Oz Noy,Evidence,rock,97.04,276.24444
1158,Hollywood Undead,Undead,rock,163.047,265.01179
1159,Chezidek,Holding On,jazz,166.757,226.32444
1160,FM Attack,Take Me Away,alternative,139.992,339.85261
1161,Omnius Media - Karaoke Tracks,Desert Rose,classical,111.996,220.29016
1162,The Les Humphries Singers,Kansas City,electronic,176.248,251.68934
1163,James Taylor,Everyday,jazz,123.813,159.86893
1164,Pennywise,The Kids,jazz,175.576,202.37016
1165,Thomas Dydahl,Dice,electronic,154.859,112.95302
1166,Bros,Try,folk,104.925,261.90322
1167,Wyclef Jean,Two Wrongs,hip-hop,166.015,232.12363
1168,Audio,Rage,electronic,114.652,318.64118
1169,Kenny G,Home,folk,124.402,261.14567
1170,Brooke Barrettsmith,Right Now,electronic,158.008,179.53914
1171,Moe Tucker,Saturday Night,pop,130.716,227.34322
1172,Locust (Mark Van Hoen),Untitled,alternative,99.653,120.0322
1173,Ni\xc3\x1o y pistola,Why,rock,104.199,255.08526
1174,Ms Krazie,Walk Away,rock,117.93,278.25587
1175,Current 93,Alone,rock,77.96,387.97016
1176,Slum Village,The Look of Love,electronic,92.952,259.3171
1177,Amazing Transparent Man,Into Your Heart,pop,105.533,212.00934
1178,Moving Targets,Untitled,alternative,161.232,216.34567
1179,Camille Jones,Someday,indie,128.598,391.99302
1180,Tulku,Paradise,electronic,167.912,366.54975
1181,Lil Mama,Stand Up,alternative,130.107,216.65914
1182,Stroke 9,Do It Again,hip-hop,169.936,229.69424
1183,Ohio Players,Summertime,pop,48.077,461.47873
1184,Poem Rocket,Underwater,electronic,120.201,291.34322
1185,Italian Secret Service,So Tired,rock,104.032,279.19628
1186,The Strokes,The Modern Age,rock,145.985,212.79302
1187,Ed Calle,Strut,country,100.043,257.4624
1188,Joe Satriani,Ghosts,folk,97.277,292.46649
1189,Marmoset,Pass It Along,folk,156.81,157.04771
1190,Limeck,Julia, We Don't Live in the '60s,136.916,164.12689
1191,Bitch Alert,Birthday,folk,143.894,142.28853
1192,Gamafreaks ft. Nicole,Freedom,hip-hop,128.022,357.74649
1193,Telstar Ponies,Monster,alternative,193.385,290.79465
1194,THE THREE DEGREES,Red Light,blues,124.505,322.0371
1195,Jeffrey Lewis,Texas,rock,192.744,65.35791
1196,Vetiver,Everyday,jazz,138.015,224.9922
1197,Morris Alert,Run Away,electronic,90.924,152.5024
1198,Seven Nations,Leave It,folk,95.961,170.91873
1199,The Andrews Sisters,Me Too,pop,153.533,153.25995
1200,The Peepshows,Cheap Thrills,pop,175.925,136.56771
1201,Thinking Plague,Inside Out,electronic,83.588,253.59628
1202,Elvis Presley,Love Me,pop,145.978,110.41914
1203,Animal Collective,Fireworks,indie,77.383,410.90567
1204,Easton Corin,Roll With It,rock,120.019,207.5424
1205,Sheryl Crow,Wildflower,folk,81.829,235.67628
1206,Deep Forest,Freedom Cry,electronic,157.723,244.45342
1207,Edda,Someday,indie,157.883,300.14649
1208,Soul Asylum,Misery,rock,114.089,264.51546
1209,Televise,Underwater,electronic,119.979,318.53669
1210,Apocalyptica ,Seemann,rock,140.101,239.882
1211,Triple Fast Action,If,pop,80.606,272.79628
1212,Dead Sexy Inc,Afterhours,hip-hop,130.002,209.81506
1213,Fastway,Stand Up,alternative,98.811,244.4273
1214,Heart,Heartless,hip-hop,87.297,300.32934
1215,Leningrad Cowoys,What Is Love,pop,87.99,199.47057
1216,Catz n\xc2\x4Dogz,Searching,rock,83.362,560.5873
1217,Margie Joseph,My Love,classical,77.635,223.45098
1218,Gossip,Yr Mangled Heart,pop,121.998,430.23628
1219,Charlie Mars,The Only One,alternative,193.97,226.84689
1220,Destroyer,Rose, My Rocket-Brain!,66.79,207.64689
1221,Powerman 5000,Good Times Roll,electronic,87.35,239.3073
1222,Harry J Allstars,All Day,folk,120.834,166.47791
1223,Company Flow,Silence,electronic,181.667,212.89751
1224,Killah Priest,Be Careful,hip-hop,63.273,192.05179
1225,George Benson,Body Talk,electronic,218.284,560.40444
1226,Caesars,Waking Up,rock,138.865,220.44689
1227,Thierry Cham,Ocean,alternative,90.004,238.65424
1228,Panpipes,Under Pressure,rock,112.982,232.56771
1229,Boney M.,Dizzy,rock,113.077,207.72526
1230,Trick & Kuic feat. Valeska,Easy,folk,124.079,209.29261
1231,Jackie Gleason,Our Love,pop,76.357,156.52526
1232,The Giant Leap,Alive,alternative,141.884,252.02893
1233,Saotage,Wild Child,folk,140.005,239.15057
1234,Jodeci,Stay,classical,129.936,314.25261
1235,Shania Twain,Love Gets Me Every Time,rock,122.98,213.31546
1236,The Tamperer feat. Maya,Feel It,electronic,124.972,188.08118
1237,Michael Penn,Cover Up,pop,79.622,170.73587
1238,Cristian Varela,Metropolis,electronic,135.025,352.49587
1239,Die! Die! Die!,Out of the Blue,electronic,199.47,193.72363
1240,CALLA,Televised,rock,157.045,382.30159
1241,Totally Insane,Follow Me,rock,166.247,296.72444
1242,Ra,Sanctuary,electronic,73.311,428.72118
1243,High Contrast,Savoir Faire,alternative,43.249,374.5171
1244,Korn,A.D.I.D.A.S.,jazz,112.528,153.28608
1245,LazyTown,Colours,electronic,168.028,113.18812
1246,Bad Boy Bill,Do What U Like,pop,114.991,149.83791
1247,Sparta,Air,indie,149.116,237.16526
1248,LORE,Angel,electronic,143.982,200.28036
1249,Ralph Sliwinski,Hypnotized,electronic,99.984,193.72363
1250,Modus,Fiesta,folk,131.56,452.28363
1251,Yanni,You Only Live Once,rock,114.011,439.61424
1252,James Ingram,Someone Like You,jazz,160.05,264.202
1253,Studeaker John & The Hawks,Everyday,jazz,104.052,239.41179
1254,The Cranerries,Salvation,alternative,169.224,144.09098
1255,Exmortem,Salvation,alternative,143.25,211.3824
1256,Kirk Whalum,In This Life,electronic,44.533,217.99138
1257,Seamus Haji feat. Def E,Changes,rock,126.931,478.95465
1258,Free Kitten,Sway,pop,118.774,231.00036
1259,Flo & Eddie,Hot, Hot Heat - No,130.463,206.13179
1260,Fixer,Home Again,rock,159.999,244.16608
1261,kollEktiv,Rose, My Rocket-Brain!,137.826,222.82404
1262,Midnight Oil,Home,folk,118.732,269.19138
1263,Lord Melody,New York, New York,147.369,221.98812
1264,Sunset Project,Summer,rock,120.01,169.76934
1265,Sheryl Crow,Leaving Las Vegas,folk,161.716,309.18485
1266,Redshape,Steam,folk,125.056,400.69179
1267,Christian Castro,Silencio,folk,137.946,263.99302
1268,Ferry Corsten And Shelley Harland,Holding On,jazz,86.994,227.21261
1269,Technasia,Hold Me,blues,128.04,579.47383
1270,Trentem\xc3\x8ller,Sunstroke,electronic,124.075,504.18893
1271,Wolfsheim,Now I Fall,electronic,125.974,212.1922
1272,Melanie C,Fragile,classical,120.222,241.6322
1273,Commercial Clu Crew,La Isla Bonita,electronic,129.989,381.46567
1274,Skyedance,Dizzy,rock,144.005,224.86159
1275,Filo & Peri,Elevation,electronic,140.101,306.59873
1276,The Clientele,Rain,electronic,117.571,154.48771
1277,The Young Gods,Freedom,hip-hop,191.754,242.99057
1278,Cold Blue,Paradise,electronic,137.955,478.09261
1279,Blue Rodeo,Try,folk,81.209,247.24853
1280,Sarina Setlur,Freisein,pop,119.987,269.16526
1281,Jill Scott,Try,folk,87.139,607.7122
1282,Tiefschwarz,Keep On,alternative,125.023,455.99302
1283,The Honorary Title,Winter Wonderland,electronic,128.569,123.95057
1284,Alan Hawkshaw,Voyager,electronic,172.264,368.77016
1285,Black Uhuru,Darkness,rock,179.677,440.11057
1286,Shawn McDonald,Here I Am,pop,107.959,316.21179
1287,Bad Wizard,So Bad,rock,160.894,198.60853
1288,Valery,One Day,pop,135.087,311.50975
1289,Kid Massive feat. Roert Owens,Another Day,electronic,126.98,405.52444
1290,1910 Fruitgum Company,Simon Says,hip-hop,136.274,148.37506
1291,The Jesus And Mary Chain,Come On,folk,89.744,197.3024
1292,Mariah Carey,We Belong Together,pop,139.988,202.03057
1293,Freestylers,Losing You,alternative,86.009,362.39628
1294,Chris Christian,Clap Your Hands,electronic,93.597,207.04608
1295,The Nolan Sisters,Your Song,pop,116.646,266.55302
1296,Outhere Brothers,Shake It,folk,127.99,413.49179
1297,Cliff Eidelman,Awakening,folk,75.252,245.21098
1298,Samael,Rain,electronic,120.192,240.45669
1299,Willie Kent,Check It Out,hip-hop,121.793,303.56853
1300,Chipmunk Feat. Loick Essien,Beast,pop,111.203,234.26567
1301,The Headhunter,Feel It,electronic,85.086,384.28689
1302,Natasha Bedingfield,These Words,pop,97.005,255.39873
1303,Government Warning,Enough Is Enough,folk,94.901,210.57261
1304,Melody Clu,Do You Wanna Dance,pop,125.017,178.442
1305,Straws,Flying,electronic,117.69,293.58975
1306,Pendulum,Watercolour,rock,173.883,304.79628
1307,Sugaaes,Girls,rock,121.984,419.65669
1308,DJ Aligator Project,Mosquito,pop,139.986,229.98159
1309,Joe Cocker,Two Wrongs,hip-hop,118.003,244.27057
1310,Septemer,Good Times,rock,130.001,220.76036
1311,Frankie Ford,Basin Street Blues,electronic,101.428,122.87955
1312,Skepta,Bad Boy,hip-hop,93.426,184.63302
1313,Alexis Korners Blues Incorporated,Money Honey,pop,120.427,171.25832
1314,Graham Coxon,The Fear,electronic,87.395,182.04689
1315,Jesse Lee Davis,Shine,alternative,96.863,252.02893
1316,Dio,Evilution,electronic,179.927,336.8224
1317,Mix Mo,Hang On,alternative,92.285,260.362
1318,Magazine,Parade,pop,95.773,392.88118
1319,Baylon Boms,Fade Away,folk,219.685,5.56363
1320,Satellite,Pain,jazz,146.254,236.17261
1321,The Flies,High,alternative,115.055,168.51546
1322,Devon Russell,Give Me Your Love,pop,88.484,278.69995
1323,The Monroes,Wish You Were Here,hip-hop,99.814,232.69832
1324,Simon & Garfunkel,America,folk,89.412,212.94975
1325,New Order,I Told You So,country,95.998,357.69424
1326,Vanilla Pod,Rewind,rock,117.118,174.41914
1327,Jack Endino,Reach,pop,160.108,284.76036
1328,Diana Ross,The Man I Love,folk,80.65,146.85995
1329,Collage,I Feel Love,rock,125.287,176.43057
1330,Earl Gaines,You Belong To Me,indie,144.485,141.89669
1331,Hess Is More,Candy,rock,101.815,102.00771
1332,Busta Rhymes ,Sugar,electronic,121.994,244.71465
1333,Richard Smith,First Kiss,country,96.21,256.65261
1334,The Creatures,New York, New York,117.553,286.95465
1335,Flyleaf,Again,pop,156.018,184.89424
1336,Stephan Eicher,This City,hip-hop,92.882,178.1024
1337,Bay Washington,Leave Me Alone,rock,119.898,141.40036
1338,Ziggy Marley And The Melody Makers,Generation,hip-hop,148.405,255.89506
1339,Sandy Posey,My Happiness,rock,110.082,145.50159
1340,John Roinson Feat. Lewis Parker,A Place Called Home,alternative,186.194,228.28363
1341,Patto,I Need You,rock,138.908,207.43791
1342,Kary Ng,Control,pop,119.982,206.39302
1343,Manna,Stars,alternative,108.305,187.6371
1344,John Wesley Ryles,Tell It Like It Is,rock,97.696,166.19057
1345,The Zomies,Woman,folk,84.361,193.56689
1346,Aceyalone,Heaven,electronic,90.016,218.95791
1347,Zinc,Anything,pop,151.436,240.90077
1348,Denise Jannah,Fragile,classical,61.664,389.32853
1349,Annie Lennox,Sing,pop,125.967,259.13424
1350,Chris von Sneidern,Sorry,electronic,91.345,312.00608
1351,Eddie Kirkland,The Devil,alternative,120.345,253.17832
1352,Tori Amos,New Age,pop,150.02,276.94975
1353,Beth Orton;Will Blanchard;Sean Read;Ted Barnes;Fray Smith,Bullet,electronic,149.678,278.04689
1354,Murder By Death,The Day,rock,189.368,212.6624
1355,Ted Nugent,Painkiller,rock,197.754,362.60526
1356,Ms. Dynamite,Brother,electronic,96.164,212.81914
1357,Josh Canova,Sunday,alternative,151.039,159.7122
1358,Renegade Hit Makers,I Wanna Be With You,hip-hop,151.996,237.16526
1359,Carla,Thank You,rock,139.157,299.02322
1360,Calvin Harris,Colours,electronic,126.908,501.4722
1361,Cherish,Amnesia,folk,119.917,223.50322
1362,Amy Ray,Cold Shoulder,jazz,148.331,175.93424
1363,The Bad Plus,Smells Like Teen Spirit,alternative,105.688,357.14567
1364,Stan Whitmire,Someday,indie,88.147,244.45342
1365,Stroke 9,Down,alternative,143.155,263.26159
1366,Slave,Bad Girl,electronic,125.558,367.98649
1367,Jealous Guys,Mr. Brightside,alternative,134.059,508.08118
1368,Dan Bern,I Need You,rock,105.418,256.86159
1369,Four Piece Suit,Finally,pop,108.244,119.40526
1370,Sean Deason,Confusion,alternative,125.58,438.33424
1371,Johnny Logan,Stay,classical,130.833,220.13342
1372,Cy Young,Feel It,electronic,94.782,218.27873
1373,Bill Blacks Como,The Wheel,alternative,140.155,141.42649
1374,Hipone Slim & The Knee-Tremlers,Close My Eyes,rock,101.869,136.6722
1375,Tok Tok Tok,Vertigo,electronic,100.125,207.22893
1376,Pulic Image Ltd,Cruel,pop,120.502,318.6673
1377,Mildred Bailey,Georgia On My Mind,rock,75.922,234.86649
1378,Miguel Migs,Get Down,electronic,126.0,311.74485
1379,Marla Glen,Child,indie,85.333,245.78567
1380,Styrofoam,Make It Mine,alternative,168.004,554.94485
1381,Natalie Gauci,Without You,rock,126.926,249.3122
1382,Raw Power,We Shall Overcome,country,169.835,130.61179
1383,Chris Christian,The Chase,rock,123.984,218.87955
1384,Why?,Good Friday,alternative,147.94,231.78404
1385,Justin Timerlake,What Goes Around...Comes Around,pop,132.009,527.0722
1386,Armitage Shanks,Dust,electronic,183.347,110.00118
1387,Nelly ,Ride Wit Me,hip-hop,101.852,291.83955
1388,Ginger Rodgers & Fred Astaire,Night and Day,electronic,78.843,270.81098
1389,Down By Law,Surrender,electronic,166.369,215.95383
1390,Propaganda,Femme Fatale,jazz,93.632,201.61261
1391,Beautiful Sin,Take Me Home,pop,90.01,216.63302
1392,Derek Howell,Dark Horse,folk,126.023,504.71138
1393,Molemen,Falling,rock,167.598,185.05098
1394,Netzwerk,Memories,electronic,134.086,473.10322
1395,Cud,Stay,classical,112.488,257.93261
1396,KC & The Sunshine Band,Do You Wanna Go Party,pop,122.501,444.73424
1397,Echoes The Fall,Dirty Water,rock,122.051,245.44608
1398,The Heavy,Sixteen,folk,87.457,182.15138
1399,Michael Stanley Band,Love Hurts,folk,125.892,218.46159
1400,Thirst,Get It On,blues,85.007,136.04526
1401,Lee Ann Womack ,I Hope You Dance,pop,151.185,294.50404
1402,Side Effect,Scars,electronic,86.015,196.15302
1403,2 Viez,I Believe,jazz,140.216,185.15546
1404,The Electric Soft Parade,So Much Love,rock,112.466,103.83628
1405,Clinic,Tomorrow,rock,100.58,211.93098
1406,Michael J Sheehy,Swing Low,pop,135.892,242.25914
1407,Rachel Brooks,I Will Follow,electronic,85.295,315.24526
1408,Stereo Palma,Dreaming,alternative,85.322,194.97751
1409,Gwen Stefani,Wind It Up,rock,120.025,191.11138
1410,Saint,New Day,hip-hop,139.12,301.50485
1411,Ane Brun,Falling Down,rock,150.186,173.58322
1412,Ya Boy,Right Here, Right Now,168.129,245.73342
1413,Fatturger,Work To Do,rock,99.998,256.49587
1414,Helena Noguerra ,Changes,rock,172.282,203.44118
1415,Funky Green Dogs,Rise Up,electronic,86.673,476.23791
1416,Brian Culertson,Jingle Bells,electronic,95.281,251.48036
1417,The Divine Comedy,Something for the Weekend,electronic,128.019,260.20526
1418,Clues,Perfect Fit,jazz,148.59,205.322
1419,Desireless,Animal,rock,130.033,287.242
1420,NYC Peech Boys,Stay With Me,pop,122.229,566.46485
1421,Der Blutharsch,Untitled,alternative,71.244,141.26975
1422,Born Jamericans,Superstar,hip-hop,85.796,271.69914
1423,Johnnie Ray,Cry,electronic,70.676,179.3824
1424,Anti-Social Music ,Dreams,alternative,85.82,250.46159
1425,Janice Grace,The Only One,alternative,134.034,212.16608
1426,Heart,Never,electronic,96.269,246.43873
1427,Carol Duoc,Use Me,pop,158.169,200.6722
1428,Jaded Heart,Only Human,rock,80.046,321.88036
1429,Bing Crosy,White Christmas,pop,99.07,184.68526
1430,Bow Wow & Omarion,Listen,folk,109.227,297.92608
1431,At Vance,Only Human,rock,84.999,314.95791
1432,The Beloved,With You,hip-hop,124.667,267.78077
1433,Xavier Rudd,Shiver,folk,83.927,447.92118
1434,Manticora,Freakshow,alternative,131.788,293.56363
1435,Unseen,What Are We Waiting For,blues,172.003,154.53995
1436,Karma To Burn,7,rock,125.064,280.42404
1437,Rez Band,Walk Away,rock,120.552,294.53016
1438,Boney M.,Future World,rock,199.282,229.90322
1439,Missill,Scream,hip-hop,91.285,238.86322
1440,The Cure,Cut Here,alternative,90.024,250.61832
1441,Crystal Fighters,Xtatic Truth,folk,151.008,217.88689
1442,Brendan Benson,Misery,rock,123.998,232.69832
1443,Splash,Freedom,hip-hop,103.143,258.01098
1444,Slut,Only You,alternative,102.964,205.76608
1445,Good Riddance,Tell Me Why,pop,157.039,150.33424
1446,Queen Omega,Power,hip-hop,161.973,243.53914
1447,Orange Bud,Get Down,electronic,126.002,320.36526
1448,Glenn Miller Orchestra,Have Yourself a Merry Little Christmas,folk,75.007,235.83302
1449,Edgar Winters White Trash,Back In The U.S.A.,folk,186.904,352.60036
1450,Grave Plott,My Life,hip-hop,94.077,231.67955
1451,Crash!,Ready,hip-hop,99.951,67.52608
1452,Dj Hush,Show Me Love,pop,85.339,412.81261
1453,J\xc3\x3nsi & Alex,Happiness,rock,137.949,560.61342
1454,Pale Forest,Stigmata,electronic,112.636,312.63302
1455,S Clu 7,Cross My Heart,hip-hop,165.233,213.44608
1456,Electrosoul System,With You,hip-hop,170.047,380.47302
1457,Swing Out Sister,Breakout,electronic,113.088,349.02159
1458,Akela,100,hip-hop,130.04,269.84444
1459,Low,Monkey,rock,116.498,259.89179
1460,Amy Allison,Everyday Is Like Sunday,rock,125.435,192.73098
1461,Simon Patterson,Always,alternative,172.538,514.19383
1462,Ella Fitzgerald,Let Yourself Go, Let Myself Go,158.318,135.94077
1463,Phil Collins,If Leaving Me Is Easy,jazz,115.657,294.60853
1464,Puya,Keep It Simple,jazz,167.917,300.38159
1465,Charlotte Perrelli,Bullet,electronic,135.04,221.28281
