ID, Artist, Song, Genre, Tempo, Duration
985,Black Saath,Breakout,electronic,113.409,155.0624
986,Jes,Imagination,electronic,135.046,443.34975
987,The Statler Brothers,White Christmas,pop,99.66,140.69506
988,The Super Friendz,Little Things,pop,124.594,178.1024
989,The Kings,Who Do You Love,electronic,100.65,191.21587
990,Groove Coverage,Runaway,folk,140.028,300.40771
991,Dr. Dre ,Still D.R.E.,hip-hop,93.366,270.602
992,Kierra Sheard,Sweetest Thing,electronic,90.922,307.04281
993,Big Rich,Fastlane,jazz,74.971,235.17995
994,Lights of Euphoria,Resurrection,alternative,137.833,218.8273
995,Ace Moreland,Birds of a Feather,alternative,91.399,332.12036
996,Giovanni,Always,alternative,96.02,288.02567
997,Ray Conniff & His Orchestra,The Way You Look Tonight,rock,122.18,188.39465
998,Silje Nergaard,Let There Be Love,rock,133.907,196.5971
999,Agnostic Front,Rock Star,hip-hop,116.438,94.6673
1000,Etienne De Cr\xc3\xa9cy,Punk,electronic,125.013,426.97098
1001,Anna Domino,This Time,rock,100.418,342.72608
1002,Hughes Turner Project,Fade Away,folk,138.589,415.4771
1003,Angus & Julia Stone,Hush,jazz,158.094,262.16444
1004,Sounds Like Violence,Nothing,pop,142.669,191.84281
1005,Samuel Flynn Scott,The Hunt,rock,101.987,209.8673
1006,Christophe Goze,Manana,pop,113.986,229.35465
1007,Fragma,Toca Me,electronic,135.015,198.1122
1008,Lee Greenwood,The Christmas Song,rock,171.37,357.3024
1009,Kasaian,Empire,alternative,127.358,181.89016
1010,Sandy Vee,Secret Love,country,128.004,464.97914
1011,The Boomtown Rats,Hard Times,electronic,140.495,233.56036
1012,Bumpus,Why,rock,146.387,304.97914
1013,Steve Vai,Fire,hip-hop,163.692,363.36281
1014,The Salsoul Orchestra,Runaway,folk,220.495,285.98812
1015,Women In Docs,Fade Away,folk,101.039,223.9473
1016,J2K,Step,alternative,89.375,218.25261
1017,James Taylor,Everyday,jazz,101.967,197.11955
1018,Jan Wayne,Hello,jazz,127.968,381.28281
1019,Messer Chups,Crash,electronic,168.473,130.53342
1020,Spooky Tooth,Evil Woman,rock,142.646,545.74975
1021,Jorn,Big,electronic,191.639,219.6371
1022,Joe Sample ,No Regrets,alternative,68.195,181.65506
1023,Ytheand,Believe,folk,88.121,259.60444
1024,Tito Puente,China,jazz,88.384,295.05261
1025,68 Comeack,The Wall,electronic,104.04,167.73179
1026,David Byrne,Super Natural,pop,118.589,176.90077
1027,Flanders,By My Side,rock,129.99,203.59791
1028,Royn Ludwick,El Dorado,rock,130.834,220.76036
1029,Lil Keke_ H.A.W.K.,Famous,hip-hop,91.046,235.02322
1030,Boston,The Journey,folk,85.606,104.09751
1031,Yungchen Lhamo,Sky,electronic,116.369,348.23791
1032,On Trial,Believe,folk,129.546,208.84853
1033,Sarah Connor,French Kissing,pop,90.076,215.17016
1034,Grayson Capps,Mermaid,alternative,132.684,236.59057
1035,88 Fingers Louie,In Your Eyes,folk,119.708,38.16444
1036,N Sync,Girlfriend,pop,125.327,217.7824
1037,Brad Mehldau,50 Ways To Leave Your Lover,rock,233.241,510.24934
1038,Charlatans,Murder,alternative,121.049,196.91057
1039,N-Duz,I Need You,rock,144.99,131.52608
1040,Spencer & Hill,I Want You,jazz,0.0,393.06404
1041,Nana Kitade,Femme Fatale,jazz,139.068,294.53016
1042,Des Peres,Dynamite,rock,120.021,261.11955
1043,Areid Adelt!,Death Disco,indie,219.644,157.33506
1044,Jamiroquai,Love Foolosophy,jazz,129.013,225.88036
1045,The Flying Pickets,Psycho Killer,alternative,122.516,274.07628
1046,Amil,Get Down,electronic,90.894,269.19138
1047,B.Bumle And The Stingers,Caravan,indie,168.39,157.30893
1048,The Smashing Pumpkins,Rocket,alternative,115.938,246.93506
1049,Augustana,Fire,hip-hop,96.904,151.48363
1050,The Kingsmen,Walk With Me,country,64.522,137.1424
1051,The God Awfuls,Calling,rock,196.865,186.43546
1052,Tim Hughes,Dance,pop,145.962,268.2771
1053,Redshift,Halo,rock,120.001,861.04771
1054,Richi M.,Wake Me Up,classical,136.826,590.00118
1055,Funkstar De Luxe,Ignition,hip-hop,115.003,248.5024
1056,Stevie B,Pretty Girls,pop,123.655,237.37424
1057,Johnny Cash,There You Go,pop,194.35,140.45995
1058,Sad Lovers & Giants,Imagination,electronic,107.908,383.05914
1059,The Youngloods,Euphoria,hip-hop,132.347,135.78404
1060,Artist,Tonight, Tonight,83.935,187.89832
1061,Ron White,Michael Jackson,pop,85.525,113.99791
1062,Judith Owen,Extraordinary,electronic,157.501,229.19791
1063,Damien Leith,The Christmas Song,rock,70.885,201.63873
1064,Der Blutharsch,Untitled,alternative,93.164,230.922
1065,The Misfits,Halloween II,alternative,83.953,133.27628
1066,Matt Belsante,Witchcraft,rock,116.345,195.29098
1067,Neal Schon,Why,rock,90.96,295.47057
1068,Friends Of Dean Martinez,Summertime,pop,146.667,378.22649
1069,Misconduct,Falling,rock,148.374,78.88934
1070,All-Star United,Angels,rock,129.561,180.94975
1071,Lizz Wright,Coming Home,classical,132.432,285.54404
1072,The Lullay Orchestra,Yesterday,folk,82.287,147.35628
1073,Al Stewart,Mona Lisa,electronic,104.974,265.69098
1074,Sizzla,Oh Girl,rock,91.734,199.99302
1075,Kate Havnevik,New Day,hip-hop,90.672,462.81098
1076,Rin,This Feeling,jazz,124.016,400.22159
1077,Native Nod,Runner,rock,145.731,195.082
1078,Glow,Borderline,electronic,94.789,334.8371
1079,Tony Orlando & Dawn,Carmen,electronic,121.922,180.50567
1080,Erykah Badu,Think Twice,electronic,88.976,182.04689
1081,Madness,Dust Devil,pop,90.998,311.45751
1082,Tomash Gee,Bad, Bad Leroy Brown,146.999,373.75955
1083,Emotional Horizons feat. Stine Grove,Beautiful,hip-hop,0.0,410.01751
1084,Akercocke,Hell,indie,112.513,259.81342
1085,Aaron Carter,Real Good Time,rock,87.995,194.87302
1086,Jonas Brothers,Paranoid,hip-hop,127.839,413.04771
1087,Kasey Chamers,Lonely,pop,107.084,208.01261
1088,Billy Fury,Alright,jazz,114.544,148.03546
1089,HELLBILLYS,Blast Off,electronic,123.728,144.87465
1090,30 Seconds To Mars,Hunter,pop,106.525,234.73587
1091,New Generation Superstars,Set You Free,electronic,149.871,233.01179
1092,Freemasons,If,pop,127.972,461.322
1093,Sir Charles Jones,Friday,pop,91.998,241.10975
1094,Alice Smith,Dream,hip-hop,133.786,268.64281
1095,Hack Mack Jackson,Coming Home,classical,0.0,179.25179
1096,George Lopez,Dogs,folk,75.114,297.22077
1097,12 Stones,Adrenaline,electronic,170.076,200.9073
1098,Quincy Jones,Exodus,electronic,109.86,204.82567
1099,Armin van Buuren,Broken Tonight,pop,130.981,362.89261
1100,Sarah McLachlan,Adia,pop,77.868,244.6624
1101,Antheya,High,alternative,137.901,477.09995
1102,Dreamcatcher,Against All Odds,hip-hop,118.803,420.04853
1103,Mason Ruffner,Let Me Down Easy,pop,98.998,231.13098
1104,Broken Time Orchestra Feat. Bryan Chamers,Paradise,electronic,122.701,391.05261
1105,Kiss,Domino,pop,91.413,240.45669
1106,Spor,Knock You Down,pop,140.047,281.10322
1107,Delays,Valentine,electronic,83.989,373.13261
1108,Corin Bleu,Champion,hip-hop,84.413,222.53669
1109,Puller,These Days,pop,156.45,284.9171
1110,Deportees,People Like Us,rock,153.17,150.09914
1111,The Angelic Gospel Singers & The Dixie Hummingirds,One Day,pop,90.839,139.15383
1112,Janet Jackson,Again,pop,129.542,227.082
1113,Barara Morrison with Johnny Otis and His Band,Misery,rock,101.992,256.28689
1114,The Gonads,Conquest,rock,179.372,217.10322
1115,Francois Duois,I Try,pop,124.015,489.11628
1116,Patti LaBelle,Lady Marmalade,rock,121.874,352.31302
1117,The London Pops Orchestra,Smile,jazz,67.6,204.2771
1118,Ke$ha,TiK ToK,pop,127.072,308.89751
1119,Black Child,The Prayer,rock,165.737,218.64444
1120,Moonspell,Sacred,electronic,120.064,313.46893
1121,Lamda,Hold On Tight,rock,128.07,180.79302
1122,Reks,What You Need,rock,88.027,489.76934
1123,Velvet Chain,Emily,rock,119.752,294.50404
1124,Thin Lizzy,The Rocker,rock,143.465,159.42485
1125,Nitty Gritty Dirt Band,She,folk,140.926,326.29506
1126,Justin Timerlake,What Goes Around...Comes Around,pop,127.952,254.1971
1127,Henree,The Only One,alternative,125.802,234.73587
1128,Heaven Shall Burn,The Fallen,rock,177.961,291.26485
1129,Rita Eriksen & Dolores Keane,Moorlough Shore,folk,124.716,383.39873
1130,Jimmy Nail,Love,folk,87.028,241.26649
1131,Moon Mullican,Mona Lisa,electronic,74.6,170.52689
1132,The Osmonds,Friends,alternative,117.187,263.73179
1133,Sworn Enemy,Pain,jazz,171.344,244.40118
1134,Heart,Make Me,pop,116.895,215.06567
1135,Hot Chip,No, No,146.035,182.15138
1136,Iso H,Vertigo,electronic,175.123,213.2371
1137,Harry Dioula,Rendez-Vous,electronic,167.952,249.88689
1138,Grant-Lee Phillips,Violet,rock,75.537,164.07465
1139,Snow Patrol,Wow,folk,143.038,242.05016
1140,Eminem,Paul,rock,120.765,13.58322
1141,The Pierces,Save Me,alternative,161.883,238.23628
1142,Somerville_ Jimmy,Alright,jazz,128.919,268.06812
1143,Jedi Mind Tricks,Animal Rap,hip-hop,92.877,219.19302
1144,Christian Smith & John Selway,Move,indie,135.109,502.93506
1145,Diecast,Never Forget,pop,86.18,192.78322
1146,Doro,Hard Times,electronic,136.77,218.38322
1147,Corpus Delicti,Broken,rock,144.072,271.33342
1148,Dam Funk,Mirrors,pop,101.862,199.05261
1149,Jeff Buckley,Grace,rock,130.141,367.01995
1150,New London Fire,Different,hip-hop,138.059,263.54893
1151,Sugar Aloes,Reflection,rock,163.987,379.402
1152,Lita Ford & Ozzy Osorne,Close My Eyes Forever,rock,130.643,282.46159
1153,Celtic Woman,Someday,indie,165.509,260.30975
1154,3 Colours Red,Beautiful Day,electronic,129.071,258.7424
1155,Rock City Morgue,Burn,hip-hop,150.453,182.54322
1156,Alex,What If,country,147.871,250.69669
1157,Jackson 5,The Christmas Song,rock,65.0,172.17261
1158,Pignoise,Animal,rock,149.977,220.26404
1159,Roy Ayers,Hot, Hot Heat - No,120.96,311.2224
1160,Helen Love,Shifty Disco Girl,indie,95.575,185.36444
1161,Justin,Show Me,hip-hop,104.71,203.2322
1162,Vandall,On My Mind,rock,144.022,209.99791
1163,Ativin,Underwater,electronic,124.784,209.8673
1164,H & Claire,All I Want Is You,electronic,121.907,238.49751
1165,Lowrider,Cool,rock,127.867,346.80118
1166,Crystal Fighters,Xtatic Truth,folk,94.343,216.97261
1167,Aloha,Take Me Home,pop,163.995,285.17832
1168,Rhian Sheehan,Untitled,alternative,83.412,38.922
1169,Dogwood,Sanctuary,electronic,133.092,137.87383
1170,Imagination,Sunshine,hip-hop,156.341,197.45914
1171,Roie Williams,No Regrets,alternative,101.829,310.64771
1172,Michal,Stay With Me,pop,149.897,217.39057
1173,Royal Bule Orchestra,Too Bad, So Sad,94.055,184.81587
1174,Sexton Blake,Evil Woman,rock,112.727,290.16771
1175,The Killers,When You Were Young,alternative,130.065,269.76608
1176,Usher,Moving Mountains,rock,126.955,309.83791
1177,Darren Styles,Save Me,alternative,84.987,252.89098
1178,Phil York,Evolution,rock,146.02,507.29751
1179,Mars Ill,Saturday Night Special,rock,69.313,287.55546
1180,More Fire Crew,Denial,pop,69.441,266.13506
1181,Dyed Emotions,If You Leave,alternative,130.01,263.60118
1182,Cat Power,Great Expectations,rock,90.298,259.76118
1183,Russ Ballard,Voices,classical,185.336,334.81098
1184,Andrew Gold,Lonely Boy,rock,122.821,261.32853
1185,Ashanti,Love Again,indie,83.837,248.55465
1186,Dany Brillant,My Way,electronic,95.976,277.05424
1187,Herstrock,Halt mich,rock,99.995,203.4673
1188,G4,Beautiful,hip-hop,70.4,209.44934
1189,Daniel Heatcliff,Phoenix,alternative,130.02,486.50404
1190,PIONEER 10,Live Forever,electronic,139.253,262.16444
1191,Love Affair,Everlasting Love,rock,120.691,174.28853
1192,Preluders,Losing My Religion,rock,126.491,261.66812
1193,Jorge Salan,Faith,rock,128.379,319.45098
1194,OMD,Enola Gay,alternative,143.135,302.57587
1195,Sonny Rollins,Denial,pop,137.418,341.9424
1196,Phil Vassar,This Is My Life,pop,94.007,217.28608
1197,Milk Inc,The Race,electronic,140.014,366.81098
1198,Peter Sommer,Karma,pop,133.984,301.53098
1199,Frank Sinatra,Dream,hip-hop,64.675,181.49832
1200,opm,Interlude,rock,102.083,25.41669
1201,W & D,Sunrise,folk,114.997,859.29751
1202,Spade Cooley,Lover, Please Stay (live),172.612,108.87791
1203,The Berzerker,Humanity,electronic,86.5,105.45587
1204,The Dreamtree Project,Bliss,jazz,134.291,798.1971
1205,Kate Bush,Wow,folk,125.211,240.8224
1206,Ledisi,Upside Down,jazz,98.054,250.90567
1207,James Taylor,Only One,folk,109.131,260.33587
1208,Mazell,Bad Boy,hip-hop,144.974,398.62812
1209,Bens Brother,Interlude,rock,96.445,181.18485
1210,Cyrus Chestnut,Lean on Me,pop,77.791,238.86322
1211,Sister Sledge,As,rock,114.313,296.4371
1212,Floetry,Waiting In Vain,rock,80.148,226.40281
1213,Trespassers William,Sparrow,rock,98.517,313.25995
1214,Kendi,Final Countdown,alternative,115.936,218.22649
1215,Devanic,I Am,pop,87.044,336.06485
1216,K-Rino,Amnesia,folk,144.107,280.86812
1217,Converge,Deep Inside,electronic,152.775,407.03955
1218,Meaghan Martin,Magic,rock,113.007,248.86812
1219,The Plimsouls,I Want You Back,pop,123.452,147.9571
1220,Avantasia,Wastelands,pop,145.974,283.50649
1221,Boney M.,Give It Up,hip-hop,118.96,238.23628
1222,Edwin Yearwood,Fireman,indie,141.011,267.51955
1223,Kidz Bop Kids,One Thing,pop,151.936,226.92526
1224,Loney_ Dear,Untitled,alternative,144.896,74.55302
1225,Poundhound,Love,folk,135.813,213.52444
1226,LL Cool J ,What You Want,folk,50.51,264.48934
1227,Anti-Nowhere League,Runaway,folk,137.67,172.09424
1228,Demolition Hammer,Mongoloid,electronic,126.285,216.08444
1229,88 Fingers Louie,Go Away,rock,177.164,137.50812
1230,Stephanie Smith,Heart Attack,pop,136.846,226.01098
1231,The Cardigans,Rise & Shine,rock,161.994,211.35628
1232,Sara Hendrix,Always,alternative,144.009,247.82322
1233,Greg Weeks,Borderline,electronic,65.918,217.25995
1234,Rex Smith,Camouflage,electronic,122.966,199.70567
1235,Sophie Zelmani,Ready,hip-hop,108.627,222.40608
1236,Dirty South,Get Down,electronic,57.515,225.51465
1237,La Rocca,Control,pop,117.483,187.402
1238,Beherit,Witchcraft,rock,133.954,192.13016
1239,Lo-Pro,Not Me, Not I,93.47,174.65424
1240,LITE,This Time,rock,119.046,307.80036
1241,Looking Up,Why,rock,121.603,178.25914
1242,Mariah Carey,Angels Cry,pop,153.634,241.84118
1243,Steve Winwood,Someone Like You,jazz,147.127,278.93506
1244,Bintangs,Murder,alternative,118.261,239.82975
1245,Jean Claude Ades,Help Me,blues,84.652,480.44363
1246,The Plimsouls,Women,rock,162.907,192.13016
1247,Bo Manning,I Love You,electronic,106.65,168.85506
1248,Steve Miller Band,The Joker,folk,165.441,263.96689
1249,Shapeshifters,Chime,electronic,131.996,467.43465
1250,Malcolm X,Resurrection,alternative,198.102,253.80526
1251,Orange,I Gotta Feeling,pop,140.002,338.442
1252,Adeva,Beautiful Love,alternative,94.419,272.50893
1253,Higgins,OK,rock,121.916,225.88036
1254,Wynonie Harris,Love Machine,electronic,162.477,147.22567
1255,Charlotte Martin,Haunted,folk,112.059,218.43546
1256,Jay & The Americans,Tomorrow,rock,86.442,173.58322
1257,1. Futurologischer Congress,Tokyo,indie,164.35,135.41832
1258,Exploited,War,rock,154.952,230.97424
1259,Gianni Togni,Maggie,electronic,120.469,263.60118
1260,Eli Young Band,Home,folk,138.039,223.58159
1261,The Faint,The Geeks Were Right,indie,130.017,291.60444
1262,Udo,Stay,classical,125.047,224.20853
1263,Cartel,Georgia,indie,151.956,234.1873
1264,My Bloody Valentine,All I Need,pop,107.321,187.24526
1265,Al Hiler,Silent Night,alternative,98.73,149.83791
1266,The Sharpshooters,Supersonic,jazz,116.077,158.01424
1267,Me First And The Gimme Gimmes,The Boxer,folk,129.038,169.42975
1268,Guerilla Black,Girlfriend,pop,92.001,284.23791
1269,Discharge,Why,rock,69.776,109.322
1270,Channel X,Ticket,rock,125.004,409.70404
1271,Captain Hollywood Project,All I Want,electronic,109.85,372.27057
1272,Bingo Players,Devotion,electronic,126.055,419.10812
1273,Jeanne Pruett,Love Me,pop,113.384,193.01832
1274,Balligomingo,Marooned,electronic,126.069,303.17669
1275,Doris Day,Secret Love,country,66.234,215.562
1276,USSA,Blue Light,rock,95.031,261.32853
1277,Alison Moyet,Falling,rock,99.089,223.99955
1278,John Digweed,Warung Beach,electronic,125.015,460.79955
1279,Silkworm,Pilot,electronic,153.152,258.11546
1280,Amanda Lear,Follow Me,rock,133.264,233.06404
1281,Damien Leith,Hallelujah,hip-hop,92.519,358.50404
1282,Rick Astley,Nature Boy,alternative,99.985,192.10404
1283,Memento,Dreamcatcher,electronic,128.032,235.67628
1284,Weather Report,Crystal,alternative,115.248,439.35302
1285,Tanita Tikaram,My Love,classical,96.13,241.71057
1286,Big Money,Space,rock,186.027,204.25098
1287,Foreign Beggars,Interlude,rock,166.107,58.61832
1288,Marcos Valle,Escape,pop,203.325,220.73424
1289,t Hof Van Commerce,Chance,rock,159.899,392.09751
1290,Faces,Stay With Me,pop,182.085,279.84934
1291,Kid Sensation,Emergency,electronic,109.049,254.85016
1292,Aynsley Lister,Crazy,alternative,96.364,227.10812
1293,N-Duz,Strong Again,hip-hop,120.041,179.35628
1294,The Foundation,Holla,electronic,95.027,213.91628
1295,The School,All I Wanna Do,folk,107.619,184.18893
1296,Chris Brown,I Love U,pop,66.696,182.22975
1297,Adamski ,Killer,electronic,119.988,336.45669
1298,Grace Overthrone,Stop,hip-hop,126.008,184.13669
1299,Dolly Parton and Vince Gill,I Will Always Love You,pop,66.109,198.86975
1300,Rufus Wainwright,Little Sister,rock,86.908,204.53832
1301,Suterra & Lean,Calling,rock,87.127,348.83873
1302,B2K,Fantasy,folk,203.946,225.01832
1303,Lemonhead,Arrival,classical,125.959,247.01342
1304,Asheru And Blue Black Of The Unspoken Heard,Theme Music,hip-hop,188.346,230.26893
1305,The Four Aces,Tell Me Why,pop,70.854,193.20118
1306,Silence,Murder,alternative,90.02,285.64853
1307,Broadcast,Guardian Angel,electronic,166.809,302.52363
1308,Ken Vandermark,West Coast,electronic,150.981,281.67791
1309,XX Teens,Sun Comes Up,electronic,148.406,245.44608
1310,Guns n Wankers,Raise Your Glass,pop,185.815,173.66159
1311,Painted Thin,Breakdown,pop,169.049,200.80281
1312,The Incurales,Finally,pop,99.139,276.63628
1313,Belinda Bruce,Dream,hip-hop,106.193,337.65832
1314,Accomplice,State of the Nation,alternative,108.475,210.23302
1315,Fanny Grace,Give Me Love,pop,101.446,284.60363
1316,Willie Maon,Got To Have It,electronic,116.515,189.98812
1317,Bee Winans ,Everyday,jazz,144.005,324.93669
1318,Edith Piaf,Ouragan,pop,100.476,137.16853
1319,Chelonis R. Jones,One & One,pop,124.988,422.94812
1320,Low,Tonight, Tonight,78.918,245.26322
1321,Tata Box Inhiitors,Dreams,alternative,134.264,417.17506
1322,Poncho Sanchez ,Morning,pop,215.461,355.05587
1323,The Heart Thros,Gone, Gone,110.608,269.06077
1324,Apocalyptica,Seemann,rock,140.043,282.33098
1325,RyanDan,Always,alternative,111.518,235.12771
1326,Nish,Bliss,jazz,136.947,369.97179
1327,Girls Aloud,The Show,rock,126.578,411.24526
1328,Patric C,Everything Has Changed,pop,198.138,286.4322
1329,Ameix,Slave,rock,142.414,235.44118
1330,Pepi Ginserg,Lately,jazz,96.565,249.05098
1331,YZ,Love,folk,43.991,287.37261
1332,Brainchoke,Crystal Clear,electronic,137.07,87.14404
1333,Slim Whitman,China Doll,alternative,107.584,170.81424
1334,Wolfgang Petry,Winter Wonderland,electronic,120.0,180.32281
1335,Kelis,Milkshake,pop,113.009,181.9424
1336,Alternate States,Confusion,alternative,141.837,549.95546
1337,Stakka Bo,Natural,pop,74.615,292.12689
1338,Super700,The Other Side,alternative,64.101,47.28118
1339,Trout Fishing in America,La La Land,rock,167.86,219.50649
1340,Bucc Rogerz Ft Kool Keith_ Spexxx_ Dul A_ Nate Mezmer,Untitled,alternative,175.99,315.76771
1341,Jade Warrior,Waves,pop,99.377,1412.70159
1342,Johnny Osourne,Turn Me On,folk,91.775,271.5424
1343,Sozonov,Silence,electronic,108.2,430.91546
1344,Clu 8,Whatever You Want,rock,122.924,223.97342
1345,Men Of Standard,Last Time,electronic,134.148,229.38077
1346,Cocoa Tea,100%,alternative,115.862,228.96281
1347,Steve Cole,Come With Me,hip-hop,162.022,321.14893
1348,Level 42,To Be With You Again,jazz,115.068,346.04363
1349,Roert Burian,Vegas,rock,176.133,561.18812
1350,Denver and the Mile High Orchestra,Stand,rock,131.817,418.5073
1351,Groove Coverage,Moonlight Shadow,classical,140.039,172.43383
1352,Gorillaz,White Light,blues,154.873,128.41751
1353,All Girl Summer Fun Band,Everything I Need,rock,139.967,212.84526
1354,Queensr\xc3\xfche,Blood, Tears & Gold,120.23,253.49179
1355,+44,Interlude,rock,126.733,72.33261
1356,Wayne Brady,You and Me,alternative,82.988,221.07383
1357,Nick Sol\xc3\xa9,Never,electronic,120.029,821.002
1358,Roert Shaw,Saturday Night Special,rock,142.499,204.87791
1359,Vikki Carr,Go,rock,68.317,167.36608
1360,Kajagoogoo,Islands,classical,136.677,291.52608
1361,Gentle Giant,Black Cat,pop,90.361,231.31383
1362,Hans Theessink,My Girl,pop,191.215,281.88689
1363,Boy McFerrin,Drive,rock,175.58,236.01587
1364,Tupelo Honey,Because of You,hip-hop,91.028,185.67791
1365,Spiritus Mortis,New Age,pop,145.251,165.09342
1366,Gene Autry,Jingle Bells,electronic,113.352,117.62893
1367,Take It Back!,These Days,pop,135.264,204.90404
1368,Philip Bailey,Silent Night,alternative,160.313,210.93832
1369,Grafton Primary,Change,alternative,126.917,319.7122
1370,Triinu Kivilaan,Be With You,electronic,84.978,220.39465
1371,Iron Cross,Glory, Part II,161.124,125.28281
1372,Sounds Like Violence,Beast,pop,117.835,175.56853
1373,Wagon Cookin,Lua,rock,95.986,466.15465
1374,Yazz,The Only Way Is Up,electronic,125.003,434.18077
1375,Mad Cora,Heartless,hip-hop,48.985,220.83873
1376,Kelly Marie,Rescue Me,hip-hop,140.005,267.80689
1377,Stakka Bo,Here We Go,pop,206.135,238.8371
1378,Gangster Fun,Tyrone,jazz,121.644,169.16853
1379,Agnostic Front,Come Alive,electronic,185.453,122.17424
1380,ESG,Like This,pop,119.878,275.46077
1381,The McGuire Sisters,Give Me Love,pop,228.222,172.61669
1382,Belinda,Never Enough,alternative,116.987,189.70077
1383,Del The Funky Homosapien,Hold Your Hand,pop,90.064,202.4224
1384,Inspiral Carpets,Keep The Circle Around,indie,150.226,230.05995
1385,Enuff Z Nuff,Style,hip-hop,158.795,182.15138
1386,Emir Kusturica & The No Smoking Orchestra,Upside Down,jazz,134.587,341.02812
1387,Vader,The Code,electronic,194.108,144.71791
1388,Bad Company,Rock Steady,folk,102.984,229.58975
1389,PraiseWorkout with Kim Alexis,Closer,indie,122.013,212.03546
1390,Snow Patrol,New Sensation,rock,114.954,214.5171
1391,Tom Petty And The Heartreakers,Surrender,electronic,124.596,191.76444
1392,Kingsury Manx,Let You Down,rock,104.099,250.5922
1393,Alan Singley,Try,folk,154.916,199.49669
1394,Dead Left,The Great Divide,pop,99.49,256.54812
1395,Namnamulu,Guardian Angel,electronic,130.035,331.33669
1396,Nancy Wilson,The Show Goes On,hip-hop,207.115,171.59791
1397,Hundred Reasons,Silver,alternative,177.219,197.79873
1398,Carleen Anderson,Secrets,folk,91.982,275.17342
1399,The Sensational Alex Harvey Band,Delilah,rock,90.689,316.81261
1400,JC,Help Me,blues,139.989,383.86893
1401,Erasure,Sexuality,folk,196.103,233.58649
1402,Optical & Louis Smith,Animal,rock,132.981,298.52689
1403,Pandora,Runaway,folk,121.989,172.12036
1404,Elisa,Femme Fatale,jazz,163.331,280.42404
1405,CoCo Lee,Killing Me Softly With His Song,jazz,100.82,310.54322
1406,Princess Superstar,Another Day,electronic,85.638,216.34567
1407,Dekad,No Regrets,alternative,140.014,244.79302
1408,Superlitio,Sundown,pop,126.146,321.14893
1409,Mac and Taylor,Loose Cannon,alternative,201.98,466.02404
1410,Crumland,Slide,pop,127.96,275.3824
1411,Judy Rodman,Everything Is Beautiful,country,166.185,216.31955
1412,SITD,Hurt,rock,130.011,281.3122
1413,Fotheringay,Restless,alternative,136.871,165.19791
1414,Law,The One,alternative,100.075,241.99791
1415,Clor,Magic Touch,jazz,113.969,220.9171
1416,Calle Kristiansson,Bad Day,rock,139.88,222.51057
1417,Daniel Merriweather,Red,electronic,127.984,219.37587
1418,Natalie Cole,The Gift,rock,115.45,194.53342
1419,Peer G\xc3\xcnt,Bad Girls,jazz,142.541,170.97098
1420,Bette Midler,The Rose,pop,63.973,215.01342
1421,Sugarland,Silent Night,alternative,85.916,202.26567
1422,Vittorio Grigolo ,Finale,electronic,23.613,94.40608
1423,Glenn Jones,I Wonder Why,electronic,91.554,274.41587
1424,Kiss,I Want You,jazz,101.885,186.33098
1425,Franco,Forever,hip-hop,89.984,251.61098
1426,Big Famili,Hot, Hot Heat - No,100.851,225.85424
1427,Azuria,Forgive Me,electronic,140.026,186.14812
1428,The Balanescu Quartet,Mother,folk,102.924,580.67546
1429,Charlie Baker,Rain,electronic,151.969,207.96036
1430,Celly Cel,Ride,electronic,184.864,231.70567
1431,Derniere Volonte,Hymn,rock,100.144,222.04036
1432,Neneh Cherry,Buffalo Stance,electronic,214.441,342.20363
1433,Kimya Dawson,Underground,indie,117.495,234.762
1434,Der Blutharsch,Untitled,alternative,142.881,238.34077
1435,Der Blutharsch,Untitled,alternative,156.193,157.57016
1436,The Rodeo,Cha Cha Cha,hip-hop,130.203,176.97914
1437,Misconduct,Closer,indie,240.322,144.66567
1438,The Elders,Fire in the Hole,electronic,151.726,274.46812
1439,Frozen Plasma,Home,folk,121.981,280.21506
1440,Brooks & Dunn,Indian Summer,electronic,93.993,262.47791
1441,Novy vs. Eniac,Superstar,hip-hop,130.005,225.48853
1442,Tal Farlow,Summertime,pop,76.157,336.14322
1443,Foo Fighters,Come Alive,electronic,139.284,310.59546
1444,Chris Brown,Forever,hip-hop,85.322,389.25016
1445,Kasaian,Empire,alternative,120.079,232.98567
1446,Norah Jones,Broken,rock,107.208,199.83628
1447,Mariano Yanani,When We Dance,classical,85.024,239.22893
1448,Jessie Hill,I Need Your Love,electronic,148.243,148.74077
1449,Giorgio Moroder,Never Ending Story,rock,130.019,313.36444
1450,a1,Same Old Brand New You,pop,106.989,256.23465
1451,Martha & The Vandellas,Quicksand,rock,86.409,165.82485
1452,Atlanta Rhythm Section,Spooky,alternative,106.024,308.03546
1453,Moss,Common Ground,folk,115.091,484.62322
1454,Black Bonzo,Freedom,hip-hop,126.338,200.59383
1455,Chris Brown,Help Me,blues,89.966,197.09342
1456,Allison Moorer,Work To Do,rock,130.304,171.2322
1457,Markus Schulz Vs. Chakra,I Am,pop,135.01,481.59302
1458,Darren Hayes,Heart Attack,pop,100.054,302.36689
1459,Monoral,Let Me In,indie,88.979,268.32934
1460,Special EFX,Hold On,folk,160.102,272.37832
1461,Shy Child,Disconnected,electronic,125.973,283.03628
1462,Sunday Munich,Home,folk,162.555,228.57098
1463,Count Five,Peace of Mind,alternative,140.643,139.72853
1464,Juno Reactor,Mars,electronic,142.835,429.13914
