,title,artist,genre,duration,tempo,timesignature,keysignature,year
1990,Love Machine,Girls Aloud,pop,295.33995,116.00200000000001,4,0,2004
1991,Wake Me Up,Girls Aloud,pop,207.09832,125.04799999999999,4,9,2004
1992,Biology,Girls Aloud,pop,315.37587,139.988,4,11,2005
1993,Put Your Love In Me,Hot Chocolate,pop,341.31546000000003,120.92200000000001,4,1,1977
1994,So You Win Again,Hot Chocolate,pop,268.2771,105.125,4,9,1977
1995,Every 1's A Winner,Hot Chocolate,pop,233.50812000000002,107.758,4,10,1978
1996,Flake,Jack Johnson,pop,267.85913999999997,97.169,4,5,2000
1997,Say You Do,Janet Jackson,pop,408.71137999999996,122.458,4,1,1982
1998,Don't Mess Up This Good Thing,Janet Jackson,pop,233.9522,117.36,4,0,1982
1999,Too Young To Die,Jamiroquai,pop,365.7922,81.375,7,8,1993
2000,Blow Your Mind,Jamiroquai,pop,512.23465,212.184,4,1,1993
2001,Space Cowboy,Jamiroquai,pop,395.44118,74.03,5,1,1994
2002,Wonderful World,James Morrison,pop,208.43057,151.984,4,1,2007
2003,You Make It Real,James Morrison,pop,216.24117999999999,86.865,4,0,2008
2004,Broken Strings,James Morrison-Nelly Furtado,pop,253.72689,111.962,4,1,2008
2005,Smile,Kidda,pop,205.45261000000002,89.025,4,9,2008
2006,The Way I Are,Timbaland-Keri Hilson,pop,214.22975,114.723,4,1,2007
2007,Beat It,Fall Out Boy,pop,156.57751000000002,148.089,4,0,2008
2008,I Want Your Love,Jody Watley,pop,207.93424,127.986,4,11,2006
2009,I'm Gonna Be Alright,Jennifer Lopez,pop,223.50322000000003,73.443,1,1,2001
2010,Whole Lotta History,Girls Aloud,pop,308.89751,140.011,1,6,2005
2011,Something Kinda Ooooh,Girls Aloud,pop,329.84771,126.977,4,0,2006
2012,I Think We're Alone Now,Girls Aloud,pop,222.79791,132.99,4,6,2006
2013,I'll Put You Together Again,Hot Chocolate,pop,233.89995,104.367,3,7,1978
2014,Mindless Boogie,Hot Chocolate,pop,260.20526,112.405,1,10,1979
2015,Are You Getting Enough Of What Makes You Happy,Hot Chocolate,pop,251.68934,115.906,4,4,0
2016,Love Me To Sleep,Hot Chocolate,pop,237.76608,107.656,4,7,1980
2017,Rhythm Divine,Enrique Iglesias,pop,216.55465,124.065,4,0,1999
2018,Taylor,Jack Johnson,pop,240.06485,173.912,4,7,2003
2019,Better Together,Jack Johnson,pop,207.64688999999998,110.245,1,5,2005
2020,If I Had Eyes,Jack Johnson,pop,251.14077000000003,94.844,4,2,2007
2021,You And Your Heart,Jack Johnson,pop,196.20526,107.042,4,2,2010
2022,Footloose,Kenny Loggins,pop,225.72362999999999,86.99700000000001,4,2,1984
2023,What Have You Done For Me Lately,Janet Jackson,pop,212.53179,114.45700000000001,4,11,1986
2024,Nasty,Janet Jackson,pop,243.98322000000002,103.65100000000001,4,1,1986
2025,When I Think Of You,Janet Jackson,pop,235.41506,116.195,4,8,1986
2026,Virtual Insanity,Jamiroquai,pop,340.55791,92.11399999999999,4,3,1996
2027,Please Don't Stop The Rain,James Morrison,pop,236.35546000000002,160.026,4,7,0
2028,Feel Too Good,Kidda,pop,242.52036,201.988,4,6,2008
2029,Stool Pigeon,Kid Creole And The Coconuts,pop,380.70812,108.316,4,5,1982
2030,Caroline Was A Drop-Out,Kid Creole And The Coconuts,pop,238.05342000000002,120.181,4,0,1985
2031,Scream,Timbaland-Keri Hilson-Nicole Scherzinger,pop,333.37424,97.33200000000001,4,11,2008
2032,Knock You Down,Keri Hilson,pop,462.28853,130.015,4,7,2009
2033,I Like,Keri Hilson,pop,218.43546,125.029,4,2,2009
2034,Jenny From The Block,Jennifer Lopez,pop,401.99791,124.992,4,0,2002
2035,Sexy! No No No...,Girls Aloud,pop,195.23873,133.905,4,1,2007
2036,Can't Speak French,Girls Aloud,pop,240.09097999999997,134.009,4,6,2007
2037,No Doubt About It,Hot Chocolate,pop,268.01587,104.427,4,1,1980
2038,The Horizon Has Been Defeated,Jack Johnson,pop,182.22975,90.934,1,7,2003
2039,Upside Down,Jack Johnson,pop,169.97832,97.84100000000001,4,4,2006
2040,My Secret Place,Joni Mitchell,pop,301.92281,101.994,4,1,1988
2041,Danger Zone,Kenny Loggins,pop,209.50159,157.32399999999998,4,6,1986
2042,Like This,Kelly Rowland-Eve,pop,216.29342000000003,88.98299999999999,4,8,2007
2043,Work,Kelly Rowland,pop,594.62485,126.189,5,1,2007
2044,Finest Dreams,Richard X-Kelis,pop,252.44689,119.959,4,6,2003
2045,Keep It Comin' Love,KC And The Sunshine Band,pop,268.79955,110.915,4,10,1976
2046,Do You Wanna Go Party,KC & The Sunshine Band,pop,444.73424000000006,122.501,4,8,1979
2047,Cosmic Girl,Jamiroquai,pop,227.10812,239.157,4,11,1996
2048,Alright,Jamiroquai,pop,434.6771,124.0,4,0,1996
2049,High Times,Jamiroquai,pop,249.10322000000002,113.633,4,11,1996
2050,Deeper Underground,Jamiroquai,pop,289.85424,207.986,4,1,1998
2051,Canned Heat,Jamiroquai,pop,226.69016000000002,127.99799999999999,4,7,1999
2052,Baby I Love U!,Jennifer Lopez,pop,253.3873,112.01,3,11,2004
2053,Get Right,Jennifer Lopez,pop,227.52607999999998,97.259,4,8,2005
2054,Control Myself,LL Cool J-Jennifer Lopez,pop,263.75791,111.97200000000001,4,5,2006
2055,Do It Well,Jennifer Lopez,pop,221.17832,124.994,4,1,2007
2056,Chances,Hot Chocolate,pop,243.1473,118.631,4,4,1982
2057,Girl Crazy,Hot Chocolate,pop,202.63138,124.28200000000001,4,2,1982
2058,It Started With A Kiss,Hot Chocolate,pop,239.80362999999997,112.348,4,8,1982
2059,I'm Sorry,Hot Chocolate,pop,272.01261,109.3,4,2,1983
2060,Despedida,Julieta Venegas,pop,203.57179,150.08100000000002,4,0,2010
2061,No Air,Jordin Sparks-Chris Brown,pop,356.04852999999997,136.018,3,11,2008
2062,Tattoo,Jordin Sparks,pop,232.9073,167.99400000000003,4,2,2007
2063,Battlefield,Jordin Sparks,pop,241.91955,145.048,4,7,2009
2064,S.O.S. (Let The Music Play),Jordin Sparks,pop,212.74077000000003,115.18700000000001,4,0,2009
2065,Don't Let It Go To Your Head,Jordin Sparks,pop,250.04362999999998,152.885,4,10,2009
2066,Milkshake,Kelis,pop,181.9424,113.009,4,6,2003
2067,Trick Me,Kelis,pop,207.17668999999998,107.11200000000001,4,1,2003
2068,Please Don't Go,KC & The Sunshine Band,pop,228.17914,97.23899999999999,4,6,1979
2069,Supersonic,Jamiroquai,pop,457.29914,125.96600000000001,4,9,1999
2070,Black Capricorn Day,Jamiroquai,pop,341.55057,186.06400000000002,4,11,1999
2071,Little L,Jamiroquai,pop,334.94159,127.984,4,10,2001
2072,You Give Me Something,Jamiroquai,pop,241.162,110.05,4,4,2001
2073,Hold It Don't Drop It,Jennifer Lopez,pop,512.83546,126.837,4,11,2008
2074,What Kinda Boy You Lookin' For (Girl),Hot Chocolate,pop,226.69016000000002,115.227,4,11,0
2075,I Gave You My Heart (Didn't I),Hot Chocolate,pop,218.56607999999997,137.46,4,9,1984
2076,Heartache No 9,Hot Chocolate,pop,230.84363,130.442,4,6,1986
2077,Never Pretend,Hot Chocolate,pop,219.53261,104.12200000000001,4,1,1996
2078,Love Takes Time,Mariah Carey,pop,231.20934,126.383,4,11,1990
2079,I Love My Chick,Busta Rhymes-will.i.am-Kelis,pop,230.97423999999998,80.868,4,7,2006
2080,Acapella,Kelis,pop,248.42404,188.96400000000003,3,6,2010
2081,Come Back To Me,Janet Jackson,pop,332.79955,155.825,4,5,1989
2082,Alright,Janet Jackson,pop,386.48118,111.729,4,6,1989
2083,Love Foolosophy,Jamiroquai,pop,424.46322000000004,0.0,3,6,2001
2084,Too Close,Mike Sheridan-Mads Langer,pop,414.82403999999997,125.025,4,2,2010
2085,Never Too Much,Luther Vandross,pop,259.57832,96.457,4,10,1981
2086,If A Song Could Get Me You,Marit Larsen,pop,210.20689,91.944,4,7,2009
2087,Under The Surface,Marit Larsen,pop,252.13342000000003,160.78,3,7,2010
2088,Someday,Mariah Carey,pop,236.5122,111.755,4,0,1990
2089,Emotions,Mariah Carey,pop,239.77751,116.741,4,3,1991
2090,This Is My Now,Jordin Sparks,pop,230.5824,74.128,4,6,2007
2091,If,Janet Jackson,pop,272.1171,105.584,4,11,1993
2092,Again,Janet Jackson,pop,227.082,129.542,4,0,1993
2093,Because Of Love,Janet Jackson,pop,260.88444,112.34299999999999,4,10,1993
2094,Feels Just Like It Should,Jamiroquai,pop,223.99955,173.59,1,7,2005
2095,Seven Days In Sunny June,Jamiroquai,pop,495.98649000000006,124.97399999999999,4,7,2005
2096,(Don't) Give Hate A Chance,Jamiroquai,pop,548.33587,123.988,4,11,2005
2097,Runaway,Jamiroquai,pop,434.72934000000004,84.009,1,0,2006
2098,Lightnin' Strikes,Lou Christie,pop,169.35138,127.76899999999999,4,3,1965
2099,Feva Las Vegas,N-Dubz,pop,252.70812,77.60300000000001,7,0,2007
2100,Come Tomorrow,Manfred Mann,pop,164.44036,116.556,4,3,1965
2101,Always And Forever,Luther Vandross,pop,316.29016,153.863,4,2,1994
2102,I Don't Wanna Cry,Mariah Carey,pop,290.61179,130.83700000000002,4,6,1990
2103,You Want This,Janet Jackson,pop,305.55383,111.79299999999999,4,10,1993
2104,Throb,Janet Jackson,pop,275.17342,123.06299999999999,4,11,1993
2105,Whoops Now,Janet Jackson,pop,298.97098,130.22299999999998,4,7,1993
2106,You Better Not Waste My Time,N-Dubz,pop,309.39383,200.48,4,10,2007
2107,I Swear,N-Dubz,pop,255.76443999999998,106.229,4,0,2007
2108,Strong Again,N-Dubz,pop,206.75873,129.991,4,0,2008
2109,Number 1,Tinchy Stryder-N-Dubz,pop,202.29179,120.18799999999999,4,1,2009
2110,Playing With Fire,N-Dubz-Mr Hudson,pop,277.75955,100.01899999999999,5,2,2010
2111,Where Do I Belong,Mr. President,pop,223.45098,154.058,4,0,1997
2112,Crazy,Mud,pop,192.10404,114.25200000000001,4,0,1973
2113,Dyna-Mite,Mud,pop,178.05016,141.091,1,9,1973
2114,Hypnosis,Mud,pop,167.36608,109.49700000000001,4,9,1973
2115,Coco Jamboo,Mr. President,pop,218.77506,200.172,1,1,1996
2116,I Give You My Heart,Mr. President,pop,215.11791000000002,145.98,4,1,1996
2117,Show Me The Way,Mr. President,pop,210.72933999999998,93.994,4,10,1996
2118,Where Do I Belong,Mr. President,pop,223.45098,154.058,4,0,1997
2119,Go,Moby,pop,235.67628,125.861,4,0,1990
2120,See You Again,Miley Cyrus,pop,238.10567000000003,127.98299999999999,4,11,2007
2121,For You I Will,Monica,pop,294.86975,123.156,4,0,1996
2122,For Once In My Life,Tony Bennett,pop,200.80281000000002,100.61399999999999,3,0,0
2123,Dance With My Father,Luther Vandross,pop,266.4224,161.963,4,10,2003
2124,If It's Over,Mariah Carey,pop,277.08036,138.025,3,9,1991
2125,Make It Happen,Mariah Carey,pop,249.57342000000003,110.681,4,4,1991
2126,Dreamlover,Mariah Carey,pop,234.00444,100.699,4,1,1993
2127,Anytime You Need A Friend,Mariah Carey,pop,652.40771,121.884,4,2,1993
2128,Precious Heart,Tall Paul-INXS,pop,455.88853,128.385,4,9,2001
2129,Georgia On My Mind,Michael Bolton,pop,297.29913999999997,159.97899999999998,3,8,1989
2130,Dr. Beat,Miami Sound Machine,pop,264.56771000000003,116.67200000000001,4,0,1984
2131,Sometimes,Miami Horror,pop,250.8273,125.012,4,7,2009
2132,Tiger Feet,Mud,pop,229.32852999999997,186.372,1,11,1973
2133,The Cat Crept In,Mud,pop,240.97914,171.843,4,1,1974
2134,Rocket,Mud,pop,246.49097999999998,146.83100000000002,1,4,1974
2135,One Night,Mud,pop,175.17668999999998,122.205,3,5,1975
2136,Happy People,Mr. President,pop,265.19465,100.00299999999999,4,1,1998
2137,7 Things,Miley Cyrus,pop,217.25995,107.003,4,1,2008
2138,The Climb,Miley Cyrus,pop,236.85179,159.266,4,4,2009
2139,Ragamuffin Man,Manfred Mann,pop,182.69995,120.68799999999999,4,9,1969
2140,Hero,Mariah Carey,pop,275.56526,119.626,4,4,1993
2141,Without You,Mariah Carey,pop,214.49097999999998,122.035,4,6,1993
2142,All I Want For Christmas Is You,Mariah Carey,pop,242.96444,150.166,4,7,1994
2143,Girlfriend/Boyfriend,Blackstreet,pop,243.48689,102.988,4,8,1999
2144,How Am I Supposed To Live Without You,Michael Bolton,pop,255.65995,140.502,4,10,1989
2145,Doctor Pressure,Mylo-Miami Sound Machine,pop,471.58812,129.998,4,11,2005
2146,Moon Theory,Miami Horror,pop,264.56771000000003,121.975,4,1,2010
2147,Time To Pretend,MGMT,pop,263.00036,100.963,4,2,2005
2148,Electric Feel,MGMT,pop,289.4624,206.019,1,10,2007
2149,Kids,MGMT,pop,338.28526,127.869,4,6,2005
2150,Pursuit Of Happiness,Kid Cudi-MGMT-Ratatat,pop,373.52443999999997,127.90799999999999,4,11,2010
2151,Flash Delirium,MGMT,pop,255.89506,121.993,4,9,2010
2152,I Won't Let The Sun Go Down On Me,Nik Kershaw,pop,184.60689,127.939,4,9,1983
2153,Whistle Down The Wind,Nick Heyward,pop,220.02892999999997,110.51,4,4,1983
2154,Monster Hospital,Metric,pop,210.46812,161.98,4,2,2005
2155,Help I'm Alive,Metric,pop,286.24934,118.458,4,7,2008
2156,Sick Muse,Metric,pop,350.24934,127.984,4,6,2009
2157,Dr. Heckyll & Mr. Jive,Men At Work,pop,276.89751,147.391,4,4,1983
2158,Falla fritt,Melissa Horn,pop,240.1171,106.236,4,4,2009
2159,Oh Boy,Mud,pop,172.77342,154.971,4,2,1975
2160,Pretty Vegas,INXS,pop,205.40036,141.975,4,5,2005
2161,Feel It Boy,Beenie Man-Janet Jackson,pop,207.17668999999998,205.55,4,5,2002
2162,Single,Natasha Bedingfield,pop,234.9971,167.99,4,2,2004
2163,Shine,David Gray,rock,274.25914,47.007,1,4,1993
2164,Home,Michael Bublé,pop,359.65342000000004,113.647,4,9,1990
2165,Siberian Breaks,MGMT,pop,729.67791,107.015,4,2,2010
2166,Congratulations,MGMT,pop,235.38893,125.055,4,7,2010
2167,Wouldn't It Be Good,Nik Kershaw,pop,218.17424,122.96700000000001,4,0,1984
2168,Don Quixote,Nik Kershaw,pop,296.12363,113.01700000000001,4,7,1984
2169,Take That Situation,Nick Heyward,pop,230.76526,131.059,4,9,1983
2170,Goodbye Yesterday,Nick Heyward,pop,386.63791000000003,187.097,4,9,1986
2171,Rollerblade,Nick Heyward,pop,170.97098,138.191,4,2,1995
2172,The Man You Used To Be,Nick Heyward,pop,410.12199999999996,150.55700000000002,4,2,1996
2173,You Got It (The Right Stuff),New Kids On The Block,pop,249.96526,111.559,4,1,1988
2174,Leuchtturm,Nena,pop,207.09832,122.038,4,0,0
2175,That's When I Reach For My Revolver,Moby,pop,237.34812000000002,145.797,4,4,1996
2176,One Sweet Day,Mariah Carey,pop,281.20771,128.129,4,1,1995
2177,Fantasy,Mariah Carey,pop,289.85424,102.479,4,3,1995
2178,Joy To The World,Mariah Carey,pop,259.23873,120.42399999999999,4,6,1994
2179,These Words,Natasha Bedingfield,pop,228.62322000000003,97.0,4,2,2004
2180,Unwritten,Natasha Bedingfield,pop,259.34322000000003,99.95700000000001,4,3,2004
2181,I Wanna Have Your Babies,Natasha Bedingfield,pop,218.33097999999998,101.988,5,7,2007
2182,Soulmate,Natasha Bedingfield,pop,212.94975,84.985,4,3,2007
2183,Love Like This,Natasha Bedingfield,pop,341.41995,162.329,4,7,2008
2184,Bruised Water,Chicane-Natasha Bedingfield,pop,178.15465,131.013,1,1,2008
2185,The Other Side,David Gray,rock,104.98567,55.941,1,0,0
2186,Until I Find You Again,Richard Marx,pop,265.45587,74.36399999999999,4,0,1997
2187,Strange,Reba McEntire,pop,180.13995,86.959,5,11,2009
2188,Bump N' Grind,R. Kelly,pop,255.08526,130.089,4,4,1993
2189,Ai No Corrida,Quincy Jones,pop,249.25995,122.59200000000001,4,7,1981
2190,Sometimes,Les Rythmes Digitales-Nik Kershaw,pop,297.45587,123.829,4,2,1999
2191,Wounded,Nik Kershaw,pop,260.51873,160.075,3,9,2001
2192,Today,Nick Heyward,pop,200.01914,120.53399999999999,4,2,1996
2193,Caravan Of Love,Nena-Duncan Townsend,pop,225.35791,101.022,4,10,2006
2194,Always Be My Baby,Mariah Carey,pop,258.29832000000005,157.799,4,6,1995
2195,Honey,Mariah Carey,pop,301.19138,95.929,4,5,1997
2196,Butterfly,Mariah Carey,pop,276.6624,107.875,4,2,1997
2197,Tail,Powderfinger,pop,327.10485,146.843,3,0,1994
2198,Sail Away,David Gray,rock,313.59955,134.918,4,0,0
2199,When You're Gone,Richard Marx,pop,264.22812000000005,117.992,4,5,2004
2200,She's Got That Vibe,R Kelly,pop,236.2771,113.117,4,6,1992
2201,I Can't Sleep Baby (If I),R. Kelly,pop,243.61751,113.75200000000001,4,1,1995
2202,I Believe I Can Fly,R. Kelly,pop,320.54812000000004,120.445,4,4,1996
2203,Wir sind wahr,Nena,pop,369.29261,103.001,4,8,2009
2204,In meinem Leben,Nena,pop,336.77016000000003,67.305,1,2,2010
2205,My All,Mariah Carey,pop,554.63138,126.18299999999999,4,5,1997
2206,I Still Believe,Mariah Carey,pop,484.12689000000006,127.839,4,1,1998
2207,In God's Hands,Nelly Furtado,pop,252.83872999999997,154.678,3,9,2006
2208,Grave Concern,Powderfinger,pop,286.77179,166.032,4,5,1994
2209,California,Phantom Planet,pop,199.6273,152.672,4,4,2001
2210,Broken Strings,James Morrison-Nelly Furtado,pop,253.72689,111.962,4,1,2008
2211,The Day You Come,Powderfinger,pop,240.56117999999998,162.27100000000002,4,2,1998
2212,Already Gone,Powderfinger,pop,208.43057,80.093,4,9,1998
2213,If Leaving Me Is Easy,Phil Collins,pop,294.60853,115.65700000000001,4,3,1981
2214,You Can't Hurry Love,Phil Collins,pop,175.12444,97.463,4,11,1982
2215,Just,Mark Ronson-Phantom Planet,pop,237.94893,97.51700000000001,4,10,2006
2216,If I Could Turn Back The Hands Of Time,R. Kelly,pop,297.01179,161.428,3,8,1998
2217,The World's Greatest,R. Kelly,pop,234.39628,96.13600000000001,4,2,2001
2218,Ignition,R. Kelly,pop,186.06975,88.62700000000001,3,8,2003
2219,In This World,Moby,pop,240.74403999999998,70.021,1,4,2002
2220,Can't Take That Away (Mariah's Theme),Mariah Carey,pop,272.29995,101.696,4,9,1999
2221,Loverboy,Mariah Carey,pop,229.22404,103.06200000000001,4,1,2001
2222,Come Back And Stay,Paul Young,pop,476.3424,130.059,4,6,1983
2223,Everything Must Change,Paul Young,pop,277.9424,154.928,4,0,1984
2224,Love Will Tear Us Apart,Paul Young,pop,258.06322,124.645,4,2,1983
2225,Joanna,Scott Walker,pop,229.09342,136.513,3,6,1968
2226,Don't Tell Me You're Sorry,S Club 8,pop,198.05995,115.12100000000001,4,0,2003
2227,Bring It All Back,S Club 7,pop,216.18892999999997,108.052,3,4,1999
2228,Frauen regier'n die Welt,Roger Cicero,pop,176.97914,134.74,4,9,2007
2229,This Feeling,Sam Brown,pop,195.68281000000002,107.999,4,0,1988
2230,Walking Back To Me,Sam Brown,pop,224.1824,108.12299999999999,4,7,1988
2231,Walking Back To Me,Sam Brown,pop,224.1824,108.12299999999999,4,7,1988
2232,Kissing Gate,Sam Brown,pop,201.58649,108.14399999999999,3,11,1990
2233,Passenger,Powderfinger,pop,260.93669,98.86,4,11,1998
2234,My Happiness,Powderfinger,pop,276.68852999999996,115.257,5,0,2000
2235,One More Night,Phil Collins,pop,285.98812000000004,136.32,4,3,1985
2236,Walk Right Back,Perry Como,pop,144.22159,146.189,1,7,1973
2237,Thoia Thoing,R. Kelly,pop,221.25669,133.585,3,9,2003
2238,Through The Rain,Mariah Carey,pop,291.13424,121.815,4,8,2002
2239,Boy (I Need You),Mariah Carey,pop,252.60362999999998,84.955,4,11,2003
2240,Johnny And Mary,Robert Palmer,pop,233.06403999999998,152.579,4,11,1979
2241,UFO,Sneaky Sound System,pop,228.38812000000001,131.972,4,4,2006
2242,S Club Party,S Club 7,pop,210.12852999999998,101.99700000000001,4,9,1999
2243,You're My Number One,S Club 7,pop,218.01751000000002,131.904,4,1,1999
2244,Reach,S Club 7,pop,243.40852999999998,167.002,4,7,2000
2245,Never Had A Dream Come True,S Club 7,pop,241.162,122.927,4,5,2000
2246,Life Is A Rollercoaster,Ronan Keating,pop,360.61995,119.999,4,0,2000
2247,Lovin' Each Day,Ronan Keating,pop,213.26322000000002,106.05799999999999,4,0,2001
2248,If Tomorrow Never Comes,Ronan Keating,pop,253.09995,131.96,4,10,2002
2249,If Tomorrow Never Comes,Ronan Keating,pop,253.09995,131.96,4,10,2002
2250,We've Got Tonight,Ronan Keating,pop,217.0771,123.914,4,6,2002
2251,Morning After Dark,Timbaland-Nelly Furtado-SoShy,pop,227.10812,127.927,4,8,2009
2252,Who Wants To Be Alone,Tiësto-Nelly Furtado,pop,215.45751,117.91799999999999,4,0,2010
2253,The Metre,Powderfinger,pop,272.97914,161.841,4,6,2000
2254,Sunsets,Powderfinger,pop,229.3024,167.524,4,2,2003
2255,Since You've Been Gone,Powderfinger,pop,252.62975,142.72299999999998,4,8,2003
2256,Lost And Running,Powderfinger,pop,222.14485,120.09700000000001,4,0,2007
2257,Sussudio,Phil Collins,pop,264.33261,121.20200000000001,4,9,1985
2258,Another Day In Paradise,Phil Collins,pop,321.95873,101.929,4,6,1989
2259,I Wish It Would Rain Down,Phil Collins,pop,327.81016,125.95,4,8,1989
2260,Do You Remember?,Phil Collins,pop,275.66975,93.023,4,5,1989
2261,Lift Me Up,Moby,pop,196.75383,120.99799999999999,4,4,2005
2262,I Know What You Want,Busta Rhymes-Mariah Carey,pop,324.30975,42.913000000000004,1,6,2003
2263,It's Like That,Mariah Carey,pop,538.46159,125.98899999999999,4,9,2005
2264,We Belong Together,Mariah Carey,pop,443.61098,128.0,4,2,2005
2265,Get Your Number,Mariah Carey,pop,195.89179,137.471,5,6,2005
2266,It Will Be You,Paul Young,pop,280.2673,117.462,3,9,1993
2267,I Wish You Love,Paul Young,pop,292.88444,149.286,3,5,1997
2268,Looking For Clues,Robert Palmer,pop,460.2771,146.911,4,7,1980
2269,Some Guys Have All The Luck,Robert Palmer,pop,184.34566999999998,126.51299999999999,4,2,1981
2270,Addicted To Love,Robert Palmer,pop,363.41506,111.618,4,4,1985
2271,I'll Be Your Baby Tonight,Robert Palmer-UB40,pop,205.50485,67.684,5,10,1990
2272,Taking You Home,Don Henley,rock,331.59791,144.689,4,4,2000
2273,I'll Meet You At Midnight,Smokie,pop,197.19791,128.043,1,6,1976
2274,Somethings Been Making Me Blue,Smokie,pop,177.18812,127.99799999999999,4,5,1976
2275,Wild Wild Angels,Smokie,pop,235.41506,134.637,4,2,1976
2276,Have You Ever,S Club 7,pop,201.16853,140.069,4,7,2001
2277,You,S Club 7,pop,369.47546,131.979,4,9,2001
2278,Heaven Is Here,Sarah Brightman,pop,245.2371,92.001,4,3,1995
2279,We've Got Tonight,Ronan Keating-Lulu,pop,217.0771,123.914,4,6,2002
2280,I Love It When We Do,Ronan Keating,pop,232.9073,118.569,4,8,2002
2281,I Hope You Dance,Ronan Keating,pop,213.99465,159.671,4,2,2004
2282,Dream On,Christian Falk,pop,185.70404,121.82700000000001,4,4,2006
2283,Hang In Long Enough,Phil Collins,pop,284.21179,120.055,1,10,1989
2284,Everyday,Phil Collins,pop,343.43138,94.705,4,3,1993
2285,Beautiful,Moby,pop,191.37261,169.713,4,7,2005
2286,Don't Forget About Us,Mariah Carey,pop,591.04608,131.988,4,0,2005
2287,All I Wanna Do,Sheryl Crow,pop,359.28771,122.37899999999999,4,9,1993
2288,We've Got Tonight,Kenny Rogers-Sheena Easton,pop,249.62567,88.037,4,2,1983
2289,I Love Your Smile,Shanice,pop,231.31382999999997,186.37,4,8,1991
2290,Mr. Loverman,Shabba Ranks,pop,292.93669,169.30599999999998,4,6,1992
2291,Every Kinda People,Robert Palmer,pop,199.20934,94.618,4,6,0
2292,TV Dinners,Robert Palmer,pop,213.75955,102.979,4,9,2002
2293,Gimme The Light,Sean Paul,pop,226.40281000000002,53.61600000000001,1,9,0
2294,Good Times,Finger Eleven,rock,235.17995,136.727,4,1,2003
2295,Fire,Aceyalone,pop,251.08853,108.042,4,1,2005
2296,It's Your Life,Smokie,pop,206.49751,93.023,4,7,1977
2297,Needles And Pins,Smokie,pop,162.29832,119.139,4,1,1977
2298,For A Few Dollars More,Smokie,pop,202.78812,113.921,4,7,1978
2299,Mexican Girl,Smokie,pop,222.92853,121.072,4,5,1978
2300,Mandinka,Sinéad O’Connor,pop,226.48118,130.111,4,9,1987
2301,She Believes (In Me),Ronan Keating,pop,246.80444,147.632,5,0,2003
2302,The Way You Make Me Feel,Ronan Keating,pop,218.06975,142.122,4,2,2000
2303,Everyday,Phil Collins,pop,343.43138,94.705,4,3,1993
2304,We Wait And We Wonder,Phil Collins,pop,420.64934000000005,79.803,3,3,1993
2305,Lovetown,Peter Gabriel,pop,330.84036,89.88,4,1,1994
2306,Touch My Body,Mariah Carey,pop,273.52771,129.991,4,11,2008
2307,Bye Bye,Mariah Carey,pop,261.82485,135.976,4,10,2008
2308,I'll Be Lovin' U Long Time,Mariah Carey,pop,231.36607999999998,89.53399999999999,4,1,2008
2309,Leaving Las Vegas,Sheryl Crow,pop,309.18485,161.716,4,2,1993
2310,Strong Enough,Sheryl Crow,pop,216.5024,148.275,3,2,1993
2311,Can't Cry Anymore,Sheryl Crow,pop,221.67465,110.66799999999999,4,4,1993
2312,A Change Would Do You Good,Sheryl Crow,pop,317.83137999999997,131.142,4,10,1996
2313,Everyday Is A Winding Road,Sheryl Crow,pop,398.91546,112.73700000000001,4,2,1996
2314,Song For Whoever,The Beautiful South,pop,386.71628,89.98100000000001,1,6,1989
2315,Everyway That I Can,Sertab Erener,pop,158.82404,76.028,3,9,2003
2316,Oh Carol,Smokie,pop,215.95382999999998,85.98299999999999,4,2,1978
2317,The Emperor's New Clothes,Sinéad O’Connor,pop,316.08117999999996,123.215,4,10,1990
2318,Three Babies,Sinéad O’Connor,pop,286.48444,104.477,3,0,1990
2319,I Stay In Love,Mariah Carey,pop,211.98322000000002,130.084,4,1,2008
2320,Obsessed,Mariah Carey,pop,199.70567,124.288,4,5,2009
2321,I Want To Know What Love Is,Mariah Carey,pop,193.17506,85.32600000000001,5,6,2009
2322,I'm Sprung,T-Pain,pop,283.48036,100.069,4,0,2005
2323,Fortress Around Your Heart,Sting,pop,279.30077,120.539,4,2,1985
2324,Everyday Is A Winding Road,Sheryl Crow,pop,398.91546,112.73700000000001,4,2,1996
2325,If It Makes You Happy,Sheryl Crow,pop,225.51465,97.613,1,7,1996
2326,My Favorite Mistake,Sheryl Crow,pop,244.79302,104.675,4,7,1998
2327,The Lover In Me,Sheena Easton,pop,301.87057000000004,115.249,4,1,1988
2328,You Keep It All In,The Beautiful South,pop,184.73751000000001,149.378,4,5,1989
2329,I'll Sail This Ship Alone,The Beautiful South,pop,246.25587000000002,112.462,4,7,1989
2330,A Little Time,The Beautiful South,pop,178.80771000000001,108.58,4,5,1990
2331,Let Love Speak Up Itself,The Beautiful South,pop,258.16771,112.1,4,1,1990
2332,Let's Take The Long Way Home,The Beautiful Girls,pop,185.67791,116.931,4,5,2005
2333,Bu Gece (Kir Zincirlerini),Tarkan,pop,323.81342,125.18,4,1,1998
2334,Break It Off,Rihanna-Sean Paul,pop,213.34159,134.125,4,10,2006
2335,Don't Cry For Me Argentina,Sinéad O’Connor,pop,339.59137999999996,77.842,1,10,1992
2336,You Made Me The Thief Of Your Heart,Sinead O'Connor,pop,380.96934,106.23200000000001,4,10,1994
