SongNumber,AlbumName,ArtistName,Danceability,Duration,KeySignature,Tempo,TimeSignature,Title,Year
17245,"b'The Honeydogs'","b'The Honeydogs'",0.0,260.12689,11,122.021,4,"b'So Long'",0
17246,"b"America's Greatest Hero"","b'Joey Scarbury'",0.0,221.85751,4,136.296,4,"b'That Little Bit Of Us (LP Version)'",1981
17247,"b'Visited By The 80s'","b'The Romantics'",0.0,266.57914,9,114.019,4,"b'Drunk Dances Of The Sober'",0
17248,"b'Nostalgia'","b'Kake Randelin'",0.0,186.43546,4,102.029,4,"b'Ero'",2004
17249,"b'Until Death Comes'","b'Frida Hyv\xc3\xb6nen'",0.0,312.99873,7,87.686,4,"b'today_ tuesday'",2005
17250,"b'Designs'","b'Noel Sanger'",0.0,565.21098,2,89.326,1,"b'Designs (Remix)'",0
17251,"b'Love Them Like Jesus [Performance Tracks]'","b'Casting Crowns'",0.0,288.28689,5,157.998,4,"b'Love Them Like Jesus (Low without background vocals)'",0
17252,"b'Something'","b'Jack Radics'",0.0,223.03302,0,160.13,4,"b'Tek Life'",0
17253,"b'Wil Je Beroemd Zijn?'","b'De Mens'",0.0,183.92771,2,122.26,4,"b'Sniper'",1995
17254,"b'The Very Best Of Sam Brown'","b'Sam Brown'",0.0,284.36853,4,91.134,4,"b'Understand The Animal'",0
17255,"b'Do The Bambi'","b'Stereo Total'",0.0,163.082,11,188.375,4,"b'Orange Mcanique'",2005
17256,"b'Con:Fusion album sampler'","b'Marco V'",0.0,454.08608,11,135.025,4,"b'The Mutalisk'",2002
17257,"b'Stronger Than Pride'","b'Sade'",0.0,241.65832,6,97.255,4,"b'Clean Heart'",1988
17258,"b'Dreaming Of A New World'","b'The Usual Suspects'",0.0,464.1171,0,140.024,4,"b'Restrictions Apply'",0
17259,"b"That's All Right (When the Sun Goes Down series)"","b'Piano Red'",0.0,159.65995,3,113.409,1,"b'Right String_ But the Wrong Yo-Yo'",0
17260,"b'P.T.B.'","b'Kingspade'",0.0,246.83057,9,159.8,4,"b"We Ride'n"",0
17261,"b'Pure Frosting'","b'The Presidents of the United States of America'",0.0,202.73587,1,140.515,1,"b'Video Killed The Radio Star'",1998
17262,"b'Companeros De Mi Vida'","b'Eliades Ochoa'",0.0,297.69098,5,51.892,1,"b'Estoy Hecho Tierra'",2004
17263,"b'Loser'","b'Plastiscines'",0.0,106.31791,4,115.028,4,"b'Lost In Translation'",2007
17264,"b'Best Of Bodeans : Slash & Burn'","b'BoDeans'",0.0,263.88853,9,168.643,4,"b'Far Far Away From My Heart'",1989
17265,"b'Rage Of Discipline'","b'Righteous Jams'",0.0,66.66404,7,159.081,4,"b'Rage Of Discipline'",2005
17266,"b'Tambor De Fuego (The Rumba Fire Drum)'","b'Los Mu\xc3\xb1equitos De Matanzas'",0.0,324.17914,10,185.794,7,"b'No Lo Niego'",2007
17267,"b'Phillips Craig & Dean Ultimate Collection'","b'Phillips_ Craig And Dean'",0.0,231.91465,0,165.125,4,"b'Here I Am To Worship (Let You Glory Fall Album Version)'",0
17268,"b'Croftwork'","b'Peatbog Faeries'",0.0,301.92281,2,93.878,3,"b'All About Windmills'",2005
17269,"b'Hellbound'","b'Warlock'",0.0,248.21506,9,129.675,4,"b'Down And Out'",0
17270,"b'A Que Vuelve'","b'Gisselle'",0.0,293.25016,5,137.789,4,"b'Siempre Que Pasa El Amor'",0
17271,"b'Praise & Worship'","b'Joann Rosario'",0.0,250.17424,11,95.067,4,"b'Since You Came My Way'",0
17272,"b'Now'","b'Jessica Andrews'",0.0,252.76036,0,167.995,4,"b'They Are The Roses'",2003
17273,"b'Noi Non Ci Saremo Vol.1'","b'C.S.I.'",0.0,477.64853,0,107.699,4,"b'A Tratti'",0
17274,"b'Malatoidi'","b'Johnny Dj'",0.0,471.32689,6,125.01,4,"b'Amanda'",0
17275,"b'Strictly The Best Vol. 40'","b'John Legend [feat. Buju Banton]'",0.0,230.13832,11,160.035,4,"b"Can't Be My Lover [Curtis Lynch Remix]"",0
17276,"b'Left In Kowloon'","b'Premonitions Of War'",0.0,56.842,5,201.206,1,"b'Stolen Breath (Album Version)'",2004
17277,"b'Black Hope'","b'Kenny Garrett'",0.0,286.17098,1,115.815,4,"b'Run Run Shaw (Album Version)'",1992
17278,"b'Bretton'","b'Lower Than Atlantis'",0.0,24.08444,11,120.209,4,"b'I Hate Comic Sans (Album)'",0
17279,"b'Cross Culture'","b'Bunny Wailer'",0.0,200.202,1,111.059,4,"b'Family Affair'",1993
17280,"b'Anthems and Legends Vol. 1'","b'Ethiopians'",0.0,197.27628,10,162.5,4,"b'Need Someone'",0
17281,"b'Music Of Scotland boxset'","b'The Glencastle Sound'",0.0,141.92281,7,119.651,4,"b"Medley: Hamish's Tune; Barnyards O' Delgaty"",0
17282,"b'The Time Machine'","b'1200 Mics'",0.0,435.66975,1,143.007,4,"b'Egypt (Land Of The Pharoahs)'",2004
17283,"b'One Of These Mornings'","b'J. B. Lenoir'",0.0,252.682,9,84.19,4,"b'I Feel So Good'",1995
17284,"b'Inventaire Tout Acoustique'","b'Christophe Willem'",0.0,222.58893,3,120.479,5,"b"Elu Produit De L'Ann\xc3\xa9e"",0
17285,"b'Santa Esmeralda Selected Hits'","b'Santa Esmeralda'",0.0,250.25261,6,192.35,3,"b'Jin Go Lo Ba - Re-Recording'",0
17286,"b'Mo Thugs Presents:  Caz - Undisputed Neighborhood King'","b'Caz'",0.0,268.38159,10,99.769,4,"b"Ain't Hard To Find"",0
17287,"b'Dead FM'","b'Strike Anywhere'",0.0,148.89751,4,179.402,1,"b'Speak To Our Empty Pockets'",2006
17288,"b"Rock 'n' Roll Rocket"","b'Starbuck'",0.0,245.86404,8,120.226,4,"b'Sunset Eyes'",0
17289,"b'Up All Night'","b'Matt Willis'",0.0,234.1873,0,166.021,4,"b'Rock Ya'",2006
17290,"b'Baieti Buni / Good Guys'","b'Bug Mafia'",0.0,219.76771,7,76.018,3,"b'Garda / The Guard'",0
17291,"b'Hit Club_ The Hits 1944'","b'Dick Haymes'",0.0,185.25995,9,66.103,5,"b'I Never Mention Your Name'",0
17292,"b'Two Seventeen'","b'Pax217'",0.0,409.18159,9,88.077,4,"b'Until The Sun (Pax217 Album Version)'",0
17293,"b'Apertures'","b'Lower Forty-Eight'",0.0,144.14322,7,166.371,4,"b'Seventh Sight'",2007
17294,"b'September Songs'","b'Nick Cave'",0.0,293.43302,7,88.722,4,"b'Mack The Knife from The Threepenny Opera'",0
17295,"b'Historias'","b'Ricardo Arjona'",0.0,268.82567,9,125.011,5,"b'S\xc3\xad Yo Fuera'",0
17296,"b'El Jefe De Las Plazas'","b'Sergio Vega'",0.0,190.61506,0,104.522,4,"b'Mi Bella Lola'",0
17297,"b'Genuine Negro Jig'","b'Carolina Chocolate Drops'",0.0,189.75302,7,111.323,4,"b'Cornbread And Butterbeans (Album Version)'",2010
17298,"b'Michael Hannah: The Lost Years'","b'Twinkle'",0.0,246.54322,0,140.911,4,"b'Caroline'",2001
17299,"b'Show Me What You Got'","b'Marvin Sease'",0.0,292.46649,5,105.03,4,"b'Show Me What You Got'",1994
17300,"b"Workin' It Back"","b'Teddy Pendergrass'",0.0,284.3424,1,161.651,4,"b'Want You Back In My Life (LP Version)'",0
17301,"b'Two Worlds'","b'ATB'",0.0,305.05751,10,136.975,4,"b'Fall Asleep'",2000
17302,"b'Take A Ride'","b'Mitch Ryder & The Detroit Wheels'",0.0,216.00608,5,208.265,3,"b'Let Your Love Light Shine  (LP Version)'",1966
17303,"b'T\xc3\xaates dans la lune'","b'Les 2 Tom'",0.0,310.22975,4,108.108,4,"b'Traficant (avec Androma\xc3\xafk)'",2006
17304,"b'Backline Volume 56'","b'Bobby Freeman'",0.0,152.13669,0,168.269,1,"b'Do You Wanna Dance'",1959
17305,"b'Rambler 65'","b'Ben Vaughn'",0.0,173.08689,4,138.695,7,"b'Rock Is Dead (LP Version)'",0
17306,"b'Chicago Jump'","b'Jimmie Lee Robinson'",0.0,175.90812,5,71.076,1,"b"Ah'w Baby"",0
17307,"b'Tubthumper'","b'Chumbawamba'",0.0,248.0322,1,124.745,4,"b'Amnesia'",1997
17308,"b'Har Do Ashegh'","b'Omid'",0.0,353.69751,0,158.802,3,"b'Irane Man'",0
17309,"b'In My Lifetime'","b'Neil Diamond'",0.0,258.61179,4,128.317,4,"b'Morningside'",1972
17310,"b'Clubbers Guide Summer 2009'","b'Moony'",0.0,528.5873,10,85.326,4,"b"I Don't Know Why"",2008
17311,"b'Ewa.ewa'","b'Ewa Bem'",0.0,256.31302,0,120.014,4,"b'Bezsennosc We Dwoje'",0
17312,"b'Old Days'","b'God Damn'",0.0,224.49587,6,127.636,4,"b'Lies'",2009
17313,"b'In Outer Space'","b'Tassilli Players'",0.0,273.00526,7,160.024,4,"b'Untitled'",0
17314,"b'Backtrack'","b'Ill Skillz'",0.0,317.36118,11,87.532,4,"b'Stella Nova'",0
17315,"b'Zidane_ A 21st Century Portrait_ An Original Soundtrack By Mogwai'","b'Mogwai'",0.0,289.20118,7,110.554,4,"b'Terrific Speech'",2006
17316,"b'Metal Is Forever - The Very Best Of Primal Fear'","b'PRIMAL FEAR'",0.0,334.86322,4,112.304,4,"b'Under Your Spell'",1999
17317,"b'New Season'","b'ISRAEL & NEW BREED'",0.0,375.37914,1,120.653,4,"b'Your Latter Will Be Greater'",2001
17318,"b'Dialects'","b'Joe Zawinul'",0.0,426.91873,7,92.03,5,"b'6 A.M./Walking on the Nile'",1986
17319,"b"Freewheelin'"","b'Electric Boys'",0.0,230.32118,10,155.503,4,"b'Some Kind Of Voodoo'",1994
17320,"b'Comfort Zone'","b'Steven Halpern_ Steven Halpern'",0.0,210.65098,7,226.335,5,"b'Eternally'",1994
17321,"b'Las Mujeres De Manzanero'","b'Susana Zabaleta'",0.0,204.2771,5,158.244,4,"b'Soy Lo Peor'",0
17322,"b'Original Ragga Muffin'","b'Jah Stitch / Horace Andy'",0.0,415.21587,0,142.382,4,"b'Zion Gate / Every Wicked Have To Crawl'",1996
17323,"b'Submarines A Pleno Sol'","b'Los Nikis'",0.0,217.12934,7,129.953,4,"b'Maldito Cumplea\xc3\xb1os'",1987
17324,"b'Ceremonials'","b'US Coast Guard Band'",0.0,21.05424,0,124.252,1,"b'Stars & Stripes (Dine-In) (Enlisted Personnel)'",0
17325,"b'Electric Honey'","b'Luscious Jackson'",0.0,181.91628,5,101.218,4,"b'Gypsy'",1999
17326,"b'Black Heart'","b'Kish Mauve'",0.0,229.98159,9,136.873,4,"b'Come On'",2009
17327,"b'Undercover'","b'The Rolling Stones'",0.0,306.83383,9,130.95,1,"b'Feel On Baby'",1983
17328,"b"Leben m\xc3\xb6cht' ich"","b'Stern Combo Mei\xc3\x9fen'",0.0,163.42159,11,135.418,4,"b'Deine Augen'",0
17329,"b'Event \x13 in Concert at the Recital Hall_ Carnegie Hall'","b'Marco Di Marco'",0.0,225.01832,9,102.487,4,"b'Why Did I Choose You ? '",0
17330,"b'Acciaio'","b'Centro13'",0.0,84.1922,7,84.391,4,"b'Acciaio'",0
17331,"b'Peregrine'","b'The Appleseed Cast'",0.0,220.57751,6,130.049,4,"b'Here We Are (Family In The Hallways)'",2006
17332,"b'RosselSonGs'","b'Leon Rosselson'",0.0,203.54567,11,125.029,1,"b"Don't Get Married_ Girls"",0
17333,"b'Start From Here'","b'Joanna Wang'",0.0,365.50485,0,87.666,1,"b'True'",2008
17334,"b'Pappa kom hem'","b'Stefan Sundstr\xc3\xb6m'",0.0,229.8771,7,153.199,1,"b'Vi betalar inte'",2002
17335,"b'Ordinary Day'","b'Jeff And Sheri Easter'",0.0,204.19873,7,120.076,4,"b"That's What I've Learned From You (Ordinary Day Album Version)"",0
17336,"b'Nothing'","b'Meshuggah'",0.0,254.6673,6,93.348,7,"b'Spasm'",2002
17337,"b'The Sound In Your Mind'","b'Willie Nelson'",0.0,133.27628,9,85.911,1,"b'Thanks Again'",0
17338,"b'Famusicily  2000'","b'Sli'",0.0,255.92118,8,100.166,5,"b'I Forgive You'",0
17339,"b'Space djz Ep'","b'Space DJZ'",0.0,468.00934,0,139.999,4,"b'Force Majeure LT'",0
17340,"b'Every Body Arroz Arse'","b'La Pulquer\xc3\xada'",0.0,206.62812,4,141.68,4,"b'Cualquier D\xc3\xada'",0
17341,"b'Look Out!'","b'Joanie Sommers'",0.0,162.7424,10,120.097,3,"b'I Concentrate On You'",0
17342,"b'The Race Is On'","b'Johnny Paycheck'",0.0,177.34485,0,88.649,4,"b'Things Have Gone To Pieces'",0
17343,"b'White Feathers'","b'Kajagoogoo'",0.0,327.49669,7,106.215,4,"b'Too Shy (Midnight Mix)'",1993
17344,"b'America: The Simon & Garfunkel Collection'","b'Simon & Garfunkel'",0.0,307.98322,11,185.927,4,"b'The Boxer'",1969
17345,"b'Lido'","b'Th\x19 Faith Healers'",0.0,259.16036,9,84.098,1,"b'Mother Sky'",1992
17346,"b'Kadonnut laakso'","b'Leevi and the leavings'",0.0,157.962,11,167.85,4,"b'Sadetanssi'",1982
17347,"b'The Soundstage Sessions'","b'Stevie Nicks'",0.0,260.54485,10,138.139,3,"b'Landslide [Orchestra Version] [Live From Soundstage]'",2009
17348,"b'Riddim Driven: Shaddowz'","b'Shawn Storm'",0.0,114.02404,8,155.875,5,"b'Buk U Up'",0
17349,"b'Body Parts'","b'Prophet Posse'",0.0,251.16689,8,125.075,4,"b'Judgement Night'",0
17350,"b'Plastic Star'","b'Byetone'",0.0,291.83955,4,120.007,4,"b'Plastic Star'",2008
17351,"b'Howling Bells'","b'Howling Bells'",0.0,241.05751,7,58.531,4,"b'Across The Avenue'",2006
17352,"b'Nineteenth Soul'","b'Liquid Gang'",0.0,145.03138,7,162.363,4,"b'Hector'",0
17353,"b'Omnidance'","b'Chromeo'",0.0,170.70975,2,90.015,1,"b'Mercury Tears 2'",2009
17354,"b'About Love'","b'Plastiscines'",0.0,233.56036,9,137.935,4,"b'Time To Leave'",2009
17355,"b'Magnifico Delirio'","b'Donatella Rettore'",0.0,234.84036,1,120.202,4,"b'Il Granchio'",1980
17356,"b'Barry Jay - Blue Horizon'","b'Barry Jay'",0.0,492.042,11,137.933,4,"b'Blue Horizon'",0
17357,"b'Homecoming Picnic'","b'Michael English'",0.0,215.35302,8,111.834,3,"b'Farther Along (Homecoming Picnic Album Version)'",0
17358,"b'Reactivus Amor Est (Turba Philosophorum)'","b'Jorge Ben Jor'",0.0,263.78404,0,173.117,4,"b'Tupinamb\xc3\xa1s'",0
17359,"b'Play More Music'","b'Consolidated'",0.0,180.37506,6,102.304,4,"b'Industry Corporate'",1992
17360,"b'10 Speed'","b'Mystery Machine'",0.0,276.50567,8,148.091,4,"b'Mouser'",1995
17361,"b'Forever'","b'On Trial'",0.0,190.35383,6,118.653,4,"b'Too Late Too Loud'",2006
17362,"b'100 Greatest Rockabilly Hits'","b'Marvin Rainwater'",0.0,130.5073,0,211.212,3,"b'Hot And Cold'",1981
17363,"b'Definitive Groove: Sister Sledge'","b'Sister Sledge'",0.0,237.42649,9,120.843,4,"b'All American Girls (2006 Remastered LP/12" Version)'",0
17364,"b'Nu En Jin'","b'Mortal'",0.0,219.08853,11,94.996,4,"b'Vilan Corp (Spy Mix)  (Mortal Album Version)'",0
17365,"b'Natal'","b'Shout'",0.0,222.61506,1,90.893,4,"b'Tudo Entregarei'",0
17366,"b'Tomorrow Blue'","b'Toad'",0.0,322.19383,7,93.281,1,"b"Blind Chapman's Tales"",2007
17367,"b'Sky And The Ocean'","b'Volebeats'",0.0,196.20526,7,199.382,4,"b'Dead Of Winter'",1997
17368,"b"Everybody Doesn't"","b'Amanda'",0.0,192.23465,1,87.922,4,"b'If I Open My Heart To You (Album Version)'",0
17369,"b'UK Bounce'","b'Heaven 7'",0.0,219.74159,6,149.975,4,"b'This Life (Bad Behaviour Remix)'",0
17370,"b'Les vacances'","b"Edgar De L'est"",0.0,229.14567,2,89.746,4,"b'Louise'",2002
17371,"b'The Very Best Of Beny More Vol. 2'","b'Beny Mor\xc3\xa9'",0.0,175.35955,7,152.433,4,"b'Ya Lleg\xc3\xb3 La Hora'",0
17372,"b'Illusioni Parallele'","b'Tiromancino'",0.0,356.30975,7,129.109,7,"b'Felicit\xc3\xa0'",2004
17373,"b'Roni Size Reprazent - New Forms2'","b'Roni Size / Reprazent'",0.0,66.92526,11,96.005,3,"b'Beatbox'",0
17374,"b'Remnants of Life'","b'Osiris the Rebirth'",0.0,415.86893,4,93.354,3,"b'Colgate Valentine'",0
17375,"b'Calliope Swings'","b'Calliope'",0.0,378.14812,0,66.79,7,"b'Forsooth Blues'",0
17376,"b"Apropa't"","b'Savath & Savalas'",0.0,181.7073,1,208.048,3,"b'Balc\xc3\xb3n Sin Flores'",2004
17377,"b'Tanzwut'","b'Tanzwut'",0.0,325.35465,2,147.988,4,"b'Auferstehung'",1999
17378,"b'Rev. A.W. Nix  Vol. 1 1927-1928'","b'Rev. A.W. Nix'",0.0,173.60934,4,60.947,4,"b'Black Diamond Express To Hell - Part 1'",0
17379,"b'Quick Turns'","b'Off Broadway'",0.0,306.36363,0,118.566,4,"b'Boys Must Be Strong'",1980
17380,"b'Time Is Running Out'","b'Farm Fresh'",0.0,222.77179,11,182.87,4,"b'Time Is Running Out'",2005
17381,"b'Live at the 9:30 Club'","b'Virginia Coalition'",0.0,259.44771,8,90.197,4,"b"That's What You Said"",0
17382,"b'Addicted to Bass Winter 2009'","b'Wideboys'",0.0,242.93832,0,97.254,3,"b'Intro 10 - Addicted to Bass'",2009
17383,"b'So far...The Best of... Bajaga'","b'Bajaga & Instruktori'",0.0,204.2771,0,125.274,4,"b'220 U Voltima'",1985
17384,"b'Lions For Lambs'","b'Mark Isham'",0.0,97.48853,5,94.676,1,"b'Get To Me!'",2007
17385,"b'Max Live 2008'","b'Max Pezzali'",0.0,244.40118,2,97.471,3,"b'Eccoti (live)'",0
17386,"b'Utopia'","b'Robert Michaels'",0.0,288.57424,11,104.017,4,"b'Tandura'",0
17387,"b'The owl of fives'","b'The One Ensemble Of Daniel Padden'",0.0,209.44934,8,73.462,3,"b'The opposite of earthquakes'",0
17388,"b'Sambanhd'","b'Zakir Hussain'",0.0,1128.30649,2,171.457,1,"b'Sambandh'",0
17389,"b'The Very Best Of Miki Howard'","b'Miki Howard'",0.0,216.78975,10,132.036,4,"b"You've Changed"",1987
17390,"b'Artgerecht'","b'Roger Cicero'",0.0,189.04771,0,125.98,5,"b'Hinterm Steuer'",2009
17391,"b'1980'","b'Pascal Obispo'",0.0,443.32363,10,126.939,4,"b'1980'",2006
17392,"b'White Powder Dreams'","b'Fire Island'",0.0,436.79302,11,126.993,4,"b'White Powder Dreams [Murk Vocal Mix]'",0
17393,"b'Submissions 26'","b'DJ Ogi'",0.0,348.39465,6,145.954,4,"b'Ludilo'",0
17394,"b"Wild_ Cool & Swingin'"","b'Mrs. Miller'",0.0,108.7473,10,123.357,4,"b'Catch A Falling Star (Digitally Remastered 99)'",0
17395,"b'Season of Sweets'","b'Modey Lemon'",0.0,188.49914,9,218.657,4,"b'Milk Moustache'",2008
17396,"b'Ratt Era - The Best of'","b'Mickey Ratt'",0.0,197.27628,1,85.016,4,"b"I'm Insane"",0
17397,"b'Space'","b'Afrojack'",0.0,429.19138,8,126.02,4,"b'Space'",0
17398,"b'Killer Lords'","b'Lords Of The New Church'",0.0,294.922,9,140.643,4,"b'Hey Tonight'",0
17399,"b'?'","b'Neal Morse'",0.0,330.13506,3,126.124,4,"b'Inside His Presence'",2005
17400,"b'Of Queues And Cures'","b'National Health'",0.0,376.5024,4,191.919,4,"b'The Collapso - Original'",1978
17401,"b'Bittersweet Bundle Of Misery'","b'Graham Coxon'",0.0,284.36853,9,132.451,4,"b'All I Wanna Do Iz Listen To Yuz'",2004
17402,"b'Ein Geschenkter Tag'","b'Max Herre'",0.0,289.88036,6,78.027,4,"b"Wir haben's gesehen"",2009
17403,"b'The Best Of The Mad Lads'","b'The Mad Lads'",0.0,157.88363,1,71.245,4,"b'So Nice'",1969
17404,"b'Plays Well With Others'","b'Wayne Bergeron'",0.0,376.31955,5,69.44,4,"b'Requiems'",2007
17405,"b'Petit Fours'","b'Grand Duchy'",0.0,214.20363,4,110.019,5,"b'Volcano!'",2009
17406,"b'We Spit On Their Graves'","b'SUTCLIFFE J\xc3\x9cGEND'",0.0,107.28444,6,124.92,4,"b'Tortures III'",1997
17407,"b'Are You Ready For Freddie'","b'Freddie King'",0.0,257.85424,2,159.004,3,"b'Woman Across The River'",1973
17408,"b'Around the World'","b'Jack Miles'",0.0,349.51791,11,79.99,4,"b"Bulles d'Aborigene"",0
17409,"b'One Thing After Another'","b'Forever Einstein'",0.0,52.92363,10,55.646,5,"b'Untitled Bonus Track'",0
17410,"b'The First Cut Is The Deepest'","b'Sheryl Crow / Ash Win Sood'",0.0,329.79546,0,115.357,4,"b'Everyday Is A Winding Road'",1996
17411,"b'Land (1975-2002)'","b'Patti Smith Group'",0.0,121.39057,7,61.927,7,"b'Tomorrow'",0
17412,"b'Louisiana Hot Sauce'","b'Jazz Crusaders'",0.0,353.17506,4,170.226,4,"b'Peachy Pie'",0
17413,"b'Shinola Vol.1'","b'Ween'",0.0,209.52771,11,80.673,1,"b'Gabrielle'",1992
17414,"b'Inspiration'","b'Konstantion'",0.0,567.40526,11,210.344,3,"b'Inspiration'",0
17415,"b'Spanish Guitar Virtuoso - Volume 2'","b'Angel Romero'",0.0,477.46567,4,92.828,5,"b'Variations on a Theme by Mozart (2001 Digital Remaster)'",0
17416,"b'Fe'","b'Eddie Sierra'",0.0,264.28036,2,114.142,4,"b'No Puedo Decir Adios'",0
17417,"b'The Best From The West'","b'Scooby'",0.0,206.34077,2,118.09,4,"b'Survival Of The Riches'",0
17418,"b'Cocktails With A Twist'","b'Quinn Lemley'",0.0,175.75138,0,69.972,7,"b'The Man I Love'",0
17419,"b'Video Phone'","b'Beyonc\xc3\xa9'",0.0,393.19465,11,130.901,4,"b'Video Phone'",2008
17420,"b'Marty Wilde'","b'Marty Wilde'",0.0,140.12036,4,140.772,4,"b'Dream Lover'",2007
17421,"b'Brutal Planet'","b'Alice Cooper'",0.0,240.09098,1,184.034,4,"b'Sanctuary'",2000
17422,"b'Resurrection'","b'In Slaughter Natives'",0.0,218.95791,8,181.206,5,"b'Behind My Walls'",2004
17423,"b'Pepe Marchena - 2 CDs con Todos sus \xc3\x89xitos  Vol. 2   CD 1'","b'Pepe Marchena'",0.0,159.29424,1,166.514,4,"b'T\xc3\xba hab\xc3\xadas perd\xc3\xado conmigo'",0
17424,"b'Big Neighborhood'","b'Mike Stern'",0.0,469.2371,2,100.007,4,"b'6th Street'",2009
17425,"b'Making Beds in a Burning House'","b'Troubled Hubble'",0.0,176.06485,10,224.785,4,"b"I'm Pretty Sure I Can See Molecules"",2005
17426,"b"Mello'day"","b"Anita O'Day"",0.0,216.78975,10,151.755,3,"b'Them There Eyes'",1989
17427,"b'Ten black years - Best of'","b'Sodom'",0.0,327.20934,6,170.248,4,"b'Tired And Red'",0
17428,"b"La Marche De L'Empereur"","b'Emilie Simon'",0.0,124.1073,4,129.968,4,"b'Song Of The Sea'",2005
17429,"b'Pure Heart'","b'Lenny LeBlanc'",0.0,167.07873,2,93.832,3,"b'With My Whole Heart'",1991
17430,"b'Hi_ How Are You Today?'","b'Ashley MacIsaac'",0.0,338.07628,2,191.209,1,"b'Spoonboy'",1995
17431,"b'Pick Your Choice'","b'Half Pint'",0.0,189.36118,6,154.548,4,"b'Mary Long Tongue'",0
17432,"b'The All Star Sessions'","b'Roadrunner United'",0.0,249.93914,9,101.066,4,"b'Dawn Of A Golden Age (Album Version)'",0
17433,"b'Spellbinder'","b'Uriah Heep'",0.0,238.94159,2,173.696,4,"b'Bad bad Man'",1989
17434,"b'Top45 - Zauber der Berge'","b'Die Mooskirchner'",0.0,133.61587,3,103.247,3,"b'Mir san vom Woid'",0
17435,"b"Poodle Rockin'"","b"Gorky's Zygotic Mynci"",0.0,251.95057,10,112.754,4,"b'Flu Music'",2000
17436,"b'Il Sole Dentro Di Me'","b'Pino Daniele featuring J.AX'",0.0,256.88771,9,137.499,7,"b'Il Sole Dentro Di Me'",2009
17437,"b'Channel 2 /Circulate'","b'2652'",0.0,338.41587,0,141.96,4,"b'Channel Two'",0
17438,"b'Country Hits - Volume 1'","b'Merle Travis'",0.0,182.77832,5,181.348,1,"b'Divorce Me C.O.D.'",1946
17439,"b'At The Hop'","b'The Royal Teens'",0.0,158.82404,9,124.183,4,"b'Short Shorts'",1986
17440,"b'Planets Of The Universe'","b'Rainbow Orchestra'",0.0,384.15628,0,127.76,5,"b'Voices Of Venus'",0
17441,"b'Imagine a House'","b'Testbild!'",0.0,169.9522,1,68.171,4,"b'Isthmus'",2005
17442,"b'The Best Of Hugh Masekela On Novus'","b'Hugh Masekela'",0.0,419.65669,10,108.774,4,"b'Polina'",1992
17443,"b"Honkin' On Bobo"","b'Aerosmith'",0.0,192.20853,9,136.789,4,"b'Never Loved A Girl'",2004
17444,"b'From Lust To Dust'","b'TEN MADISON'",0.0,358.81751,0,100.04,4,"b'From Lust To Dust'",2003
17445,"b'The Silver Collection'","b'Tears For Fears'",0.0,332.72118,6,101.718,4,"b'The Working Hour'",1984
17446,"b'Telemann Violin and Viola Concertos'","b'Paul Peabody_ vn; Philhamonia Virtuosi'",0.0,135.31383,2,120.039,4,"b'Adagio - Allegro: Violin Conceto in D Major'",0
17447,"b'Take What You Want'","b'Hurricane'",0.0,252.96934,11,113.791,4,"b'Take Me In Your Arms'",1985
17448,"b'Reloaded'","b'Ricochet'",0.0,183.58812,2,134.683,4,"b"Daddy's Money"",1998
17449,"b'Indiciblement'","b'Claire Guyot'",0.0,235.91138,0,160.075,3,"b'Indiciblement'",0
17450,"b'Bach/Busoni_ Liszt_ Bartok: Piano Concertos'","b'Dinu Lipatti/Paul Sacher/Orchester des S\xc3\xbcdwestdeutschen Rundfunks'",0.0,439.37914,4,136.953,1,"b'Concerto for Piano and Orchestra No. 3 Sz119 (2001 Digital Remaster): III. Allegro vivace'",0
17451,"b'Sometimes A Circle'","b'Louise Goffin'",0.0,227.60444,1,120.079,3,"b'Just Bone and Breath'",2002
17452,"b'Media Blitz'","b'Germs'",0.0,124.44689,7,76.257,4,"b'Communist Eyes'",0
17453,"b"The Cat's Meow"","b'Rock City Morgue'",0.0,231.88853,5,130.045,4,"b'Death And Life'",0
17454,"b"Ain't That Lovin' You Baby"","b'Beau Brummels'",0.0,145.81506,2,152.068,1,"b"Ain't That Lovin' You Baby"",0
17455,"b'Etiquette'","b'Casiotone For The Painfully Alone'",0.0,5.27628,0,120.086,3,"b'Etiquette'",2006
17456,"b'Hystericool: The Best of the Alternate Mixes'","b'Shamen'",0.0,477.12608,5,122.975,4,"b'MK2A (Danny Tenaglia Vocal Mix)'",2002
17457,"b'El Efecto Lupa (Edici\xc3\xb3n Especial)'","b'El Ni\xc3\xb1o Gusano'",0.0,210.15465,7,103.489,3,"b'Un Viaje A La Luna  Maqueta'",0
17458,"b'Harpbeat of the Swamp'","b'Ace Moreland'",0.0,217.80853,2,87.808,3,"b'Head In the Bottle'",0
17459,"b"It's All Yours - 1939-1942"","b"Helen O'Connell With The Jimmy Dorsey Orchestra"",0.0,187.71546,5,126.781,4,"b'Aurora'",0
17460,"b'Downset'","b'Downset'",0.0,252.65587,4,163.881,4,"b'Anger'",1994
17461,"b'Staring Down The Barrel'","b'The Blockheads'",0.0,264.88118,2,194.752,4,"b'Elegant Style'",2009
17462,"b'Rocky 7'","b"'t Hof Van Commerce"",0.0,254.82404,1,168.033,4,"b'Dikkenekke'",2002
17463,"b'In for Sin'","b'Amplified Heat'",0.0,205.11302,9,93.996,1,"b'Trapped'",0
