id,ltable_ID,rtable_ID,ltable_title,ltable_artist,ltable_year,rtable_title,rtable_artist,rtable_year
6360,b193564,a15581,I'll Tumble 4 Ya,Culture Club,1982,I'll Tumble 4 Ya,Culture Club,1982
6362,b663852,a15584,100% Pure Love,Crystal Waters,1994,100% Pure Love,Crystal Waters,1994
6364,b333522,a15587,Say... If You Feel Alright,Crystal Waters,1997,Say... If You Feel Alright,Crystal Waters,1996
6365,b715622,a15590,Destination Calabria,Alex Gaudino Feat. Crystal Waters,2007,Destination Calabria,Alex Gaudino-Crystal Waters,2007
6368,b807541,a15595,Fool #1,Brenda Lee,1990,Fool #1,Brenda Lee,1961
6370,b493983,a15597,Break It To Me Gently,Brenda Lee,1987,Break It to Me Gently,Brenda Lee,1962
6371,b421971,a15598,Here Comes That Feeling,Brenda Lee,1987,Here Comes That Feeling,Brenda Lee,1962
6372,b802557,a15600,To Be Reborn,Boy George,1987,To Be Reborn,Boy George,1987
6373,b569682,a15602,Don't Cry,Boy George,1988,Don't Cry,Boy George,1988
6375,b388775,a15604,You Found Another Guy,Boy George,1989,You Found Another Guy,Boy George,1989
6382,b256755,a15634,Fantasy,Amanda,0,Fantasy,Amanda Lear,1992
6385,b747285,a15655,Reflection,Christina Aguilera,1998,Reflection,Christina Aguilera,1998
6413,b631187,a15729,The Way,Daniel Bedingfield,2004,The Way,Daniel Bedingfield,2005
6418,b356626,a15730,The One,Sharam Feat. Daniel Bedingfield,2008,The One,Sharam-Daniel Bedingfield,2008
6424,b441420,a15731,I Can't Read You,Daniel Bedingfield,2002,I Can't Read You,Daniel Bedingfield,—
6425,b3531,a15732,Nothing Hurts Like Love,Daniel Bedingfield,2004,Nothing Hurts Like Love,Daniel Bedingfield,—
6429,b750154,a15751,The Crying Game,Boy George,1987,The Crying Game,Boy George,1992
6431,b375524,a15752,More Than Likely,P.M. Dawn,1993,More Than Likely,P.M. Dawn-Boy George,1993
6432,b27848,a15753,Funtime,Boy George,1995,Funtime,Boy George,1995
6433,b603569,a15754,Il Adore,Boy George,1995,Il Adore,Boy George,1995
6448,b30209,a15796,Skinny Genes,Eliza Doolittle,2010,Skinny Genes,Eliza Doolittle,2010
6449,b159507,a15798,Rollerblades,Eliza Doolittle,2010,Rollerblades,Eliza Doolittle,2010
6450,b457139,a15802,Evil Woman,Electric Light Orchestra,1975,Evil Woman,Electric Light Orchestra,1976
6454,b484191,a15810,Monkey & The Turtle,Christine Anu,1995,Monkey & The Turtle,Christine Anu,—
6456,b204524,a15811,Talk About Love?,Christine Anu,2003,Talk About Love?,Christine Anu,—
6457,b20273,a15814,When You Look At Me,Christina Milian,2001,When You Look at Me,Christina Milian,2002
6460,b77437,a15817,Dip It Low,Christina Milian,2004,Dip It Low,Christina Milian,2004
6462,b190685,a15818,Whatever U Want,Christina Milian / Joe Budden,2005,Whatever U Want,Christina Milian,2004
6468,b395698,a15819,Say I,Christina Milian / Young Jeezy,2006,Say I,Christina Milian,2006
6470,b412728,a15825,Above And Beyond,Edgar Winter,2007,Above and Beyond,Edgar Winter,1979
6474,b7984,a15829,What A Girl Wants,Christina Aguilera,1999,What a Girl Wants,Christina Aguilera,1999
6475,b694865,a15845,Fool (If You Think It's Over),Chris Rea,1978,Fool (If You Think It’s Over),Chris Rea,1978
6486,b319161,a15853,Remember Me,Chris Eaton,0,Remember Me,Chris Mann,2015
6488,b440014,a15877,Beginnings,Chicago,1969,Beginnings,Chicago,1969
6490,b156200,a15914,Don't Wanna Lose This Feeling,Dannii Minogue,2003,Don't Wanna Lose This Feeling,Dannii Minogue,2003
6491,b161755,a15915,You Won't Forget About Me,Dannii Minogue / Flower Power,2004,You Won't Forget About Me,Dannii Minogue-Flower Power,2004
6493,b487720,a15916,Perfection,Dannii Minogue And The Soul Seekerz,2005,Perfection,Dannii Minogue,2005
6499,b239384,a15922,God Thank You Woman,Culture Club,1986,God Thank You Woman,Culture Club,1986
6513,b121678,a15958,Mercy,Duffy,2009,Mercy,Duffy,2007
6514,b822978,a15967,Strange Magic,Electric Light Orchestra,1975,Strange Magic,Electric Light Orchestra,1976
6516,b572984,a15969,Mr. Blue Sky,Electric Light Orchestra,1977,Mr. Blue Sky,Electric Light Orchestra,1977
6517,b381816,a15971,Turn To Stone,Electric Light Orchestra,1977,Turn To Stone,Electric Light Orchestra,1977
6520,b375383,a15975,Waking Up,Elastica,1995,Waking Up,Elastica,1995
6521,b63410,a15976,Car Song,Elastica,1995,Car Song,Elastica,1996
6524,b122413,a15983,Ain't Nobody,Diana King,1995,Ain't Nobody,Diana King,1995
6525,b16044,a15988,When You Come Back To Me,Edyta Gorniak,1997,When You Come Back to Me,Edyta Górniak,1997
6527,b382965,a15990,Anything,Edyta Gorniak,1997,Anything,Edyta Górniak,1998
6537,b576143,a16002,Come On Over Baby (All I Want Is You),Christina Aguilera,2000,Come On Over Baby (All I Want Is You),Christina Aguilera,2000
6539,b412084,a16003,Nobody Wants To Be Lonely,Ricky Martin,1999,Nobody Wants to Be Lonely,Ricky Martin-Christina Aguilera,2000
6542,b715707,a16019,Insomnia,Craig David,2008,Insomnia,Craig David,2008
6571,b525009,a16077,Stepping Stone,Duffy,0,Stepping Stone,Duffy,2008
6573,b494340,a16078,Rain On Your Parade,Duffy,0,Rain on Your Parade,Duffy,2008
6575,b384907,a16084,Wild West Hero,Electric Light Orchestra,1977,Wild West Hero,Electric Light Orchestra,1978
6576,b460334,a16085,Sweet Talkin' Woman,Electric Light Orchestra,1977,Sweet Talkin’ Woman,Electric Light Orchestra,1978
6579,b508537,a16088,Don't Bring Me Down,Electric Light Orchestra,1979,Don’t Bring Me Down,Electric Light Orchestra,1979
6585,b703898,a16104,Donna The Prima Donna,Dion,0,Donna the Prima Donna,Dion,1963
6588,b806647,a16111,Love Triangle,Diana King,1995,Love Triangle,Diana King,1995
6589,b423334,a16112,Shy Guy,Diana King,1995,Shy Guy,Diana King,1995
6594,b117800,a16114,I Say A Little Prayer,Diana King,1997,I Say a Little Prayer,Diana King,1997
6597,b753186,a16115,L-L-Lies,Diana King,1997,L-L-Lies,Diana King,—
6598,b587658,a16127,Lady Marmalade,Christina Aguilera / Lil' Kim / Mya / Pink,2004,Lady Marmalade,Christina Aguilera-Lil’ Kim-Mýa-P!nk,2001
6599,b365578,a16132,Never Stop,Echo And The Bunnymen,0,Never Stop,Echo & The Bunnymen,1983
6601,b803377,a16133,The Killing Moon,Echo And The Bunnymen,1984,The Killing Moon,Echo & The Bunnymen,1983
6608,b471969,a16140,The Blue Cafe,Chris Rea,1998,The Blue Cafe,Chris Rea,1997
6610,b120330,a16168,Too Shy (Midnight Mix),Kajagoogoo,1993,Too Shy (Midnight mix),Kajagoogoo,1982
6612,b262318,a16174,Take Me Out,Franz Ferdinand,2003,Take Me Out,Franz Ferdinand,2004
6614,b169437,a16181,Lost Without You,Delta Goodrem,2003,Lost Without You,Delta Goodrem,2003
6617,b602663,a16182,Predictable,Delta Goodrem,2003,Predictable,Delta Goodrem,2003
6620,b221592,a16185,Mistaken Identity,Delta Goodrem,2004,Mistaken Identity,Delta Goodrem,2004
6623,b358528,a16189,Silence,Delerium feat. Sarah McLachlan,1997,Silence,Delerium-Sarah McLachlan,1997
6635,b419227,a16201,Shine A Little Love,Electric Light Orchestra,1979,Shine a Little Love,Electric Light Orchestra,1979
6639,b125820,a16205,Four Little Diamonds,Electric Light Orchestra,1983,Four Little Diamonds,Electric Light Orchestra,1983
6640,b691532,a16225,Dirrty,Christina Aguilera Featuring Redman,2002,Dirrty,Christina Aguilera-Redman,2002
6642,b49192,a16226,Beautiful,Christina Aguilera,2002,Beautiful,Christina Aguilera,2002
6657,b167047,a16227,Fighter,Christina Aguilera,2000,Fighter,Christina Aguilera,2003
6658,b391228,a16228,Seven Seas,Echo And The Bunnymen,0,Seven Seas,Echo & The Bunnymen,1984
6660,b342250,a16276,All Fall Down,Five Star,1985,All Fall Down,Five Star,1985
6663,b241331,a16277,Let Me Be The One,Five Star,1985,Let Me Be the One,Five Star,1985
6665,b209939,a16323,Michael,Franz Ferdinand,2004,Michael,Franz Ferdinand,2004
6667,b74600,a16324,This Fire,Franz Ferdinand,2004,This Fire,Franz Ferdinand,2004
6669,b516424,a16326,Do You Want To,Franz Ferdinand,2005,Do You Want To,Franz Ferdinand,2005
6674,b369731,a16327,Walk Away,Franz Ferdinand,2005,Walk Away,Franz Ferdinand,2005
6678,b678732,a16346,I Want Tomorrow,Enya,1987,I Want Tomorrow,Enya,1987
6679,b106802,a16347,Bailamos,Enrique Iglesias,1998,Bailamos,Enrique Iglesias,1999
6681,b203627,a16349,Almost Here,Brian McFadden featuring Delta Goodrem,2004,Almost Here,Brian McFadden-Delta Goodrem,2005
6683,b405059,a16350,Be Strong,Delta Goodrem,2004,Be Strong,Delta Goodrem,2005
6684,b759817,a16354,Innocente (Falling In Love),Delerium Feat. Leigh Nash,2001,Innocente (Falling in Love),Delerium-Leigh Nash,2001
6688,b591840,a16366,Calling America,Electric Light Orchestra,1986,Calling America,Electric Light Orchestra,1986
6692,b129740,a16377,The Voice Within,Christina Aguilera,2002,The Voice Within,Christina Aguilera,2003
6693,b167047,a16379,Fighter,Christina Aguilera,2000,Fighter,Christina Aguilera,2003
6695,b751122,a16385,The Road To Hell,Chris Rea,1990,The Road to Hell,Chris Rea,—
6706,b363992,a16436,Love Is Life,Hot Chocolate,1970,Love Is Life,Hot Chocolate,1970
6708,b467101,a16441,Love Take Over,Five Star,1985,Love Take Over,Five Star,1985
6713,b725177,a16469,The Fallen,Franz Ferdinand,2005,The Fallen,Franz Ferdinand,2006
6717,b329595,a16470,Eleanor Put Your Boots On,Franz Ferdinand,2005,Eleanor Put Your Boots On,Franz Ferdinand,2006
6721,b770963,a16471,Lucid Dreams,Franz Ferdinand,2008,Lucid Dreams,Franz Ferdinand,2008
6724,b148267,a16472,Ulysses,Franz Ferdinand,2008,Ulysses,Franz Ferdinand,2009
6730,b516156,a16473,No You Girls,Franz Ferdinand,2009,No You Girls,Franz Ferdinand,2009
6739,b502445,a16484,Exile,Enya,1988,Exile,Enya,1991
6741,b686376,a16485,Be With You,Enrique Iglesias,1999,Be With You,Enrique Iglesias,2000
6743,b337250,a16486,Could I Have This Kiss Forever,Whitney Houston with Enrique Iglesias,0,Could I Have This Kiss Forever,Whitney Houston-Enrique Iglesias,2000
6744,b155988,a16488,Hero,Enrique Iglesias,2001,Hero,Enrique Iglesias,2001
6751,b22645,a16489,Escape,Enrique Iglesias,2001,Escape,Enrique Iglesias,2002
6757,b328686,a16493,In This Life,Delta Goodrem,2007,In This Life,Delta Goodrem,2007
6761,b698276,a16494,Believe Again,Delta Goodrem,2007,Believe Again,Delta Goodrem,2007
6762,b777247,a16498,Angelicus,Delerium,2006,Angelicus,Delerium,2006
6763,b395676,a16501,Ain't No Other Man,Christina Aguilera,2006,Ain't No Other Man,Christina Aguilera,2006
6767,b788340,a16502,Hurt,Christina Aguilera,2006,Hurt,Christina Aguilera,2006
6772,b780731,a16504,Don't Let It Get You Down,Echo And The Bunnymen,0,Don’t Let It Get You Down,Echo & The Bunnymen,1997
6775,b825431,a16527,Formula One Racing Girls,Helen Love,1993,Formula One Racing Girls,Helen Love,1993
6777,b787193,a16542,Mary-Anne,Hot Chocolate,0,Mary-Anne,Hot Chocolate,1972
6778,b296050,a16543,You'll Always Be A Friend,Hot Chocolate,1972,You'll Always Be a Friend,Hot Chocolate,1972
6782,b283048,a16564,Can't Stop Feeling,Franz Ferdinand,2009,Can't Stop Feeling,Franz Ferdinand,2009
6783,b221857,a16565,What She Came For,Franz Ferdinand,2009,What She Came For,Franz Ferdinand,2009
6786,b250362,a16566,Live Alone,Franz Ferdinand,2009,Live Alone,Franz Ferdinand,2009
6788,b628087,a16575,Addicted,Enrique Iglesias,2003,Addicted,Enrique Iglesias,2003
6792,b205250,a16578,Can You Hear Me,Enrique Iglesias,2008,Can You Hear Me,Enrique Iglesias,2008
6803,b74883,a16585,A Little Too Late,Delta Goodrem,2004,A Little Too Late,Delta Goodrem,—
6804,b613693,a16586,Candyman,Christina Aguilera,2006,Candyman,Christina Aguilera,2007
6805,b705543,a16589,Keeps Gettin' Better,Christina Aguilera,2008,Keeps Gettin' Better,Christina Aguilera,2008
6808,b224628,a16606,What Is Love,Haddaway,1993,What Is Love,Haddaway,1992
6810,b168536,a16629,Joey Ramoney,Helen Love,1993,Joey Ramoney,Helen Love,1993
6811,b797674,a16633,Beat Him Up,Helen Love,1995,Beat Him Up,Helen Love,1995
6813,b395202,a16635,Long Live The UK Music Scene,Helen Love,1998,Long Live the UK Music Scene,Helen Love,1998
6815,b126837,a16657,Eternal Flame,Human Nature,1999,Eternal Flame,Human Nature,1999
6817,b126837,a16658,Eternal Flame,Human Nature,1999,Eternal Flame,Human Nature,1999
6818,b65921,a16661,Rumours,Hot Chocolate,1976,Rumours,Hot Chocolate,1973
6819,b269342,a16664,Disco Queen,Hot Chocolate,1974,Disco Queen,Hot Chocolate,1974
6820,b737570,a16665,Emma,Hot Chocolate,1974,Emma,Hot Chocolate,1974
6822,b763596,a16674,Anywhere Is,Enya,1995,Anywhere Is,Enya,1995
6823,b377927,a16675,On My Way Home,Enya,1995,On My Way Home,Enya,1996
6824,b802741,a16684,Not Myself Tonight,Christina Aguilera,2010,Not Myself Tonight,Christina Aguilera,2010
6825,b190244,a16698,Your Body Is a Wonderland,John Mayer Tribute,0,Your Body is a Wonderland,John Mayer,2001
6830,b211930,a16706,Margaritaville,Jimmy Buffett,1977,Margaritaville,Jimmy Buffett,1977
6835,b308989,a16710,Rock My Heart,Haddaway,1993,Rock My Heart,Haddaway,1994
6837,b219677,a16727,If You Had My Love,Jennifer Lopez,1999,If You Had My Love,Jennifer Lopez,1999
6838,b726424,a16741,Cry,Godley & Creme,1985,Cry,Godley & Creme,1985
6839,b513228,a16743,Shifty Disco Girl,Helen Love,2000,Shifty Disco Girl,Helen Love,2000
6841,b272034,a16745,Junkshop Discoteque,Helen Love,0,Junkshop Discotheque,Helen Love,2006
6842,b625175,a16748,Goodbye Girl,Go West,1985,Goodbye Girl,Go West,1985
6843,b119322,a16749,We Close Our Eyes,Go West,1985,We Close Our Eyes,Go West,1985
6847,b449491,a16750,True Colours,Go West,1986,True Colours,Go West,1986
6848,b551005,a16751,I Want To Hear It From You,Go West,1987,I Want to Hear It From You,Go West,1987
6850,b296075,a16752,The King Of Wishful Thinking,Go West,1990,The King of Wishful Thinking,Go West,1990
6851,b694120,a16758,Life Got Cold,Girls Aloud,2003,Life Got Cold,Girls Aloud,2003
6852,b538812,a16759,Jump,Girls Aloud,2003,Jump,Girls Aloud,2003
6853,b494503,a16760,The Show,Girls Aloud,2004,The Show,Girls Aloud,2004
6855,b302447,a16778,Blue Night,Hot Chocolate,0,Blue Night,Hot Chocolate,1975
6857,b64573,a16780,Don't Stop It Now,Hot Chocolate,1976,Don't Stop It Now,Hot Chocolate,1976
6858,b178028,a16781,Wild Child,Enya,2000,Wild Child,Enya,2001
6859,b490657,a16783,Trains And Winter Rains,Enya,2008,Trains and Winter Rains,Enya,2008
6864,b599922,a16805,When You Gonna Learn?,Jamiroquai,2002,When You Gonna Learn?,Jamiroquai,1992
6866,b567897,a16806,You Give Me Something,James Morrison,0,You Give Me Something,James Morrison,2006
6869,b106922,a16807,The Pieces Don't Fit Anymore,James Morrison,0,The Pieces Don't Fit Anymore,James Morrison,2006
6874,b295040,a16819,Human Wheels,John Mellencamp,1993,Human Wheels,John Mellencamp,1993
6875,b142875,a16821,Key West Intermezzo (I Saw You First),John Mellencamp,1996,Key West Intermezzo (I Saw You First),John Mellencamp,1996
6876,b749806,a16824,No Such Thing,John Mayer,0,No Such Thing,John Mayer,2002
6880,b20265,a16825,Your Body Is A Wonderland,John Mayer,0,Your Body Is a Wonderland,John Mayer,2002
6882,b123271,a16826,Why Georgia,John Mayer,0,Why Georgia,John Mayer,2003
6888,b339205,a16827,Bigger Than My Body,John Mayer,0,Bigger Than My Body,John Mayer,2003
6889,b733955,a16828,Daughters,John Mayer,0,Daughters,John Mayer,2004
6896,b39607,a16836,It's Five O' Clock Somewhere,Alan Jackson,0,It's Five O'Clock Somewhere,Alan Jackson-Jimmy Buffett,—
6897,b65803,a16841,What Is Love 2k9,Klaas meets Haddaway,2009,What Is Love 2k9,Klaas-Haddaway,2009
6910,b754399,a16855,Waiting For Tonight,Jennifer Lopez,1999,Waiting for Tonight,Jennifer Lopez,1999
6912,b468492,a16857,Feelin' So Good,Jennifer Lopez featuring Big Pun_ Fat Joe,1999,Feelin’ So Good,Jennifer Lopez-Fat Joe,2000
6913,b796400,a16858,Let's Get Loud,Jennifer Lopez,1999,Let's Get Loud,Jennifer Lopez,2000
6914,b512439,a16859,Play,Jennifer Lopez,2001,Play,Jennifer Lopez,2001
6917,b642575,a16874,We've Got Tonight,Ronan Keating / Jeanette,2002,We've Got Tonight,Ronan Keating,2002
6918,b500240,a16875,Calm Down Dad,Helen Love,0,Calm Down Dad,Helen Love,2009
6920,b704784,a16881,Faithful,Go West,1992,Faithful,Go West,1992
6922,b704784,a16882,Faithful,Go West,1992,Faithful,Go West,1992
6924,b795122,a16883,What You Won't Do For Love,Go West,1992,What You Won't Do for Love,Go West,1992
6925,b357470,a16884,Love Machine,Girls Aloud,2004,Love Machine,Girls Aloud,2004
6928,b525001,a16886,Wake Me Up,Girls Aloud,2004,Wake Me Up,Girls Aloud,2004
6932,b763315,a16888,Biology,Girls Aloud,2005,Biology,Girls Aloud,2005
6933,b222074,a16894,Put Your Love In Me,Hot Chocolate,1977,Put Your Love in Me,Hot Chocolate,1977
6934,b84556,a16895,So You Win Again,Hot Chocolate,1978,So You Win Again,Hot Chocolate,1977
6935,b753023,a16896,Every 1's A Winner,Hot Chocolate,1978,Every 1's a Winner,Hot Chocolate,1978
6948,b39947,a16918,Flake,Jack Johnson,2000,Flake,Jack Johnson,2000
6966,b239766,a16939,Say You Do,Janet Jackson,1982,Say You Do,Janet Jackson,1982
6968,b322939,a16941,Don't Mess Up This Good Thing,Janet Jackson,1982,Don't Mess Up This Good Thing,Janet Jackson,1983
6969,b634712,a16952,Too Young To Die,Jamiroquai,1993,Too Young to Die,Jamiroquai,1993
6971,b804577,a16953,Blow Your Mind,Jamiroquai,1993,Blow Your Mind,Jamiroquai,1993
6972,b119744,a16956,Space Cowboy,Jamiroquai,1994,Space Cowboy,Jamiroquai,1994
6976,b565968,a16958,Wonderful World,James Morrison,0,Wonderful World,James Morrison,2007
6978,b201241,a16959,You Make It Real,James Morrison,0,You Make It Real,James Morrison,2008
6979,b123005,a16960,Broken Strings,James Morrison Featuring Nelly Furtado,0,Broken Strings,James Morrison-Nelly Furtado,2008
6992,b234144,a16991,Smile,Kidda,2008,Smile,Kidda,2008
6997,b195362,a16998,The Way I Are,Timbaland / Keri Hilson / D.O.E. / Sebastian,2007,The Way I Are,Timbaland-Keri Hilson,2007
7000,b243099,a17002,Beat It,Fall Out Boy,2008,Beat It,Fall Out Boy-John Mayer,2008
7004,b146484,a17009,I Want Your Love,Jody Watley,2006,I Want Your Love,Jody Watley,2008
7006,b258420,a17019,I'm Gonna Be Alright,Jennifer Lopez,2001,I’m Gonna Be Alright,Jennifer Lopez,2002
7007,b605757,a17033,Whole Lotta History,Girls Aloud,2005,Whole Lotta History,Girls Aloud,2006
7008,b533781,a17034,Something Kinda Ooooh,Girls Aloud,2006,Something Kinda Ooooh,Girls Aloud,2006
7011,b658232,a17035,I Think We're Alone Now,Girls Aloud,2006,I Think We're Alone Now,Girls Aloud,2006
7012,b76985,a17036,I'll Put You Together Again,Hot Chocolate,1978,I'll Put You Together Again,Hot Chocolate,1978
7013,b298989,a17038,Mindless Boogie,Hot Chocolate,1979,Mindless Boogie,Hot Chocolate,1979
7014,b30007,a17039,Are You Getting Enough Of What Makes You Happy,Hot Chocolate,1995,Are You Getting Enough of What Makes You Happy?,Hot Chocolate,1980
7015,b136707,a17040,Love Me To Sleep,Hot Chocolate,1980,Love Me to Sleep,Hot Chocolate,1980
7016,b606162,a17043,Rhythm Divine,Enrique Iglesias,1999,Rhythm Divine,Enrique Iglesias,—
7019,b187777,a17055,Taylor,Jack Johnson,2003,Taylor,Jack Johnson,2004
7020,b156803,a17056,Better Together,Jack Johnson,2005,Better Together,Jack Johnson,2006
7022,b344589,a17057,If I Had Eyes,Jack Johnson,2007,If I Had Eyes,Jack Johnson,2007
7024,b477236,a17058,You And Your Heart,Jack Johnson,2010,You and Your Heart,Jack Johnson,2010
7026,b758586,a17059,Footloose,Kenny Loggins,1984,Footloose,Kenny Loggins,1984
7030,b404332,a17105,What Have You Done For Me Lately,Janet Jackson,1986,What Have You Done for Me Lately,Janet Jackson,1986
7033,b452292,a17106,Nasty,Janet Jackson,1986,Nasty,Janet Jackson,1986
7034,b512268,a17107,When I Think Of You,Janet Jackson,1986,When I Think of You,Janet Jackson,1986
7036,b706037,a17113,Virtual Insanity,Jamiroquai,1996,Virtual Insanity,Jamiroquai,1996
7038,b381162,a17117,Please Don't Stop The Rain,James Morrison,0,Please Don't Stop the Rain,James Morrison,—
7040,b132241,a17137,Feel Too Good,Kidda,2008,Feel Too Good,Kidda,2009
7044,b412034,a17140,Stool Pigeon,Kid Creole And The Coconuts,0,Stool Pigeon,Kid Creole and the Coconuts,1982
7049,b6214,a17142,Caroline Was A Drop-Out,Kid Creole And The Coconuts,0,Caroline Was a Drop-Out,Kid Creole and the Coconuts,1985
7051,b536877,a17144,Scream,Timbaland / Keri Hilson / Nicole Scherzinger,2008,Scream,Timbaland-Keri Hilson-Nicole Scherzinger,2008
7052,b336286,a17146,Knock You Down,Keri Hilson / Kanye West / Ne-Yo,2009,Knock You Down,Keri Hilson,2009
7058,b48050,a17147,I Like,Keri Hilson,2009,I Like,Keri Hilson,2009
7062,b49377,a17162,Jenny From The Block,Jennifer Lopez,2002,Jenny From the Block,Jennifer Lopez,2002
7065,b89005,a17168,Sexy! No No No...,Girls Aloud,2007,Sexy! No No No...,Girls Aloud,2007
7066,b537804,a17170,Can't Speak French,Girls Aloud,2007,Can't Speak French,Girls Aloud,2008
7071,b530640,a17173,No Doubt About It,Hot Chocolate,1980,No Doubt About It,Hot Chocolate,1980
7080,b333833,a17204,The Horizon Has Been Defeated,Jack Johnson,2003,The Horizon Has Been Defeated,Jack Johnson,—
7082,b377353,a17205,Upside Down,Jack Johnson,2006,Upside Down,Jack Johnson,—
7085,b446290,a17215,My Secret Place,Joni Mitchell,1988,My Secret Place,Joni Mitchell,1988
7086,b62963,a17216,Danger Zone,Kenny Loggins,1986,Danger Zone,Kenny Loggins,1986
7088,b654421,a17220,Like This,Kelly Rowland feat. Eve,2007,Like This,Kelly Rowland-Eve,2007
7089,b389956,a17221,Work,Kelly Rowland,2007,Work,Kelly Rowland,2008
7109,b19911,a17236,Finest Dreams,Richard X Featuring Kelis,2003,Finest Dreams,Richard X-Kelis,2003
7110,b377734,a17241,Keep It Comin' Love,KC And The Sunshine Band,1976,Keep It Comin' Love,KC and The Sunshine Band,1977
7111,b544974,a17242,Do You Wanna Go Party,KC & The Sunshine Band,1979,Do You Wanna Go Party,KC and The Sunshine Band,1979
7120,b478338,a17275,Cosmic Girl,Jamiroquai,1996,Cosmic Girl,Jamiroquai,1996
7124,b622190,a17276,Alright,Jamiroquai,1996,Alright,Jamiroquai,1997
7131,b240653,a17277,High Times,Jamiroquai,1996,High Times,Jamiroquai,1997
7132,b123223,a17278,Deeper Underground,Jamiroquai,1998,Deeper Underground,Jamiroquai,1998
7133,b726116,a17279,Canned Heat,Jamiroquai,1999,Canned Heat,Jamiroquai,1999
7136,b78307,a17305,Baby I Love U !,Jennifer Lopez,0,Baby I Love U!,Jennifer Lopez,2004
7138,b124447,a17306,Get Right,Jennifer Lopez,2005,Get Right,Jennifer Lopez,2005
7139,b663989,a17308,Control Myself,LL Cool J / Jennifer Lopez,0,Control Myself,LL Cool J-Jennifer Lopez,2006
7141,b596076,a17310,Do It Well,Jennifer Lopez,2007,Do It Well,Jennifer Lopez,2007
7142,b684436,a17312,Chances,Hot Chocolate,1982,Chances,Hot Chocolate,1982
7143,b758787,a17313,Girl Crazy,Hot Chocolate,1982,Girl Crazy,Hot Chocolate,1982
7144,b539094,a17314,It Started With A Kiss,Hot Chocolate,1982,It Started With a Kiss,Hot Chocolate,1982
7145,b248790,a17315,I'm Sorry,Hot Chocolate,0,I'm Sorry,Hot Chocolate,1983
7152,b446464,a17327,Despedida,Julieta Venegas,2010,Despedida,Julieta Venegas,2010
7162,b705996,a17357,No Air,Jordin Sparks & Chris Brown,2009,No Air,Jordin Sparks-Chris Brown,2008
7163,b384670,a17358,Tattoo,Jordin Sparks,2007,Tattoo,Jordin Sparks,2008
7168,b663673,a17360,Battlefield,Jordin Sparks,2009,Battlefield,Jordin Sparks,2009
7174,b140292,a17361,S.O.S. (Let The Music Play),Jordin Sparks,2009,S.O.S. (Let the Music Play),Jordin Sparks,2009
7175,b99573,a17362,Don't Let It Go To Your Head,Jordin Sparks,2009,Don't Let It Go to Your Head,Jordin Sparks,2010
7177,b494691,a17375,Milkshake,Kelis,2003,Milkshake,Kelis,2004
7179,b748231,a17376,Trick Me,Kelis,2003,Trick Me,Kelis,2004
7180,b107970,a17380,Please Don't Go,KC & The Sunshine Band,1979,Please Don't Go,KC and The Sunshine Band,1979
7184,b770756,a17398,Supersonic,Jamiroquai,1999,Supersonic,Jamiroquai,1999
7185,b276845,a17400,Black Capricorn Day,Jamiroquai,1999,Black Capricorn Day,Jamiroquai,2000
7187,b822530,a17402,Little L,Jamiroquai,2001,Little L,Jamiroquai,2001
7192,b710339,a17403,You Give Me Something,Jamiroquai,2001,You Give Me Something,Jamiroquai,2001
7193,b689433,a17416,Hold It Don't Drop It,Jennifer Lopez,2008,Hold It Don’t Drop It,Jennifer Lopez,2008
7195,b396989,a17422,What Kinda Boy You Lookin' For (Girl),Hot Chocolate,1995,What Kinda Boy You're Lookin' For (Girl),Hot Chocolate,1983
7196,b773536,a17423,I Gave You My Heart (Didn't I),Hot Chocolate,1984,I Gave You My Heart (Didn't I),Hot Chocolate,1984
7197,b177245,a17424,Heartache No 9,Hot Chocolate,0,Heartache No. 9,Hot Chocolate,1986
7198,b72119,a17425,Never Pretend,Hot Chocolate,1996,Never Pretend,Hot Chocolate,—
7199,b208582,a17447,Love Takes Time,Mariah Carey,1990,Love Takes Time,Mariah Carey,1990
7220,b442809,a17506,I Love My Chick,Busta Rhymes / Will.I.Am / Kelis,0,I Love My Chick,Busta Rhymes-will.i.am-Kelis,2006
7221,b47126,a17508,Acapella,Kelis,2010,Acapella,Kelis,2010
7225,b604138,a17521,Come Back To Me,Janet Jackson,1989,Come Back to Me,Janet Jackson,1990
7231,b50854,a17522,Alright,Janet Jackson,1989,Alright,Janet Jackson,1990
7236,b590351,a17526,Love Foolosophy,Jamiroquai,2001,Love Foolosophy,Jamiroquai,2001
7244,b749950,a17559,Too Close,Mike Sheridan and Mads Langer,0,Too Close,Mike Sheridan-Mads Langer,2010
7248,b805041,a17568,Never Too Much,Luther Vandross,0,Never Too Much,Luther Vandross,1981
7249,b251578,a17579,If A Song Could Get Me You,Marit Larsen,0,If a Song Could Get Me You,Marit Larsen,2009
7251,b483334,a17580,Under The Surface,Marit Larsen,0,Under the Surface,Marit Larsen,2010
7253,b515250,a17581,Someday,Mariah Carey,1990,Someday,Mariah Carey,1990
7263,b126994,a17583,Emotions,Mariah Carey,1991,Emotions,Mariah Carey,1991
7268,b280680,a17604,This Is My Now,Jordin Sparks,2007,This Is My Now,Jordin Sparks,—
7274,b94552,a17629,If,Janet Jackson,1993,If,Janet Jackson,1993
7278,b490097,a17630,Again,Janet Jackson,1993,Again,Janet Jackson,1993
