id,ltable_ID,rtable_ID,ltable_title,ltable_artist,ltable_year,rtable_title,rtable_artist,rtable_year
16357,b682865,a20050,Step Outside,The Housemartins,1988,Step Out,The Mamas & the Papas,1972
16358,b764486,a20050,Steppin' Out,The Gap Band,2001,Step Out,The Mamas & the Papas,1972
16359,b14064,a20058,Justified And Ancient,Tammy Wynette,1991,Justified & Ancient,The KLF-Deichkind-Mathias Schaffhäuser,2005
16360,b499920,a20064,Brand New Day,Scar'd Sanity,2008,Brand New Day,Sting,1999
16361,b532445,a20064,Brand New God,Something Happens,0,Brand New Day,Sting,1999
16362,b765752,a20064,Brand New Baby,Semisonic,1995,Brand New Day,Sting,1999
16363,b606205,a20064,Brand New Day,Stray,0,Brand New Day,Sting,1999
16364,b771091,a20064,Brand New Man,Seventh Day Slumber,2005,Brand New Day,Sting,1999
16365,b717485,a20064,Brand New Day,Sting,1999,Brand New Day,Sting,1999
16366,b226270,a20064,Brand New Baby,Semisonic,1995,Brand New Day,Sting,1999
16367,b670931,a20065,Let Go With The Flow,The Beautiful South,2003,Let Go With the Flow,The Beautiful South,2003
16368,b806719,a20066,Living Thing,The Clutters,2007,Livin’ Thing,The Beautiful South,2004
16369,b807997,a20066,Living Thing,The Badloves,2000,Livin’ Thing,The Beautiful South,2004
16370,b242577,a20067,This Old Skin,The Beautiful South,2004,This Old Skin,The Beautiful South,2004
16371,b731929,a20068,This Will Be Our Year,The Zombies,1968,This Will Be Our Year,The Beautiful South,2005
16372,b605540,a20068,This Will Be Our Year,The Zombies,1968,This Will Be Our Year,The Beautiful South,2005
16373,b574933,a20068,This Will Be Our Year,The Zombies,0,This Will Be Our Year,The Beautiful South,2005
16374,b559092,a20069,Manchester Rambler,The Highwaymen,0,Manchester,The Beautiful South,2006
16375,b212873,a20069,Manchester,Tommy Hools,2001,Manchester,The Beautiful South,2006
16376,b811682,a20080,Now is the time,The Pure,0,Now is the Time,The Crystal Method,1996
16377,b88688,a20082,Busy Child,The Crystal Method,1997,Busy Child,The Crystal Method,1997
16378,b811766,a20082,Busy Child,The Crystal Method,1997,Busy Child,The Crystal Method,1997
16379,b727360,a20083,Trip Like I Do,The Crystal Method,1997,Trip Like I Do,The Crystal Method,1997
16380,b82409,a20083,Trip Like I Do,The Crystal Method,1997,Trip Like I Do,The Crystal Method,1997
16381,b344385,a20084,Comin' Back,The Crystal Method,1997,Comin’ Back,The Crystal Method,1998
16382,b787998,a20084,Come Back,The Five Stairsteps,2005,Comin’ Back,The Crystal Method,1998
16383,b166805,a20084,Come Back,The Misfits,1985,Comin’ Back,The Crystal Method,1998
16384,b173029,a20084,Comin' Back,The Crystal Method,1997,Comin’ Back,The Crystal Method,1998
16385,b271335,a20084,Comin' Back,The Crystal Method,1997,Comin’ Back,The Crystal Method,1998
16386,b584040,a20084,Come Back,The Five Stairsteps,2005,Comin’ Back,The Crystal Method,1998
16387,b158654,a20084,Come Back,The Warren Brothers,0,Comin’ Back,The Crystal Method,1998
16388,b561299,a20100,Where Is My Love,Blackfield,2007,Where Is My Mind,Bassnectar,2009
16389,b38530,a20100,Where Is My Love,Blackfield,0,Where Is My Mind,Bassnectar,2009
16390,b738039,a20101,Ugly,Bubba Sparxxx,2001,Ugly,Bassnectar,2012
16391,b274598,a20101,Ugly,Big Money,1994,Ugly,Bassnectar,2012
16392,b561621,a20101,Ugly,Bill Frenzer and Ogden Edsl,0,Ugly,Bassnectar,2012
16393,b69513,a20104,What It Is,Busta Rhymes feat. Kelis,2001,What It Means,Barry Adamson,1998
16394,b692263,a20104,What It Is,Brian Tarquin,0,What It Means,Barry Adamson,1998
16395,b243004,a20104,What It Is,Black Eyed Peas,1998,What It Means,Barry Adamson,1998
16396,b16820,a20113,Can't Computerize It,Apparat,2004,Can't Computerize It,Apparat,2004
16397,b689463,a20114,Goldrush,Yello,1986,Goldrush,Yello,1986
16398,b435765,a20125,Nightdrive With You,Anoraak,2008,Nightdrive With You Remixes,Anoraak,2008
16399,b573216,a20125,Nightdrive With You,Anoraak,2008,Nightdrive With You Remixes,Anoraak,2008
16400,b292570,a20125,Nightdrive With You (Adeyhawke Remix),Anoraak,2008,Nightdrive With You Remixes,Anoraak,2008
16401,b769314,a20128,Cowgirl,Underworld,1993,Cowgirl,Underworld,1994
16402,b229878,a20131,Born Slippy,Underworld,1995,Born Slippy,Underworld,1995
16403,b149301,a20131,Born Slippy,Underworld,1995,Born Slippy,Underworld,1995
16404,b493920,a20132,Pearl,Universal Poplab,2008,Pearl's Girl,Underworld,1996
16405,b221437,a20140,Higher Power,Jens Lekman,2004,Higher,Just Blaze-Baauer-JAY Z,2013
16406,b311863,a20140,Higher And Higher,Jimmy Barnes,1997,Higher,Just Blaze-Baauer-JAY Z,2013
16407,b224940,a20140,Higher And Higher,Jeff And Sheri Easter,0,Higher,Just Blaze-Baauer-JAY Z,2013
16408,b305968,a20141,Infinite Arms,Band Of Horses,2010,Infinite Daps,Baauer-RL Grime,2013
16409,b226713,a20141,Infinite Lites,B12,0,Infinite Daps,Baauer-RL Grime,2013
16410,b180278,a20143,Flight 615,Tunsi,0,Flight 643,Tiësto,2001
16411,b564853,a20143,Flight 643,Ti\xc3\xabsto,2001,Flight 643,Tiësto,2001
16412,b16680,a20145,Suburban Train,Ti\xc3\xabsto,2001,Suburban Train,Tiësto,2001
16413,b471750,a20145,Suburban Train,Ti\xc3\xabsto,2001,Suburban Train,Tiësto,2001
16414,b142880,a20146,Lethal Industry,Ti\xc3\xabsto,2000,Lethal Industry,Tiësto,2002
16415,b407269,a20146,Lethal Industry,Ti\xc3\xabsto,2000,Lethal Industry,Tiësto,2002
16416,b101215,a20147,643 (Love's On Fire),Ti\xc3\xabsto ft. Suzanne Palmer,2002,643 (Love’s on Fire),Tiësto-Suzanne Palmer,2002
16417,b417500,a20149,Temple of the cat,Ayreon,2000,Temple of the Cat,Ayreon,2000
16418,b57689,a20151,Loser,Anti-Nowhere League,2000,Loser,Ayreon,2004
16419,b723733,a20151,Loser,Abacus,0,Loser,Ayreon,2004
16420,b285588,a20152,Come to Me,Aelian,2000,Come Back to Me,Ayreon,2005
16421,b704568,a20160,Home,Adrian Weyermann,0,Home,Austra,2013
16422,b475434,a20160,Home,Alisa Fineman,0,Home,Austra,2013
16423,b385421,a20160,Home,American Music Club,2004,Home,Austra,2013
16424,b9982,a20160,Home,Andy Tau,0,Home,Austra,2013
16425,b298104,a20160,Home,Asylum Street Spankers,2006,Home,Austra,2013
16426,b527652,a20160,Home,Above & Beyond,2006,Home,Austra,2013
16427,b503717,a20160,Home,Andy Tau,0,Home,Austra,2013
16428,b233499,a20160,Home,Astromill,0,Home,Austra,2013
16429,b160335,a20160,Home,Andy Tau,0,Home,Austra,2013
16430,b425024,a20160,Home,Aerovox,0,Home,Austra,2013
16431,b496692,a20162,Forgive Me,Azuria,0,Forgive Me,Austra,2013
16432,b746477,a20162,Forgive Me Mother,Agnostic Front,2007,Forgive Me,Austra,2013
16433,b94607,a20162,Forgive Me,Azuria,0,Forgive Me,Austra,2013
16434,b776355,a20163,Don't Stop,Atmosphere,0,Don’t Stop,ATB,1999
16435,b613353,a20163,Don't Stop,Alex Chilton,1995,Don’t Stop,ATB,1999
16436,b583764,a20163,Don't Stop,Aerosmith,1993,Don’t Stop,ATB,1999
16437,b459305,a20164,Killer,Adamski,1989,Killer,ATB,1999
16438,b255715,a20164,Killer,Antony Thomas,0,Killer,ATB,1999
16439,b493988,a20164,Killer,Adamski / Seal,1989,Killer,ATB,1999
16440,b135040,a20164,Killers,Amir Sulaiman,0,Killer,ATB,1999
16441,b593733,a20165,The Summer,ATB,2000,The Summer,ATB,2000
16442,b562263,a20165,The Summer,ATB,2000,The Summer,ATB,2000
16443,b460095,a20165,The Boys of Summer,A Balladeer,0,The Summer,ATB,2000
16444,b539457,a20165,The Drummer,Ariel Pink's Haunted Graffiti,2003,The Summer,ATB,2000
16445,b399662,a20169,Set Yourself Free,3rd Force,0,Set You Free,3OH!3,2011
16446,b276828,a20178,She Is All That Matters,The Sails,2006,Love Is All That Matters,The Human League,1988
16447,b194070,a20179,Heart Like A Wheel,The Human League,1990,Heart Like a Wheel,The Human League,1990
16448,b494131,a20181,Tell Me Why,The Four Aces,0,Tell Me When,The Human League,1995
16449,b430362,a20181,Tell Me Why,Tycoon,0,Tell Me When,The Human League,1995
16450,b135587,a20181,Tell Me Why,The Four Aces,0,Tell Me When,The Human League,1995
16451,b366378,a20181,Tell Me Why,The Four Aces,0,Tell Me When,The Human League,1995
16452,b498981,a20181,Tell Me When,The Applejacks,1964,Tell Me When,The Human League,1995
16453,b247142,a20181,Tell Me Why,The Four Aces,0,Tell Me When,The Human League,1995
16454,b677784,a20181,Tell Me Why,The Four Aces,0,Tell Me When,The Human League,1995
16455,b710935,a20181,Tell Me Why,Tattoo Rodeo,1991,Tell Me When,The Human League,1995
16456,b255648,a20181,Tell Me Why,The Four Aces,0,Tell Me When,The Human League,1995
16457,b173765,a20181,Tell Me Why,The Four Aces,0,Tell Me When,The Human League,1995
16458,b389546,a20187,Desert Rose,Sting,1999,Desert Rose,Sting-Cheb Mami,1999
16459,b187157,a20187,Desert Rose,Sting,1999,Desert Rose,Sting-Cheb Mami,1999
16460,b419304,a20187,Desert Chase,Scott Glasgow,0,Desert Rose,Sting-Cheb Mami,1999
16461,b157985,a20188,After The Rain Has Fallen,Sting,1999,After the Rain Has Fallen,Sting,2000
16462,b116641,a20190,Rise or Fall,Common Rider,1999,Rise & Fall,Craig David-Sting,2003
16463,b5503,a20191,Your Love,Sonicflood,2001,Send Your Love,Sting,2003
16464,b203585,a20191,Need Your Love,Status Quo,1970,Send Your Love,Sting,2003
16465,b143827,a20191,Save Your Love,Sally Shapiro,2009,Send Your Love,Sting,2003
16466,b797829,a20191,Send Your Love,Sting,2003,Send Your Love,Sting,2003
16467,b704590,a20191,Send Your Love,Sting,2003,Send Your Love,Sting,2003
16468,b281680,a20191,Show Your Love,Sam Brown,0,Send Your Love,Sting,2003
16469,b782036,a20191,Share Your Love,Shirley Brown,0,Send Your Love,Sting,2003
16470,b633189,a20191,Your Love,Sizzla,2003,Send Your Love,Sting,2003
16471,b698948,a20191,Share Your Love,Susan Tedeschi,2005,Send Your Love,Sting,2003
16472,b520061,a20192,Transcendental Suicide,The Soundtrack Of Our Lives (TSOOL),0,Transcendental,The Shamen,1988
16473,b63705,a20192,Transcendence,Thievery Corporation,1996,Transcendental,The Shamen,1988
16474,b820016,a20196,Greatest Hit,Annie,0,The Greatest Hit,Annie,2000
16475,b794234,a20196,Greatest Hit,Annie,0,The Greatest Hit,Annie,2000
16476,b441246,a20196,Greatest Hit,Annie,0,The Greatest Hit,Annie,2000
16477,b276677,a20196,The Greatest Day,Andreas Johnson,2002,The Greatest Hit,Annie,2000
16478,b286337,a20196,Greatest Hit,Annie,0,The Greatest Hit,Annie,2000
16479,b190496,a20196,Greatest Hit,Annie,0,The Greatest Hit,Annie,2000
16480,b554967,a20197,The Name of the Game,The Crystal Method,2002,Name of the Game,The Crystal Method,2001
16481,b525313,a20198,You Know It's True,The Cat's Miaow,1997,You Know It's Hard,The Crystal Method,2001
16482,b517871,a20198,You Know It's True,The Cat's Miaow,1997,You Know It's Hard,The Crystal Method,2001
16483,b126947,a20200,Born Too Slow,The Crystal Method,2003,Born Too Slow,The Crystal Method,2003
16484,b655917,a20202,Oh Darkness,Admiral Freebee,2005,Our Darkness,Anne Clark,1984
16485,b23053,a20202,In Darkness,Alastis,1997,Our Darkness,Anne Clark,1984
16486,b296931,a20203,No Surrender,Culture Kult\xc3\xbcr,2002,Never Surrender,Combichrist,2010
16487,b240096,a20203,No Surrender,Clit 45,2006,Never Surrender,Combichrist,2010
16488,b548296,a20203,Never Surrender,Close Shave,0,Never Surrender,Combichrist,2010
16489,b253750,a20203,I Surrender,Coko,0,Never Surrender,Combichrist,2010
16490,b653489,a20203,I Surrender,Cadence,0,Never Surrender,Combichrist,2010
16491,b824102,a20222,Rolodex Propaganda,At The Drive-In,2000,Rolodex Propaganda,At the Drive‐In,2000
16492,b530449,a20225,Invalid Letter Dept.,At The Drive-In,2000,Invalid Litter Dept.,At the Drive‐In,2001
16493,b700803,a20226,Get On,A Place to Bury Strangers,2008,Get On,Arty,2009
16494,b39560,a20226,Get On,Arty,0,Get On,Arty,2009
16495,b586920,a20227,Hope,Apocalyptica,2000,Hope,Arty,2010
16496,b316872,a20227,Hope,Air Formation,2005,Hope,Arty,2010
16497,b632847,a20227,Hope,A.C.T,2006,Hope,Arty,2010
16498,b72844,a20227,Hope,Apocalyptica,2000,Hope,Arty,2010
16499,b409339,a20227,Hope,Alien Ant Farm,2003,Hope,Arty,2010
16500,b679388,a20228,Rush,Aalto,2003,Rush,Arty,2010
16501,b778646,a20229,Twilight,Antony & The Johnsons,2000,Twilight Tonight,Arty,2010
16502,b444618,a20230,The Wanderer,A Life Once Lost,2007,The Wonder,Arty,2010
16503,b255273,a20231,The Funk Phenomena,Armand Van Helden,1995,The Funk Phenomena,Armand van Helden,1997
16504,b654305,a20231,The Funk Phenomena (X-Mix Remix),Armand Van Helden,1997,The Funk Phenomena,Armand van Helden,1997
16505,b317888,a20232,Ultrafunkula,Armand Van Helden,1997,Ultrafunkula,Armand van Helden,1997
16506,b535364,a20233,You Don't Know Me,Al Martino,0,You Don't Know Me,Armand van Helden-Duane Harden,1998
16507,b84407,a20233,You Don't Fool Me,Alex M,0,You Don't Know Me,Armand van Helden-Duane Harden,1998
16508,b807999,a20233,You Don't Fool Me,Alex M,0,You Don't Know Me,Armand van Helden-Duane Harden,1998
16509,b354522,a20233,You Don't Know My Name,Alicia Keys,2003,You Don't Know Me,Armand van Helden-Duane Harden,1998
16510,b686317,a20233,You Don't Know My Name,Alicia Keys,2003,You Don't Know Me,Armand van Helden-Duane Harden,1998
16511,b289669,a20233,You Don't Love Me,Angie Stone,2004,You Don't Know Me,Armand van Helden-Duane Harden,1998
16512,b690934,a20233,You Don't Fool Me,Alex M,0,You Don't Know Me,Armand van Helden-Duane Harden,1998
16513,b749797,a20233,You Don't Move Me,Ana Popovic,2007,You Don't Know Me,Armand van Helden-Duane Harden,1998
16514,b304744,a20233,You Don't Get Me,Anna Abreu,2008,You Don't Know Me,Armand van Helden-Duane Harden,1998
16515,b777573,a20233,You Don't Want Me,Asie Payton,2002,You Don't Know Me,Armand van Helden-Duane Harden,1998
16516,b261120,a20233,You Don't Know This Man,Audra McDonald,0,You Don't Know Me,Armand van Helden-Duane Harden,1998
16517,b322202,a20234,Flowers,Afromental,0,Flowerz,Armand van Helden,1999
16518,b324513,a20234,Flowers,Antimatter,0,Flowerz,Armand van Helden,1999
16519,b786257,a20241,Love Is All,Liverpool,2003,Love You All,Luomo-Apparat,2008
16520,b416305,a20243,Black Water Gold,African Music Machine,1998,Black Water,Apparat,2011
16521,b613685,a20243,Black Water (Main),A Hundred Birds,0,Black Water,Apparat,2011
16522,b677385,a20243,Black Water (Dub),A Hundred Birds,0,Black Water,Apparat,2011
16523,b729239,a20246,Tied Up,Yello,1988,Tied Up,Yello,1988
16524,b30425,a20260,Jumbo,Urinals,0,Jumbo,Underworld,1999
16525,b753668,a20262,Spacehopper,Bentley Rhythm Ace,1997,Spacehopper,Bad Company UK,2002
16526,b723651,a20264,Love Like This,BlackHawk,1994,Fire Like This,Baauer-Boys Noize,2014
16527,b38305,a20264,Like This,Babak Shayan feat. Melina,0,Fire Like This,Baauer-Boys Noize,2014
16528,b368293,a20264,Flex Like This,Bunji Garlin Feat. Gauge,2002,Fire Like This,Baauer-Boys Noize,2014
16529,b219180,a20264,Like This,Brutha,2008,Fire Like This,Baauer-Boys Noize,2014
16530,b491893,a20267,Obsession,The Spectacular Fantastic,0,Obsession,Tiësto-Junkie XL,2002
16531,b512633,a20267,The Obsession,The James Taylor Quartet,2003,Obsession,Tiësto-Junkie XL,2002
16532,b488204,a20267,The Obsession,The James Taylor Quartet,2003,Obsession,Tiësto-Junkie XL,2002
16533,b636292,a20267,Obsession,The Subways,2008,Obsession,Tiësto-Junkie XL,2002
16534,b722725,a20268,In Memory,Nevermore,1996,In My Memory,Nicola Hitchcock,2002
16535,b39804,a20268,In Memory,Necronomicon,1987,In My Memory,Nicola Hitchcock,2002
16536,b561804,a20269,Traffic,Twig,0,Traffic,Tiësto,2003
16537,b754434,a20269,Traffic,Ti\xc3\xabsto,2003,Traffic,Tiësto,2003
16538,b517280,a20269,Traffic,Truckfighters,2007,Traffic,Tiësto,2003
16539,b625914,a20269,Traffic,The Awakening,0,Traffic,Tiësto,2003
16540,b522141,a20269,Traffic,Truckfighters,2007,Traffic,Tiësto,2003
16541,b528940,a20270,Lovers Again,The Untouchables,0,Love Comes Again,Tiësto-BT,2004
16542,b797011,a20270,Love Me Again,The Bleeding Hearts,0,Love Comes Again,Tiësto-BT,2004
16543,b419989,a20270,Love Will Come Again,Talisman,0,Love Comes Again,Tiësto-BT,2004
16544,b297649,a20270,Love Again,That's Him! That's the Guy!,0,Love Comes Again,Tiësto-BT,2004
16545,b383395,a20270,Love Comes,The Major,0,Love Comes Again,Tiësto-BT,2004
16546,b557996,a20274,The Fields Of Love,ATB,2000,The Fields of Love,ATB-York,2000
16547,b163007,a20274,The Flame of Love,Aelian,2000,The Fields of Love,ATB-York,2000
16548,b823523,a20275,Let Go,Allison Moorer,2002,Let U Go,ATB,2001
16549,b37255,a20275,Let U Go,ATB,1999,Let U Go,ATB,2001
16550,b792816,a20275,Let U Go,ATB,1999,Let U Go,ATB,2001
16551,b549164,a20275,Let It Go,Alastair Moock,2004,Let U Go,ATB,2001
16552,b77476,a20275,Let Go,Atomic Opera,0,Let U Go,ATB,2001
16553,b79850,a20275,Let U Go,Ashley Parker Angel,2006,Let U Go,ATB,2001
16554,b784711,a20275,Let Go,Adema,2003,Let U Go,ATB,2001
16555,b136442,a20276,Hold You,Anna Oxygen,2006,Hold You,ATB,2001
16556,b695207,a20276,Hold You,ATB,2001,Hold You,ATB,2001
16557,b637434,a20276,Hold You,ATB,2001,Hold You,ATB,2001
16558,b637957,a20276,Hold You,ATB,2001,Hold You,ATB,2001
16559,b140886,a20276,Hold You,ATB,2001,Hold You,ATB,2001
16560,b297787,a20277,You're Not Alone,Adam K,2008,You’re Not Alone,ATB,2002
16561,b536078,a20277,You're not Alone,Across Five Aprils,2006,You’re Not Alone,ATB,2002
16562,b175004,a20277,You're Not Alone,ATB,2002,You’re Not Alone,ATB,2002
16563,b84569,a20277,We Are Not Alone,Asia 2001,2000,You’re Not Alone,ATB,2002
16564,b747479,a20277,You're Not Alone,ATB,2002,You’re Not Alone,ATB,2002
16565,b697191,a20277,You're Not Alone,ATB,2002,You’re Not Alone,ATB,2002
16566,b726400,a20286,All I Ever Said,The Bluebells,0,All I Ever Wanted,The Human League,2001
16567,b727536,a20286,All I Ever Wanted,Tom Fuller Band,0,All I Ever Wanted,The Human League,2001
16568,b318272,a20286,All I Ever Wanted,Train,2006,All I Ever Wanted,The Human League,2001
16569,b187419,a20286,All I Ever Wanted,The Human League,2001,All I Ever Wanted,The Human League,2001
16570,b386978,a20286,All I Ever Wanted,The Reason,0,All I Ever Wanted,The Human League,2001
16571,b3774,a20287,The Things That Dreams Are Made Of (Original dub),The Human League,2007,The Things That Dreams Are Made Of,The Human League,2007
16572,b334421,a20287,The Things That Dreams Are Made Of (Jimmy19 The A509 PWC Remix),The Human League,2003,The Things That Dreams Are Made Of,The Human League,2007
16573,b83500,a20287,The Things That Dreams Are Made Of,The Human League,1981,The Things That Dreams Are Made Of,The Human League,2007
16574,b704719,a20288,Whenever I Say Your Name,Sting / Mary J. Blige,2010,Whenever I Say Your Name,Sting-Mary J. Blige,2003
16575,b259202,a20288,Whenever I Say Your Name,Sting / Mary J. Blige,2010,Whenever I Say Your Name,Sting-Mary J. Blige,2003
16576,b121775,a20289,Stolen Car (Take Me Dancing),Sting / Twista,2003,Stolen Car (Take Me Dancing),Sting,2004
16577,b208579,a20291,You To Me Are Everything,The Real Thing,1976,You Me & Everything,The Shamen,1989
16578,b91355,a20291,You To Me Are Everything,The Real Thing / The Real Thing,1976,You Me & Everything,The Shamen,1989
16579,b26436,a20291,You Ruined Everything,Two Dollar Pistols,0,You Me & Everything,The Shamen,1989
16580,b326966,a20291,You Were My Everything,Two Minute Silence,2009,You Me & Everything,The Shamen,1989
16581,b332122,a20292,Make It Alone,The Expelled,1982,Make It Mine,The Shamen,1990
16582,b237425,a20292,Make You Mine,The Leftovers,0,Make It Mine,The Shamen,1990
16583,b701962,a20292,Make You Mine,The Man Behind C.,2007,Make It Mine,The Shamen,1990
16584,b245253,a20292,Make You Mine,The Secret Handshake,2007,Make It Mine,The Shamen,1990
16585,b443209,a20292,Make It Mine,The Shamen,1990,Make It Mine,The Shamen,1990
16586,b548131,a20292,Make It Mine,The Shamen,1990,Make It Mine,The Shamen,1990
16587,b816358,a20292,Make It Mine,The Shamen,1990,Make It Mine,The Shamen,1990
16588,b398875,a20296,I Will Get On,Annie,0,I Will Get On,Annie,2002
16589,b76753,a20296,I Will Get On,Annie,0,I Will Get On,Annie,2002
16590,b607466,a20296,I Will Get On,Annie,0,I Will Get On,Annie,2002
16591,b237605,a20297,Chewing Drum,A.S.Y.S.,2005,Chewing Gum,Annie,2004
16592,b166534,a20298,Heartbeat,Annie,2006,My Heartbeat,Annie,2004
16593,b238246,a20298,Heartbeat,Alvin Stardust,1987,My Heartbeat,Annie,2004
16594,b49387,a20298,Heartbeat,Accuface,0,My Heartbeat,Annie,2004
16595,b219360,a20298,My Heart,Alamo Race Track,2006,My Heartbeat,Annie,2004
16596,b811138,a20298,Heartbeat,Adrian Belew,1990,My Heartbeat,Annie,2004
16597,b552518,a20298,In a Heartbeat,Annette,0,My Heartbeat,Annie,2004
16598,b782458,a20298,Heartbeat,A.R.E. Weapons,2007,My Heartbeat,Annie,2004
16599,b49387,a20299,Heartbeat,Accuface,0,Heartbeat,Annie,2005
16600,b166534,a20299,Heartbeat,Annie,2006,Heartbeat,Annie,2005
16601,b365468,a20299,Heartbeats,Acker Bilk,0,Heartbeat,Annie,2005
16602,b811138,a20299,Heartbeat,Adrian Belew,1990,Heartbeat,Annie,2005
16603,b238246,a20299,Heartbeat,Alvin Stardust,1987,Heartbeat,Annie,2005
16604,b552518,a20299,In a Heartbeat,Annette,0,Heartbeat,Annie,2005
16605,b585835,a20299,Heat,Apocalyptica,2003,Heartbeat,Annie,2005
16606,b782458,a20299,Heartbeat,A.R.E. Weapons,2007,Heartbeat,Annie,2005
16607,b30553,a20299,Heat,Andreas Kauffelt,0,Heartbeat,Annie,2005
16608,b341828,a20300,Crush,Amerie,2007,Crush,Annie,2006
16609,b164401,a20301,I Know Ur Girlfriend Hates Me,Annie,0,I Know Ur Girlfriend Hates Me,Annie,2008
16610,b43063,a20301,I Know Ur Girlfriend Hates Me,Annie,0,I Know Ur Girlfriend Hates Me,Annie,2008
16611,b405549,a20301,I Know Ur Girlfriend Hates Me,Annie,0,I Know Ur Girlfriend Hates Me,Annie,2008
16612,b48495,a20301,I Know Ur Girlfriend Hates Me,Annie,0,I Know Ur Girlfriend Hates Me,Annie,2008
16613,b83909,a20301,I Know Ur Girlfriend Hates Me,Annie,0,I Know Ur Girlfriend Hates Me,Annie,2008
16614,b380325,a20301,I Know Ur Girlfriend Hates Me,Annie,0,I Know Ur Girlfriend Hates Me,Annie,2008
16615,b414871,a20301,I Know Ur Girlfriend Hates Me,Annie,0,I Know Ur Girlfriend Hates Me,Annie,2008
16616,b126877,a20301,I Know Ur Girlfriend Hates Me,Annie,0,I Know Ur Girlfriend Hates Me,Annie,2008
16617,b344360,a20302,Follow Me,Ercola feat. Annie,0,Follow Me,Ercola-Annie,2008
16618,b674859,a20302,Follow Me,Ercola feat. Annie,0,Follow Me,Ercola-Annie,2008
16619,b694560,a20302,Follow Me,Ercola feat. Annie,0,Follow Me,Ercola-Annie,2008
16620,b500147,a20302,Follow Me,Eddy Meets Yannah,0,Follow Me,Ercola-Annie,2008
16621,b25176,a20302,Follow Me,Ercola feat. Annie,0,Follow Me,Ercola-Annie,2008
16622,b468673,a20302,Follow Me,Ercola feat. Annie,0,Follow Me,Ercola-Annie,2008
16623,b572042,a20302,Follow You Follow Me,Emmerson Nogueira,2002,Follow Me,Ercola-Annie,2008
16624,b589588,a20302,Follow Me,Ercola feat. Annie,0,Follow Me,Ercola-Annie,2008
16625,b98543,a20308,Heavenly,Alaine,2006,Heaven,Anne Clark,1985
16626,b164109,a20308,Heaven,Anders Johansson,0,Heaven,Anne Clark,1985
16627,b592593,a20308,Heaven,Audiomontage,0,Heaven,Anne Clark,1985
16628,b527119,a20308,Heaven,At Vance,2005,Heaven,Anne Clark,1985
16629,b544051,a20308,Heaven,Aceyalone,2006,Heaven,Anne Clark,1985
16630,b382107,a20308,Heaven,Avant,2003,Heaven,Anne Clark,1985
16631,b21783,a20308,Heaven,Amp Fiddler Feat. Stephanie McKay,2006,Heaven,Anne Clark,1985
16632,b347897,a20308,Hell Or Heaven,Acti & N3ck,0,Heaven,Anne Clark,1985
16633,b571851,a20308,Heaven,Angels and Airwaves,2007,Heaven,Anne Clark,1985
16634,b703861,a20308,Heaven,Adrian Weyermann,0,Heaven,Anne Clark,1985
16635,b64871,a20308,Heaven,All Saints,1997,Heaven,Anne Clark,1985
16636,b476913,a20309,Self Destruct,Adolescents,1981,Self Destruct,Anne Clark,1985
16637,b756143,a20309,Self Destruct,Adolescents,1981,Self Destruct,Anne Clark,1985
16638,b750979,a20309,Self Destruct,Adolescents,1981,Self Destruct,Anne Clark,1985
16639,b72251,a20313,From My Hands,Cephalgy,2005,From My Cold Dead Hands,Combichrist,2014
16640,b507637,a20316,Red Leather,Peaches & Gonzales,0,Red Leather,Peaches,2000
16641,b824170,a20317,Offshore,Chicane,0,Offshore,Chicane,1996
16642,b699648,a20317,Offshore '97,Chicane,0,Offshore,Chicane,1996
16643,b294178,a20317,Offshore,Chicane,0,Offshore,Chicane,1996
16644,b722071,a20321,Crazy Chick,Charlotte Church,2005,Crazy Chick,Charlotte Church,2005
16645,b379141,a20321,Crazy Chick,Charlotte Church,2005,Crazy Chick,Charlotte Church,2005
16646,b387581,a20331,Pretty Girls,Larry Sparks,2007,Party Girls,Ludacris-Wiz Khalifa-Jeremih-Cashmere Cat,2014
16647,b176417,a20331,Pretty Girls,Link 80,1997,Party Girls,Ludacris-Wiz Khalifa-Jeremih-Cashmere Cat,2014
16648,b626585,a20335,Science Fraction,Clatterbox,0,Science Fiction,Carl Craig,1995
16649,b663242,a20335,Science Fiction,Christian McBride,0,Science Fiction,Carl Craig,1995
16650,b277570,a20335,Science Fiction (Reprise),Chris Murray,2001,Science Fiction,Carl Craig,1995
16651,b774779,a20335,Science Fiction,Carl Craig,0,Science Fiction,Carl Craig,1995
16652,b797930,a20349,Come Over,Cathy Davey,2004,Come Over,Clean Bandit-Stylo G,2014
16653,b118042,a20349,Come On Over,Converge,2008,Come Over,Clean Bandit-Stylo G,2014
16654,b791839,a20349,Come Over,Conya Doss,2008,Come Over,Clean Bandit-Stylo G,2014
16655,b731842,a20349,Come In_ Over,Chroma Key,2004,Come Over,Clean Bandit-Stylo G,2014
16656,b363868,a20365,Around The World,Andy Field,0,Around the World,Arty,2011
16657,b778466,a20365,Around The World,Aqua,0,Around the World,Arty,2011
16658,b93314,a20365,Around the World in 80 Days,Archie Bleyer,0,Around the World,Arty,2011
16659,b733261,a20369,Full Moon,Ali Wilson & Lee Osborne,0,Full Moon,Armand van Helden-Common,2000
16660,b727618,a20376,Rubberbandman,Yello,1991,Rubberbandman,Yello,1991
16661,b364401,a20377,Who's Gone?,Yello,1991,Who's Gone,Yello,1991
